Utility Characteristics,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
2015,59748,CDCR (CA) - Pleasant Valley State Prison,59512,"Team-Solar, Inc.",CA,CISO,0.0,0,0,105.0,"3,246",1,0.0,0,0,0.0,0,0,105.0,"3,246",1
2015,58365,CJTS Energy Center,58300,Ameresco Select Inc,CT,ISNE,0.0,0,0,617.0,"3,596",1,0.0,0,0,0.0,0,0,617.0,"3,596",1
2015,54323,CNN Center,18452,Turner Properties Inc,GA,SOCO,0.0,0,0,"1,454.0","21,605",31,0.0,0,0,0.0,0,0,"1,454.0","21,605",31
2015,50851,CSUCI Site Authority,56835,CSUCI Site Authority,CA,CISO,0.0,0,0,822.0,"6,647",1,0.0,0,0,0.0,0,0,822.0,"6,647",1
2015,58386,CU Solar Plant,58373,CU Solar LLC,OH,PJM,0.0,0,0,322.0,"2,776",1,0.0,0,0,0.0,0,0,322.0,"2,776",1
2015,59283,California PV Energy at ISD WWTP,58540,California PV Energy LLC,CA,CISO,0.0,0,0,276.0,"2,383",1,0.0,0,0,0.0,0,0,276.0,"2,383",1
2015,55308,Calvert City,57295,DTE Calvert City LLC,KY,TVA,0.0,0,0,0.0,0,0,"6,495.0","126,550",3,0.0,0,0,"6,495.0","126,550",3
2015,10168,Cardinal Cogen,3030,Cardinal Cogen Inc,CA,CISO,0.0,0,0,"4,304.0","58,759",1,0.0,0,0,0.0,0,0,"4,304.0","58,759",1
2015,59630,CentraState Medical Center PV Facility,57411,KDC Solar O&M LLC,NJ,PJM,0.0,0,0,558.0,"8,496",1,0.0,0,0,0.0,0,0,558.0,"8,496",1
2015,58151,Central Utility Plant - Texas A&M,58113,"Texas A&M, Utilities & Energy Services",TX,ERCO,0.0,0,0,"1,596.0","18,745",22,317.0,"3,713",21,0.0,0,0,"1,913.0","22,458",43
2015,10566,Chambers Cogeneration LP,14932,US Operating Services Company,NJ,PJM,0.0,0,0,0.0,0,0,"12,884.0","114,955",1,0.0,0,0,"12,884.0","114,955",1
2015,55187,Channelview Cogeneration Plant,56380,EIF Channelview Cogeneration LLC,TX,ERCO,0.0,0,0,0.0,0,0,"72,050.0","2,176,104",1,0.0,0,0,"72,050.0","2,176,104",1
2015,59755,Chester Power Partners,59522,Chester Power Partners LLC,VT,ISNE,0.0,0,0,580.0,"2,434",1,0.0,0,0,0.0,0,0,580.0,"2,434",1
2015,59743,Chimes West Friendship (Nixon Farms),59540,"SunE SEM 1, LLC",MD,PJM,0.0,0,0,376.0,"1,895",1,0.0,0,0,0.0,0,0,376.0,"1,895",1
2015,57011,Chuckawalla Valley State Prison,56302,SunE CPA CDC1 LLC,CA,CISO,0.0,0,0,194.0,"1,909",1,0.0,0,0,0.0,0,0,194.0,"1,909",1
2015,57645,City & County of Denver at Denver Int'l,56974,"Denver Airport Solar, LLC",CO,PSCO,0.0,0,0,0.0,0,0,240.0,"6,528",1,0.0,0,0,240.0,"6,528",1
2015,57681,City of Boulder WWTP,57005,"SunE NLB-2, LLC",CO,PSCO,0.0,0,0,51.0,"1,406",1,0.0,0,0,0.0,0,0,51.0,"1,406",1
2015,57682,City of Madera WWTP,57006,"SunE GIL1, LLC",CA,CISO,0.0,0,0,430.0,"2,358",1,0.0,0,0,0.0,0,0,430.0,"2,358",1
2015,59329,City of Soledad Water Reclamation,59129,"Foundation CA Fund VII Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,333.0,"2,932",1,0.0,0,0,333.0,"2,932",1
2015,59623,Clarkson Solar,59360,Clarkson Solar LLC,NY,NYIS,0.0,0,0,326.0,"2,716",1,0.0,0,0,0.0,0,0,326.0,"2,716",1
2015,10741,Clear Lake Cogeneration Ltd,3775,Clear Lake Cogeneration LP,TX,ERCO,0.0,0,0,0.0,0,0,"3,664.0","173,527",1,0.0,0,0,"3,664.0","173,527",1
2015,60150,Cornell Geneva Solar Farm,59942,Argos Solar LLC,NY,NYIS,0.0,0,0,0.0,1,1,0.0,0,0,0.0,0,0,0.0,1,1
2015,59470,Cornell Snyder Road Solar Array,59237,"Ulysses Solar, LLC",NY,NYIS,0.0,0,0,161.0,"2,114",1,0.0,0,0,0.0,0,0,161.0,"2,114",1
2015,10635,Corona Cogen,59982,"Corona Energy Partners, Ltd",CA,CISO,0.0,0,0,0.0,0,0,353.0,"1,426",1,0.0,0,0,353.0,"1,426",1
2015,55206,Corpus Christi Energy Center,4383,Corpus Christi Cogeneration LLC,TX,ERCO,0.0,0,0,0.0,0,0,"14,930.0","480,067",1,0.0,0,0,"14,930.0","480,067",1
2015,59746,DSH (CA) - Coalinga State Hospital,59512,"Team-Solar, Inc.",CA,CISO,0.0,0,0,78.0,"4,958",1,0.0,0,0,0.0,0,0,78.0,"4,958",1
2015,56815,Denver Int Airport,56026,MMA DAS Power,CO,PSCO,0.0,0,0,337.0,"3,027",1,0.0,0,0,0.0,0,0,337.0,"3,027",1
2015,59462,Denver Intl Airport IV Solar,59229,Denver Int'l Airport IV Solar,CO,SWPP,0.0,0,0,49.0,"2,860",1,0.0,0,0,0.0,0,0,49.0,"2,860",1
2015,57827,Dinuba Wastewater Treatment Plant,58661,"Sustainable Power Group, LLC",CA,CISO,0.0,0,0,294.0,"1,755",1,0.0,0,0,0.0,0,0,294.0,"1,755",1
2015,10613,Domtar - Woodland Mill,5232,Woodland Pulp LLC,ME,NBSO,0.0,0,0,114.0,"1,153",1,0.0,0,0,0.0,0,0,114.0,"1,153",1
2015,56814,ELACC Photovoltaic Power Facility,56027,MMA LA Power LP,CA,CISO,0.0,0,0,254.0,"1,426",1,0.0,0,0,0.0,0,0,254.0,"1,426",1
2015,59367,Engelhard Solar LLC,58258,SunRay Power LLC,NJ,PJM,0.0,0,0,107.0,"1,185",1,0.0,0,0,0.0,0,0,107.0,"1,185",1
2015,59393,Eubank Landfill Solar Array,59171,"Suncore Photovoltaics, Inc",NM,PNM,0.0,0,0,0.0,0,0,568.0,"3,786",1,0.0,0,0,568.0,"3,786",1
2015,58261,FAA NorCal TRACON,58238,Enfinity NorCal 1 FAA LLC,CA,BANC,0.0,0,0,751.0,"2,142",1,0.0,0,0,0.0,0,0,751.0,"2,142",1
2015,57506,FRV SI Transport Solar LP,56827,FRV SI Transport Solar LP,CA,CISO,0.0,0,0,251.0,"1,616",1,0.0,0,0,0.0,0,0,251.0,"1,616",1
2015,59725,Fairhaven Wind,59494,Fairhaven Wind LLC,MA,ISNE,0.0,0,0,600.0,"5,403",1,0.0,0,0,0.0,0,0,600.0,"5,403",1
2015,58974,Fairview Farms Solar,58837,Fairview Farms Solar LLC,MA,ISNE,0.0,0,0,370.0,"2,649",1,0.0,0,0,0.0,0,0,370.0,"2,649",1
2015,57747,FedEx Field Solar Facility,57052,NRG Solar Arrowhead LLC,MD,PJM,0.0,0,0,285.0,"2,274",1,0.0,0,0,0.0,0,0,285.0,"2,274",1
2015,60065,"Federal Road Solar 1, LLC",59804,"Federal Road Solar 1, LLC",MA,ISNE,0.0,0,0,6.0,56,5,0.0,0,0,0.0,0,0,6.0,56,5
2015,57791,Foundation AB,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0.0,0,0,0.0,0,0,213.0,"2,170",1,0.0,0,0,213.0,"2,170",1
2015,58102,Foundation Cemex BMQ,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0.0,0,0,0.0,0,0,244.0,"2,926",1,0.0,0,0,244.0,"2,926",1
2015,58112,Foundation Cemex Madison,57484,"Foundation CA Fund V Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,81.0,"1,404",1,0.0,0,0,81.0,"1,404",1
2015,58101,Foundation Cemex River Plant,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0.0,0,0,0.0,0,0,214.0,"2,580",1,0.0,0,0,214.0,"2,580",1
2015,57792,Foundation IE,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0.0,0,0,0.0,0,0,27.0,466,1,0.0,0,0,27.0,466,1
2015,58114,Foundation NWNA,57484,"Foundation CA Fund V Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,653.0,"12,734",1,0.0,0,0,653.0,"12,734",1
2015,58113,Foundation RRM,57484,"Foundation CA Fund V Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,433.0,"7,509",1,0.0,0,0,433.0,"7,509",1
2015,57626,Foundation ST,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0.0,0,0,0.0,0,0,209.0,"2,324",1,0.0,0,0,209.0,"2,324",1
2015,58104,Foundation Superior Farms,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0.0,0,0,0.0,0,0,130.0,"1,521",1,0.0,0,0,130.0,"1,521",1
2015,58105,Foundation Wal-Mart Red Bluff,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0.0,0,0,0.0,0,0,129.0,"1,889",1,0.0,0,0,129.0,"1,889",1
2015,54224,Franklin Heating Station,6738,Franklin Heating Station,MN,MISO,0.0,0,0,"12,952.0","151,220",2,0.0,0,0,0.0,0,0,"12,952.0","151,220",2
2015,59366,G&S Wantage Solar LLC,58258,SunRay Power LLC,NJ,PJM,0.0,0,0,333.0,"9,499",1,0.0,0,0,0.0,0,0,333.0,"9,499",1
2015,58576,GSE NM1,58465,"Green States Energy, Inc.",NM,SWPP,0.0,0,0,200.0,"4,236",3,0.0,0,0,0.0,0,0,200.0,"4,236",3
2015,56909,Gap Pacific Distribution Center,56113,MMA GDC Power LP,CA,CISO,0.0,0,0,296.0,"1,984",1,0.0,0,0,0.0,0,0,296.0,"1,984",1
2015,50333,Gay Robinson,7019,Gay & Robinson Inc,HI,NA,9.0,76,8,64.0,235,7,0.0,0,0,0.0,0,0,73.0,311,15
2015,59841,General Motors Corp at White Marsh MD,56975,"Constellation Solar Maryland, LLC",MD,PJM,0.0,0,0,0.0,0,0,161.0,"1,609",1,0.0,0,0,161.0,"1,609",1
2015,58359,Gerresheimer Glass Solar Facility,57411,KDC Solar O&M LLC,NJ,PJM,0.0,0,0,255.0,"3,613",1,0.0,0,0,0.0,0,0,255.0,"3,613",1
2015,58543,"Gilbert Solar Facility I, LLC",58514,"Gilbert Solar Facility I, LLC",AZ,AZPS,0.0,0,0,399.0,"2,573",1,0.0,0,0,0.0,0,0,399.0,"2,573",1
2015,59328,Golden Acorn Casino,59129,"Foundation CA Fund VII Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,169.0,"3,529",1,0.0,0,0,169.0,"3,529",1
2015,55086,Gregory Power Facility,7667,Gregory Power Partners LP,TX,ERCO,0.0,0,0,0.0,0,0,"4,956.0","203,267",1,0.0,0,0,"4,956.0","203,267",1
2015,59484,"Hadley Solar, LLC",59254,NuGen Capital Management,MA,ISNE,0.0,0,0,206.0,"3,316",3,0.0,0,0,0.0,0,0,206.0,"3,316",3
2015,52061,Hartford Hospital Cogeneration,8153,Hartford Steam Co,CT,ISNE,0.0,0,0,0.0,0,0,49.0,610,1,0.0,0,0,49.0,610,1
2015,58815,Hilton NY Co Gen Plant,58697,UTS Project Company HNY-1 LLC,NY,NYIS,0.0,0,0,"1,102.0","10,572",1,0.0,0,0,0.0,0,0,"1,102.0","10,572",1
2015,54707,Hunterdon Cogen Facility,8927,Hunterdon Cogeneration LP,NJ,PJM,0.0,21,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,21,1
2015,59424,IND Solar Farm (Phase IIA),59200,"Indy Airport Solar Project II, LLC",IN,MISO,0.0,0,0,"2,808.0","14,043",1,0.0,0,0,0.0,0,0,"2,808.0","14,043",1
2015,59823,INDY III,59604,Bulldog Energy Airport LLC,IN,MISO,0.0,0,0,225.0,"1,126",1,0.0,0,0,0.0,0,0,225.0,"1,126",1
2015,59631,Imclone Solar Electric Facility,57411,KDC Solar O&M LLC,NJ,PJM,0.0,0,0,788.0,"13,128",1,0.0,0,0,0.0,0,0,788.0,"13,128",1
2015,59362,Indian Hill Solar LLC,58258,SunRay Power LLC,MA,ISNE,0.0,0,0,263.0,"1,616",1,0.0,0,0,0.0,0,0,263.0,"1,616",1
2015,59834,Indy Grocers,59612,GES MegaOne LLC,IN,MISO,0.0,0,0,143.0,719,1,0.0,0,0,0.0,0,0,143.0,719,1
2015,54637,JCO Oxides Olefins Plant,30052,Huntsman Corp,TX,MISO,0.0,0,0,0.0,0,0,"2,985.0","78,738",1,0.0,0,0,"2,985.0","78,738",1
2015,58793,JMB Mcguire-Dix-Lakehurst Solar Project,58682,WR-TGC Solar Generation IV LLC,NJ,PJM,0.0,0,0,951.0,"14,342",1,0.0,0,0,0.0,0,0,951.0,"14,342",1
2015,58653,Jersey Gardens Phase 1,58590,SEDC Jersey Gardens Owner LLC,NJ,PJM,0.0,0,0,348.0,"2,259",1,0.0,0,0,0.0,0,0,348.0,"2,259",1
2015,58654,Jersey Gardens Phase 2,58591,CF Jersey Gardens Owner Two LLC,NJ,PJM,0.0,0,0,500.0,"3,200",1,0.0,0,0,0.0,0,0,500.0,"3,200",1
2015,56300,Jersey-Atlantic Wind Farm,50123,"Leeward Asset Management, LLC",NJ,PJM,0.0,0,0,0.0,0,0,832.0,"10,460",1,0.0,0,0,832.0,"10,460",1
2015,58292,Jewish Community Center PV,58863,Main Street Power,AZ,AZPS,0.0,0,0,161.0,"2,201",1,0.0,0,0,0.0,0,0,161.0,"2,201",1
2015,57723,"Johnson Matthey, Inc. Solar",56976,"Constellation Solar New Jersey II, LLC",NJ,PJM,0.0,0,0,0.0,0,0,341.0,"6,928",1,0.0,0,0,341.0,"6,928",1
2015,887,Joppa Steam,5748,Electric Energy Inc,KY,EEI, , , ,358.0,"8,444",1, , , , , , ,358.0,"8,444",1
2015,59468,KS Solar Six LLC,59232,Kearsarge Solar LLC,MA,ISNE,0.0,0,0,380.0,"3,058",1,0.0,0,0,0.0,0,0,380.0,"3,058",1
2015,58243,Kent County - Worton Complex,57081,"WGL Energy Systems, Inc",MD,PJM,0.0,0,0,142.0,"1,690",1,0.0,0,0,0.0,0,0,142.0,"1,690",1
2015,58239,Kent County-Kennedyville,57081,"WGL Energy Systems, Inc",MD,PJM,0.0,0,0,154.0,"1,749",1,0.0,0,0,0.0,0,0,154.0,"1,749",1
2015,58240,Kit Carson,57081,"WGL Energy Systems, Inc",NM,PNM,0.0,0,0,467.0,"2,894",1,0.0,0,0,0.0,0,0,467.0,"2,894",1
2015,57119,Koda Biomass Plant,56413,Koda Energy LLC,MN,MISO,0.0,0,0,"2,708.0","41,076",1,0.0,0,0,0.0,0,0,"2,708.0","41,076",1
2015,57009,Kohls San Bernardino Solar Facility,56300,SunE KHL55 San Bernardino LLC,CA,CISO,0.0,0,0,244.0,"1,918",1,0.0,0,0,0.0,0,0,244.0,"1,918",1
2015,58539,Lake Pleasant WTP,58507,Solar Star Arizona III LLC,AZ,AZPS,0.0,0,0,"1,011.0","13,276",1,0.0,0,0,0.0,0,0,"1,011.0","13,276",1
2015,59369,Lakewood Seven Solar LLC,58258,SunRay Power LLC,NJ,PJM,0.0,0,0,81.0,"1,278",1,0.0,0,0,0.0,0,0,81.0,"1,278",1
2015,58282,Leicester One MA Solar LLC,58258,SunRay Power LLC,MA,ISNE,0.0,0,0,845.0,"6,120",1,0.0,0,0,0.0,0,0,845.0,"6,120",1
2015,58703,Lenape II,58638,"Lenape Solar II, LLC",IN,MISO,0.0,0,0,71.0,353,1,0.0,0,0,0.0,0,0,71.0,353,1
2015,58231,Lincoln Financial Field,58203,NRG Energy Center Eagles LLC,PA,PJM,0.0,0,0,550.0,"3,463",1,0.0,0,0,0.0,0,0,550.0,"3,463",1
2015,60060,Lindberg FIeld Solar,59791,Lindberg Field Solar I LLC,CA,CISO,0.0,0,0,28.0,137,1,0.0,0,0,0.0,0,0,28.0,137,1
2015,57768,Longwood Gardens,57078,Ecogy Pennsylvania Systems LLC,PA,PJM,0.0,0,0,162.0,"2,158",1,0.0,0,0,0.0,0,0,162.0,"2,158",1
2015,55217,Los Medanos Energy Center,2843,Los Medanos Energy Center LLC,CA,CISO,0.0,0,0,0.0,0,0,"14,094.0","485,818",2,0.0,0,0,"14,094.0","485,818",2
2015,59873,Lowell Solar Landfill,59654,Lowell Solar Landfill LLC,MA,ISNE,0.0,0,0,247.0,"1,781",1,0.0,0,0,0.0,0,0,247.0,"1,781",1
2015,58914,MCAGCC Cogen Plant,58789,DOD USMC Marine Air Ground Combat,CA,CISO,0.0,0,0,"4,983.0","33,086",16,0.0,0,0,0.0,0,0,"4,983.0","33,086",16
2015,57005,Mariani Packing Vacaville Solar,56431,SunE U6 Holdings LLC,CA,CISO,0.0,0,0,301.0,"2,010",1,0.0,0,0,0.0,0,0,301.0,"2,010",1
2015,58410,Marshfield PV,57081,"WGL Energy Systems, Inc",MA,ISNE,0.0,0,0,536.0,"5,369",1,0.0,0,0,0.0,0,0,536.0,"5,369",1
2015,58443,Martin Limestone Solar Array,58438,Sunstream Energy LLC,PA,PJM,0.0,0,0,0.0,0,0,85.0,"1,451",1,0.0,0,0,85.0,"1,451",1
2015,58412,Maynard PV,57081,"WGL Energy Systems, Inc",MA,ISNE,0.0,0,0,107.0,"1,530",1,0.0,0,0,0.0,0,0,107.0,"1,530",1
2015,57646,McCormick & Co. Inc. at Belcamp,56975,"Constellation Solar Maryland, LLC",MD,PJM,0.0,0,0,0.0,0,0,228.0,"2,239",1,0.0,0,0,228.0,"2,239",1
2015,57662,McGraw Hill Solar,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0.0,0,0,0.0,"18,106",1,0.0,0,0,0.0,0,0,0.0,"18,106",1
2015,59277,Medford WWTP,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0.0,0,0,179.0,"2,029",1,0.0,0,0,0.0,0,0,179.0,"2,029",1
2015,10883,Medical Area Total Energy Plant,12258,Medical Area Total Egy Plt Inc,MA,ISNE,0.0,0,0,"45,688.0","301,522",6,0.0,0,0,0.0,0,0,"45,688.0","301,522",6
2015,57982,Meridian Vineyards,57354,X-Elio North America Inc,CA,CISO,0.0,0,0,424.0,"1,981",1,0.0,0,0,0.0,0,0,424.0,"1,981",1
2015,10180,Metro Wastewater Reclamation District,19068,"Colorado Energy Nations Company, LLC",CO,PSCO,0.0,0,0,0.0,0,0,"1,314.0","32,183",1,0.0,0,0,"1,314.0","32,183",1
2015,58090,Middlesex Apple Orchard Solar,57411,KDC Solar O&M LLC,NJ,PJM,0.0,0,0,352.0,"7,810",1,0.0,0,0,0.0,0,0,352.0,"7,810",1
2015,10745,Midland Cogeneration Venture,12492,Midland Cogeneration Venture,MI,MISO,0.0,0,0,0.0,0,0,"21,710.0","604,973",2,0.0,0,0,"21,710.0","604,973",2
2015,52169,Midway Sunset Cogen,12687,Midway-Sunset Cogeneration Co,CA,CISO,0.0,0,0,0.0,0,0,"3,850.0","112,933",1,0.0,0,0,"3,850.0","112,933",1
2015,57362,Morgantown Solar Park,56701,The Hankin Group,PA,PJM,0.0,0,0,0.0,0,0,155.0,"2,438",1,0.0,0,0,155.0,"2,438",1
2015,55216,Morris Cogeneration LLC,54755,Morris Cogeneration LLC,IL,PJM,0.0,0,0,0.0,0,0,"7,721.0","434,582",1,0.0,0,0,"7,721.0","434,582",1
2015,57758,Mount Saint Mary's,57065,Constellation Solar Horizons LLC,MD,PJM,0.0,0,0,193.0,"2,092",1,0.0,0,0,0.0,0,0,193.0,"2,092",1
2015,56169,NEO Freehold Gen LLC,49812,NEO Freehold Gen LLC,NJ,PJM,0.0,0,0,0.0,0,0,525.0,"9,075",1,0.0,0,0,525.0,"9,075",1
2015,59430,NRG Solar Las Vegas MB-1,59208,NRG Solar Las Vegas MB-1,NV,NEVP,0.0,0,0,792.0,"9,625",1,0.0,0,0,0.0,0,0,792.0,"9,625",1
2015,50352,Nacimiento Hydro Project,12850,Monterey Cnty Water Res Agency,CA,CISO,0.0,0,0,0.0,0,0,51.0,613,1,0.0,0,0,51.0,613,1
2015,57462,Napoleon Solar I,56780,Enfinity BNB Napoleon Solar LLC,OH,PJM,0.0,0,0,"3,505.0","13,335",1,0.0,0,0,0.0,0,0,"3,505.0","13,335",1
2015,57764,Naval Air Weapons Station China Lake,57073,"Solar Star California XV, LLC",CA,CISO,0.0,0,0,"3,469.0","28,053",1,0.0,0,0,0.0,0,0,"3,469.0","28,053",1
2015,56568,Nellis Air Force Base Solar Array,56203,Solar Star NAFB LLC,NV,NEVP,0.0,0,0,"7,470.0","30,428",1,0.0,0,0,0.0,0,0,"7,470.0","30,428",1
2015,58748,North Bay Solar 1,58661,"Sustainable Power Group, LLC",CA,CISO,0.0,0,0,282.0,"2,455",1,0.0,0,0,0.0,0,0,282.0,"2,455",1
2015,10812,North Island Energy Facility,745,Applied Energy Inc,CA,CISO,0.0,0,0,0.0,0,0,"1,443.0","20,247",1,0.0,0,0,"1,443.0","20,247",1
2015,58358,North Jersey Media Group Solar Facility,57411,KDC Solar O&M LLC,NJ,PJM,0.0,0,0,364.0,"6,067",1,0.0,0,0,0.0,0,0,364.0,"6,067",1
2015,57798,OBP Cogen,57120,OBP Cogen LLC,NY,NYIS,0.0,0,0,"8,461.0","57,123",1,0.0,0,0,0.0,0,0,"8,461.0","57,123",1
