Utility Characteristics,,,,IEEE Standard,,,,,,,,,Other Standard,,,,,,,,
Data Year,Utility Number,Utility Name,State,SAIDI With MED,SAIDI Without MED,SAIDI With MED Minus LOS,SAIFI With MED,SAIFI Without MED,SAIFI With MED Minus LOS,Number of Customers,Highest Dist. Voltage,Outages Recorded Automatically,SAIDI With MED,SAIDI Without MED,SAIFI With MED,SAIFI Without MED,Number of Customers,Inactive Accounts Included,Momentary Interruptions,Highest Dist. Voltage,Outages Recorded Automatically
2014,599,Anchorage Municipal Light and Power,AK,82.000,82.000,.,0.700,0.700,.,"30,789",35.0,N,.,.,.,.,.,,,.,
2014,636,City of Anderson - (IN),IN,169.630,169.630,169.630,1.300,1.300,1.300,"33,239",13.2,Y,.,.,.,.,.,,,.,
2014,689,Connexus Energy,MN,37.059,23.421,36.626,0.427,0.355,0.369,"128,362",12.5,Y,.,.,.,.,.,,,.,
2014,690,City of Bardstown - (KY),KY,.,.,.,.,.,.,.,12.0,N,.,.,.,.,.,,,.,
2014,691,City of Anoka,MN,.,.,.,.,.,.,.,.,N,32.000,24.000,1.300,0.400,"11,895",N,F,12.5,N
2014,694,Anza Electric Coop Inc,CA,.,.,.,.,.,.,.,.,,388.440,388.440,6.400,6.400,"4,521",N,F,14.0,N
2014,727,Appalachian Electric Coop,TN,.,.,.,.,.,.,.,.,,148.500,99.060,2.140,.,"45,251",N,,13.2,N
2014,733,Appalachian Power Co,VA,363.000,334.200,340.700,1.705,1.668,1.561,"524,605",35.0,Y,.,.,.,.,.,,,.,
2014,733,Appalachian Power Co,WV,818.800,640.800,749.800,2.891,2.727,2.580,"431,544",35.0,Y,.,.,.,.,.,,,.,
2014,750,Arab Electric Coop Inc,AL,.,.,.,.,.,.,.,.,,.,.,.,.,.,,O,.,
2014,803,Arizona Public Service Co,AZ,111.000,79.000,105.000,0.910,0.790,0.850,"1,172,231",69.0,N,.,.,.,.,.,,,.,
2014,814,Entergy Arkansas Inc,AR,.,260.700,785.900,.,1.717,2.599,"710,625",34.5,Y,.,.,.,.,.,,,.,
2014,944,City of Athens - (AL),AL,.,.,.,.,.,.,.,.,,.,.,.,.,.,,,.,
2014,947,Athens Utility Board,TN,.,.,.,.,.,.,.,.,,.,.,.,.,.,,,.,
2014,963,Atlantic City Electric Co,NJ,123.000,123.000,123.000,1.200,1.200,1.200,"539,432",69.0,Y,.,.,.,.,.,,,.,
2014,993,Auburn Board of Public Works,NE,.,.,.,.,.,.,.,.,N,18.000,.,0.480,.,.,Y,L,12.5,N
2014,1009,City of Austin - (MN),MN,23.400,.,.,0.640,.,.,"12,352",13.8,N,23.000,.,0.640,.,"12,352",N,F,13.8,N
2014,1015,Austin Energy,TX,73.260,50.090,72.260,0.780,0.660,0.720,"432,000",35.0,Y,.,.,.,.,.,,,.,
2014,1050,City of Azusa,CA,0.000,11.754,0.000,.,0.080,0.000,"16,546",12.5,,.,.,.,.,.,,,.,
2014,1062,BARC Electric Coop Inc,VA,471.650,118.350,418.768,2.705,1.704,2.570,"12,669",25.0,Y,.,.,.,.,.,,,.,
2014,1148,City of Baldwin City- (KS),KS,.,.,.,.,.,.,.,.,N,.,.,.,.,.,,,.,
2014,1149,Baldwin County El Member Corp,AL,1.660,1.130,1.640,1.300,1.130,1.180,"69,738",12.5,Y,.,.,.,.,.,,,.,
2014,1167,Baltimore Gas & Electric Co,MD,223.000,71.000,223.000,1.010,0.770,1.010,"1,245,225",34.5,Y,.,.,.,.,.,,,.,
2014,1175,"Bandera Electric Coop, Inc",TX,.,.,.,.,.,.,.,.,,52.000,.,0.444,.,"33,077",N,F,24.0,Y
2014,1179,Emera Maine,ME,"2,155.000",354.000,"2,155.000",3.919,2.673,3.919,"156,265",35.0,Y,.,.,.,.,.,,,.,
2014,1181,City of Bangor - (WI),WI,53.000,.,.,0.600,.,.,"1,875",12.5,N,.,.,.,.,.,,,.,
2014,1196,Village of Baraga - (MI),MI,.,.,.,.,.,.,.,.,,.,.,.,.,.,,,.,
2014,1233,City of Barnesville - (MN),MN,.,.,.,.,.,.,.,.,,27.000,27.000,0.180,0.180,"1,300",Y,F,2.4,N
2014,1251,Barron Electric Coop,WI,7.317,2.751,7.087,2.268,1.466,1.918,"18,154",12.5,Y,.,.,.,.,.,,,.,
2014,1273,"Bartlett Electric Coop, Inc",TX,94.330,62.220,50.930,1.367,0.987,0.726,"11,079",24.9,N,.,.,.,.,.,,,.,
2014,1283,Bartholomew County Rural E M C,IN,348.280,191.990,348.280,2.100,1.260,2.100,"11,051",12.0,Y,.,.,.,.,.,,,.,
2014,1300,City of Bartow - (FL),FL,.,.,.,.,.,.,.,.,,61.000,61.000,0.570,0.570,"11,263",N,L,35.0,N
2014,1325,City of Batavia - (IL),IL,88.191,27.450,88.191,1.279,0.525,1.279,"10,888",34.5,N,.,.,.,.,.,,,.,
2014,1458,"Beauregard Electric Coop, Inc",LA,.,.,.,.,.,.,.,.,N,7.610,4.030,3.880,1.870,"41,225",N,F,24.9,Y
2014,1529,"Beltrami Electric Coop, Inc",MN,133.080,108.190,127.380,1.280,1.180,1.020,"20,484",12.5,Y,.,.,.,.,.,,,.,
2014,1572,Badger Power Marketing Authority,WI,.,.,.,.,.,.,.,.,N,.,.,.,.,.,,,.,
2014,1578,Benton County,TN,.,.,.,.,.,.,.,.,,.,.,.,.,.,,,.,
2014,1579,PUD No 1 of Benton County,WA,28.700,21.900,.,0.260,0.210,.,"49,933",15.0,Y,.,.,.,.,.,,,.,
2014,1581,City of Benton - (AR),AR,.,.,.,.,.,.,.,.,N,.,.,.,.,.,,,.,
2014,1582,City of Benton - (KY),KY,.,.,.,.,.,.,.,.,,.,.,.,.,.,,,.,
2014,1586,City of Bentonville - (AR),AR,.,.,.,.,.,.,.,.,N,.,.,.,.,.,,,.,
2014,1591,"Big Country Electric Coop, Inc",TX,.,.,.,.,.,.,.,.,,173.000,.,.,.,"12,856",N,L,69.0,Y
2014,1613,Berkeley Electric Coop Inc,SC,134.000,134.000,134.000,3.430,2.060,3.430,"87,810",25.0,Y,.,.,.,.,.,,,.,
2014,1625,Benton Rural Electric Assn,WA,.,.,.,.,.,.,.,.,,57.000,.,1.400,.,"15,591",N,L,34.5,N
2014,1640,City of Bessemer Utilities,AL,.,.,.,.,.,.,.,.,,.,.,.,.,.,,,.,
2014,1675,Big Horn Rural Electric Co,WY,147.070,.,.,1.020,.,.,"3,787",7.2,N,.,.,.,.,.,N,L,.,N
2014,1683,"Big Horn County Elec Coop, Inc",MT,.,.,.,.,.,.,.,.,N,.,.,.,.,.,,,.,
2014,1708,Big Sandy Rural Elec Coop Corp,KY,287.600,196.500,274.200,2.200,1.900,2.100,"13,000",7.6,N,.,.,.,.,.,,,.,
2014,1723,"Big Bend Electric Coop, Inc",WA,.,.,.,.,.,.,.,.,,164.000,109.000,1.200,0.980,"8,833",N,O,24.9,N
2014,1736,Blachly-Lane County Coop El Assn,OR,.,.,.,.,.,.,.,.,,.,.,.,.,.,,,.,
2014,1763,"Black River Electric Coop, Inc - (SC)",SC,.,.,.,.,.,.,.,.,,817.000,45.000,1.230,0.580,"31,814",N,L,12.5,N
2014,1776,City of Black River Falls,WI,.,.,.,.,.,.,.,.,,0.200,0.200,0.000,0.000,"2,723",N,L,4.2,N
2014,1886,Blue Grass Energy Coop Corp,KY,257.800,122.900,183.230,1.540,1.220,1.220,"55,614",25.0,Y,.,.,.,.,.,,,.,
2014,1889,Blue Ridge Elec Member Corp - (NC),NC,79.500,65.500,79.500,0.970,0.950,0.970,"73,660",15.0,Y,.,.,.,.,.,,,.,
2014,1890,Blue Ridge Electric Coop Inc - (SC),SC,115.820,113.650,103.110,.,.,.,"63,819",7.2,N,.,.,.,.,.,,,.,
2014,1891,Blue Ridge Mountain EMC - (GA),NC,.,.,.,.,.,.,.,.,,160.045,122.128,2.100,1.650,"49,887",N,T,25.0,Y
2014,1892,"Bluebonnet Electric Coop, Inc",TX,.,.,.,.,.,.,.,.,,2.000,2.000,1.290,1.290,"86,882",N,L,24.9,Y
2014,1898,"Bon Homme Yankton El Assn, Inc",SD,122.530,.,.,1.810,.,.,"3,600",12.5,Y,.,.,.,.,.,,,.,
2014,1936,Bolivar Energy Authority,TN,174.819,44.464,.,1.688,.,.,"11,059",12.5,N,.,.,.,.,.,,T,.,
2014,1997,City of Boscobel - (WI),WI,.,.,.,.,.,.,.,.,,.,.,.,.,.,,,.,
2014,2001,Boone Electric Coop,MO,121.030,52.290,121.030,0.960,0.660,0.960,"30,754",13.2,N,.,.,.,.,.,,,.,
2014,2049,"Bowie-Cass Electric Coop, Inc",TX,.,.,.,.,.,.,.,.,,958.000,439.000,.,.,"35,950",N,O,12.5,Y
2014,2054,City of Bowling Green - (OH),OH,0.184,.,.,0.083,0.021,.,"14,643",12.5,N,.,.,.,.,.,,,.,
2014,2056,City of Bowling Green - (KY),KY,.,.,.,.,.,.,.,.,,69.980,69.980,1.340,1.340,"28,981",N,,12.5,N
2014,2089,Bozrah Light & Power Company,CT,64.000,64.000,64.000,1.000,1.000,1.000,"2,663",69.0,N,.,.,.,.,.,,,.,
2014,2144,Town of Braintree - (MA),MA,.,.,.,.,.,.,.,.,,2.000,.,0.072,.,"16,309",N,F,13.8,Y
2014,2212,"Broad River Electric Coop, Inc",SC,.,.,.,.,.,.,.,.,,2.000,2.000,.,.,"20,573",N,F,12.5,Y
2014,2247,City of Bristol - (TN),TN,50.470,34.540,50.470,1.110,0.740,1.110,"32,989",69.0,N,.,.,.,.,.,,L,.,
2014,2248,Bristol Virginia Utilities,VA,0.768,0.395,0.768,0.013,0.006,0.013,"16,619",13.2,Y,.,.,.,.,.,,,.,
2014,2273,Brodhead Water & Lighting Comm,WI,.,.,.,.,.,.,.,.,,.,.,.,.,.,,,.,
2014,2316,Brown County Rural Elec Assn,MN,.,.,.,.,.,.,.,.,N,20.000,20.000,0.320,0.320,"3,931",N,,12.0,N
2014,2409,Brownsville Public Utilities Board,TX,.,.,.,.,.,.,.,.,,11.000,.,0.100,.,"49,600",Y,L,12.5,N
2014,2411,City of Brownsville,TN,.,.,.,.,.,.,.,.,,.,.,.,.,.,,,.,
2014,2439,City of Bryan - (OH),OH,.,.,.,.,.,.,.,.,,.,.,.,.,.,N,F,12.4,N
2014,2442,City of Bryan - (TX),TX,.,.,.,.,.,.,.,.,,19.000,0.000,0.000,0.000,"52,504",N,F,12.5,Y
2014,2485,City of Buffalo - (MN),MN,2.769,.,.,0.039,.,.,.,.,,.,.,.,.,.,,,.,
2014,2507,City of Burbank Water and Power,CA,.,.,.,.,.,.,.,.,,10.000,10.000,0.235,0.235,"52,500",N,L,34.5,N
2014,2548,City of Burlington Electric - (VT),VT,.,.,.,.,.,.,.,.,,.,.,1.300,1.100,"20,538",Y,F,13.8,Y
2014,2641,"Butler Rural El Coop Assn, Inc - (KS)",KS,80.280,80.280,62.100,0.940,0.940,0.730,"7,233",12.5,Y,.,.,.,.,.,,,.,
2014,2651,Butler Rural Electric Coop Inc - (OH),OH,164.670,97.340,110.070,1.710,1.110,0.760,"11,215",12.0,Y,.,.,.,.,.,,,.,
2014,2652,Butler County Rural Elec Coop - (IA),IA,.,.,.,.,.,.,.,.,,111.000,32.000,0.588,0.397,"5,069",N,F,12.5,N
2014,2655,"Butte Electric Coop, Inc",SD,.,.,.,.,.,.,.,.,,14.000,14.000,0.015,0.015,"5,465",N,,15.0,N
2014,2812,City of Calhoun - (GA),GA,.,.,.,.,.,.,.,.,N,49.000,21.000,1.017,0.569,"5,164",Y,F,7.2,N
2014,2849,Central Electric Power Assn - (MS),MS,.,.,.,.,.,.,.,.,,4.497,2.676,.,.,"35,601",N,,24.9,N
2014,2911,"Canadian Valley Elec Coop, Inc",OK,36.230,.,.,0.319,.,.,"24,649",24.9,Y,.,.,.,.,.,,,.,
2014,2955,Canby Utility Board,OR,.,.,.,.,.,.,.,.,,24.000,20.000,0.370,0.300,"6,811",N,F,12.5,N
2014,2960,"Caney Fork Electric Coop, Inc",TN,.,.,.,.,.,.,.,.,,194.400,194.400,.,.,"31,941",N,L,26.0,N
2014,2961,"Caney Valley El Coop Assn, Inc",KS,.,.,.,.,.,.,.,.,,5.000,5.000,3.385,3.347,"5,574",N,F,7.2,N
2014,2982,Cape Hatteras Elec Member Corp,NC,.,.,.,.,.,.,.,.,,512.000,363.000,3.510,3.180,"7,608",N,F,34.5,N
2014,2985,"Capital Electric Coop, Inc",ND,.,.,.,.,.,.,.,.,,26.000,25.000,.,.,"18,294",N,F,7.2,Y
2014,2998,"Carbon Power & Light, Inc",WY,428.900,355.700,403.800,2.960,2.790,2.400,"6,313",25.0,Y,.,.,.,.,.,,,.,
2014,3046,Duke Energy Progress - (NC),NC,469.000,124.000,449.000,1.860,1.220,1.680,"1,312,953",35.0,Y,.,.,.,.,.,,,.,
2014,3046,Duke Energy Progress - (NC),SC,"2,132.000",128.000,"2,104.000",3.240,1.420,3.090,"165,121",35.0,Y,.,.,.,.,.,,,.,
2014,3075,Carroll County - (TN),TN,.,.,.,.,.,.,.,.,,.,.,.,.,.,,L,.,
2014,3076,"Carroll Electric Coop, Inc - (OH)",OH,.,.,.,.,.,.,.,.,,513.000,331.000,.,.,"11,846",N,F,12.5,Y
2014,3081,Carroll Electric Member Corp - (GA),GA,281.000,97.000,278.000,2.140,1.460,2.120,"49,635",24.9,Y,.,.,.,.,.,,,.,
2014,3093,Carroll Electric Coop Corp - (AR),AR,2.410,1.830,.,1.650,1.480,.,"80,378",34.5,Y,.,.,.,.,.,,,.,
2014,3113,City of Carthage - (MO),MO,45.813,45.813,45.813,1.131,1.131,1.131,"7,468",13.2,Y,.,.,.,.,.,,,.,
2014,3203,Cedar Falls Utilities,IA,.,.,.,.,.,.,.,.,,34.000,.,0.970,.,"18,710",Y,L,69.0,N
2014,3208,Cedarburg Light & Water Comm,WI,.,.,.,.,.,.,.,.,,47.614,0.000,0.322,0.000,"6,197",N,F,24.9,N
2014,3222,Central Alabama Electric Coop,AL,159.000,130.000,150.000,.,.,.,"42,020",24.9,Y,.,.,.,.,.,,,.,
2014,3226,"Central Rural Electric Cooperative, Inc",OK,256.830,225.670,251.150,1.630,1.600,1.560,"19,722",25.0,Y,.,.,.,.,.,,,.,
2014,3235,City of Central City,NE,.,.,.,.,.,.,.,.,N,.,.,.,.,.,,,.,
2014,3245,"Central Florida Elec Coop, Inc",FL,227.960,167.930,223.770,0.000,0.000,0.000,"32,593",25.0,Y,.,.,.,.,.,,,.,
2014,3248,Central Georgia El Member Corp,GA,479.000,106.000,461.000,2.670,1.340,2.360,"52,913",25.0,Y,.,.,.,.,.,,,.,
2014,3250,Central Electric Membership Corp. - (NC),NC,418.540,117.740,117.740,.,.,.,"22,051",25.0,Y,.,.,.,.,.,,,.,
2014,3264,Central Lincoln People's Ut Dt,OR,0.795,.,.,0.199,.,.,"38,500",.,Y,.,.,.,.,.,,,.,
2014,3265,Cleco Power LLC,LA,.,.,.,.,.,.,.,.,,2.360,2.360,1.670,1.670,"280,439",N,F,34.6,Y
2014,3266,Central Maine Power Co,ME,12.700,3.290,3.290,12.700,2.340,1.830,"614,277",34.5,N,.,.,.,.,.,,,.,
2014,3268,Central Missouri Elec Coop Inc,MO,141.258,125.391,141.258,.,.,.,"10,558",25.0,N,.,.,.,.,.,,,.,
2014,3273,"Central New Mexico El Coop, Inc",NM,.,.,.,.,.,.,.,.,,266.000,205.000,1.822,1.514,"17,516",N,F,25.0,Y
2014,3278,AEP Texas Central Company,TX,182.300,136.700,157.800,1.887,1.449,1.416,"813,976",35.0,Y,.,.,.,.,.,,,.,
2014,3282,"Central Texas Elec Coop, Inc",TX,.,.,.,.,.,.,.,.,,.,.,.,.,"38,096",N,L,25.0,N
2014,3287,"Central Valley Elec Coop, Inc",NM,1.110,1.110,1.049,0.342,0.342,0.291,"15,040",25.0,N,.,.,.,.,.,,,.,
2014,3291,Central Virginia Electric Coop,VA,432.600,350.400,277.200,2.970,.,.,"35,323",24.9,Y,.,.,.,.,.,,,.,
2014,3295,City of Centralia - (WA),WA,104.398,74.421,104.398,0.700,0.600,0.700,"10,030",12.5,Y,.,.,.,.,.,,,.,
2014,3314,"Chariton Valley Elec Coop, Inc",IA,38.000,38.000,.,0.590,0.590,.,"5,806",24.9,N,.,.,.,.,.,,,.,
2014,3315,"Charles Mix Electric Assn, Inc",SD,.,.,.,.,.,.,.,.,N,.,.,.,.,.,,,.,
2014,3329,Borough of Chambersburg,PA,.,.,.,.,.,.,.,.,,29.000,21.000,1.520,1.500,"11,199",Y,F,12.5,N
2014,3355,City of Chanute,KS,.,.,.,.,.,.,.,.,,6.000,0.000,0.080,0.000,"5,660",N,L,12.5,N
2014,3390,"Caddo Electric Coop, Inc",OK,.,.,.,.,.,.,.,.,,239.000,239.000,3.250,3.250,"17,876",N,L,24.9,Y
2014,3400,City of Chaska - (MN),MN,.,.,.,.,.,.,.,.,,80.000,.,0.687,.,"9,788",Y,F,8.0,N
2014,3408,City of Chattanooga - (TN),GA,.,.,.,.,.,.,.,.,,302.874,70.169,1.459,0.778,"174,149",N,,46.0,N
2014,3408,City of Chattanooga - (TN),GA,.,.,.,.,.,.,.,.,,.,.,.,.,.,,,.,
2014,3408,City of Chattanooga - (TN),TN,.,.,.,.,.,.,.,.,,302.874,70.169,1.459,0.778,"174,149",N,,46.0,N
2014,3408,City of Chattanooga - (TN),TN,.,.,.,.,.,.,.,.,,.,.,.,.,.,,,.,
2014,3413,PUD No 1 of Chelan County,WA,.,.,.,.,.,.,.,.,,98.000,.,0.638,.,"48,799",N,F,12.5,N
2014,3420,City of Cheney - (WA),WA,.,.,.,.,.,.,.,.,N,264.000,.,1.958,.,"5,069",N,F,13.2,N
2014,3426,Cherokee Electric Coop,AL,.,.,.,.,.,.,.,.,,.,.,.,.,.,,O,.,
2014,3436,Cherryland Electric Coop Inc,MI,74.534,74.534,74.534,0.614,0.614,0.614,"34,206",12.5,N,.,.,.,.,.,,,.,
2014,3461,Cheyenne Light Fuel & Power Co,WY,106.600,72.100,92.300,1.130,0.890,0.953,"40,742",35.0,N,.,.,.,.,.,,,.,
2014,3475,City of Chickamauga,GA,.,.,.,.,.,.,.,.,,.,.,.,.,.,,,.,
2014,3477,City of Chicopee - (MA),MA,4.621,4.621,4.621,0.054,0.054,0.054,"25,750",13.8,N,.,.,.,.,.,,,.,
2014,3478,Cimarron Electric Coop,OK,10.300,10.300,10.300,0.000,0.000,0.000,"15,511",24.9,Y,.,.,.,.,.,,,.,
2014,3486,Chillicothe Municipal Utils,MO,.,.,.,.,.,.,.,.,,15.000,15.000,0.109,0.109,"4,565",Y,F,7.2,N
2014,3502,"Choctawhatche Elec Coop, Inc",FL,129.400,104.000,128.900,1.470,1.290,1.270,"46,655",12.5,Y,.,.,.,.,.,,,.,
2014,3503,"Choptank Electric Coop, Inc",MD,1.170,1.170,.,0.770,0.770,.,"52,485",69.0,Y,.,.,.,.,.,,,.,
2014,3539,CinCap V LLC,IN,.,.,.,.,.,.,.,.,N,.,.,.,.,.,,,.,
2014,3542,Duke Energy Ohio Inc,OH,145.410,111.890,136.920,1.290,1.150,1.110,"697,677",34.5,N,.,.,.,.,.,,,.,
2014,3597,Citizens Electric Co - (PA),PA,.,.,.,.,.,.,.,.,,71.000,17.000,0.880,0.190,"6,889",N,F,13.0,Y
2014,3600,Citizens Electric Corporation - (MO),MO,118.000,85.000,118.000,.,.,.,"26,688",13.2,Y,.,.,.,.,.,,,.,
2014,3634,City of Nixa - (MO),MO,43.212,.,43.212,0.812,.,0.812,"9,100",12.5,N,.,.,.,.,.,,,.,
2014,3644,PUD No 1 of Clallam County,WA,.,.,.,.,.,.,.,.,,225.000,109.000,1.180,.,"30,663",N,L,34.0,Y
2014,3660,PUD No 1 of Clark County - (WA),WA,210.500,39.100,199.100,1.465,0.676,1.376,"189,674",12.5,Y,.,.,.,.,.,,,.,
2014,3687,Clark Energy Coop Inc - (KY),KY,497.640,156.760,475.060,2.340,1.610,1.120,"25,989",25.0,Y,.,.,.,.,.,,,.,
2014,3704,City of Clarksville - (TN),TN,.,.,.,.,.,.,.,.,,.,.,.,.,.,,,.,
2014,3712,Clay County Electric Coop Corp,AR,.,.,.,.,.,.,.,.,,219.000,218.000,2.300,2.290,"12,152",N,L,14.4,Y
2014,3722,Clarke Electric Coop Inc - (IA),IA,.,.,.,.,.,.,.,.,,140.000,140.000,1.463,1.463,"5,270",N,F,12.5,N
2014,3739,Clearwater Power Company,ID,449.900,449.900,413.600,2.618,2.618,2.618,"10,621",25.0,N,.,.,.,.,.,,,.,
2014,3755,Cleveland Electric Illum Co,OH,222.030,105.000,148.610,1.460,1.030,1.060,"726,074",36.0,Y,.,.,.,.,.,,,.,
2014,3757,"Clay Electric Cooperative, Inc",FL,210.000,180.000,174.000,3.800,3.200,2.100,"166,255",25.0,N,.,.,.,.,.,,,.,
2014,3758,City of Cleveland - (TN),TN,54.514,28.610,42.525,0.892,0.558,0.708,"30,486",13.2,Y,.,.,.,.,.,,,.,
2014,3762,City of Cleveland - (OH),OH,41.880,0.080,.,.,.,.,"72,511",13.8,N,.,.,.,.,.,,,.,
2014,3764,Clearwater-Polk Elec Coop Inc,MN,.,.,.,.,.,.,.,.,N,77.000,73.000,.,.,"4,391",N,L,12.5,N
2014,3774,City of Clewiston,FL,.,.,.,.,.,.,.,.,,9.000,.,0.090,.,"4,000",N,L,.,N
2014,3804,Clinton Combined Utility Sys,SC,.,.,.,.,.,.,.,.,,.,70.046,.,12.500,.,N,L,25.0,N
2014,3812,City of Clinton - (TN),TN,6.640,1.880,6.610,2.130,1.570,1.940,"29,044",13.0,Y,.,.,.,.,.,,,.,
2014,3814,City of Clintonville - (WI),WI,.,.,.,.,.,.,.,.,N,.,.,.,.,.,,,.,
2014,3828,Cloverland Electric Co-op,MI,608.000,254.000,590.000,2.840,2.010,2.540,"42,767",24.9,Y,.,.,.,.,.,,,.,
2014,3841,Coast Electric Power Assn,MS,85.000,35.000,.,1.470,0.680,.,"79,352",25.0,N,.,.,.,.,.,,,.,
2014,3843,Coastal Electric Member Corp,GA,120.600,107.710,107.710,1.732,1.550,1.550,"17,181",25.0,Y,.,.,.,.,.,,,.,
2014,3844,"Coastal Electric Coop, Inc",SC,"7,266.400",229.500,"7,263.300",4.503,2.286,4.044,"11,610",12.0,Y,.,.,.,.,.,,,.,
2014,3855,Columbia Power System,TN,.,.,.,.,.,.,.,.,,.,.,.,.,.,,,.,
2014,3881,City of Cody,WY,.,.,.,.,.,.,.,.,,75.000,.,1.000,.,"7,388",Y,L,12.0,N
2014,3892,City of Coffeyville - (KS),KS,.,.,.,.,.,.,.,12.4,N,.,.,.,.,.,,,.,
2014,3915,Coldwater Board of Public Util,MI,60.830,.,.,0.917,.,.,"6,715",13.8,Y,.,.,.,.,.,,,.,
2014,3916,Cobb Electric Membership Corp,GA,35.850,35.850,35.013,0.580,0.580,0.520,"193,392",20.0,N,.,.,.,.,.,,,.,
2014,3938,"Coleman County Elec Coop, Inc",TX,.,.,.,.,.,.,.,.,N,.,.,.,.,.,,,.,
2014,3940,City of College Station - (TX),TX,69.700,45.280,45.280,1.230,0.730,0.730,"44,838",12.0,N,.,.,.,.,.,,,.,
2014,3989,City of Colorado Springs - (CO),CO,43.530,43.530,43.530,0.727,0.727,0.727,"218,901",34.5,Y,.,.,.,.,.,,,.,
2014,4008,Columbia Power Coop Assn Inc,OR,293.000,293.000,293.000,.,.,.,"1,823",24.9,N,.,.,.,.,.,,,.,
2014,4040,Calhoun County Elec Coop Assn,IA,.,.,.,.,.,.,.,.,,29.000,29.000,0.430,0.430,"1,676",N,F,.,N
2014,4045,City of Columbia - (MO),MO,.,.,.,.,.,.,.,.,,65.000,.,0.530,.,"46,701",Y,L,13.8,N
2014,4063,Co-Mo Electric Coop Inc,MO,.,.,.,.,.,.,.,.,,162.000,162.000,1.087,1.087,"31,299",N,F,24.9,Y
2014,4065,City of Columbus - (OH),OH,118.680,118.680,.,0.990,0.990,.,"14,696",14.0,N,.,.,.,.,.,,,.,
