Utility Characteristics,,,,IEEE Standard,,,,,,,,,Other Standard,,,,,,,,
Data Year,Utility Number,Utility Name,State,SAIDI With MED,SAIDI Without MED,SAIDI With MED Minus LOS,SAIFI With MED,SAIFI Without MED,SAIFI With MED Minus LOS,Number of Customers,Highest Dist. Voltage,Outages Recorded Automatically,SAIDI With MED,SAIDI Without MED,SAIFI With MED,SAIFI Without MED,Number of Customers,Inactive Accounts Included,Momentary Interruptions,Highest Dist. Voltage,Outages Recorded Automatically
2013,1723,"Big Bend Electric Coop, Inc",WA,.,.,.,.,.,.,.,.,,623.000,116.000,2.100,1.130,"8,583",N,O,25.0,N
2013,1763,"Black River Electric Coop, Inc - (SC)",SC,.,.,.,.,.,.,.,.,,40.000,40.000,0.419,0.419,"31,632",N,L,12.5,N
2013,1776,City of Black River Falls,WI,.,.,.,.,.,.,.,.,,.,0.176,.,0.032,"2,723",N,L,4.2,N
2013,1886,Blue Grass Energy Coop Corp,KY,141.000,111.000,130.000,1.140,1.010,1.100,"55,046",.,Y,.,.,.,.,.,,,.,
2013,1889,Blue Ridge Elec Member Corp - (NC),NC,244.000,73.000,244.000,2.000,1.000,2.000,"73,150",12.5,Y,.,.,.,.,.,,,.,
2013,1890,Blue Ridge Electric Coop Inc - (SC),SC,117.270,109.450,115.000,.,.,.,"63,643",7.2,N,.,.,.,.,.,,,.,
2013,1891,Blue Ridge Mountain EMC - (GA),GA,.,.,.,.,.,.,.,.,,244.210,165.200,3.100,2.600,"49,714",N,T,25.0,Y
2013,1891,Blue Ridge Mountain EMC - (GA),NC,.,.,.,.,.,.,.,.,,244.210,165.200,3.100,2.600,"49,714",N,T,25.0,Y
2013,1892,"Bluebonnet Electric Coop, Inc",TX,.,.,.,.,.,.,.,.,,2.000,2.000,1.310,1.310,"84,613",N,L,24.9,Y
2013,1898,"Bon Homme Yankton El Assn, Inc",SD,118.000,.,.,2.000,.,.,"3,307",12.0,Y,.,.,.,.,.,,,.,
2013,1936,Bolivar Energy Authority,TN,0.000,164.403,0.000,0.000,1.969,0.000,"11,105",12.5,Y,.,.,.,.,.,,,.,
2013,2001,Boone Electric Coop,MO,484.940,54.140,482.000,2.210,0.780,2.160,"30,283",13.2,N,.,.,.,.,.,,,.,
2013,2049,"Bowie-Cass Electric Coop, Inc",TX,585.000,397.000,394.000,4.170,3.560,3.510,"35,427",12.5,Y,.,.,.,.,.,,,.,
2013,2054,City of Bowling Green - (OH),OH,.,.,.,.,.,.,.,.,,1.000,.,0.025,.,"14,638",Y,L,12.5,N
2013,2056,City of Bowling Green - (KY),KY,.,.,.,.,.,.,.,.,,0.000,71.500,0.000,1.300,"28,735",N,L,12.5,N
2013,2089,Bozrah Light & Power Company,CT,100.000,100.000,100.000,1.300,1.300,1.300,"2,663",69.0,N,.,.,.,.,.,,,.,
2013,2144,Town of Braintree - (MA),MA,.,.,.,.,.,.,.,.,,6.000,.,0.394,.,"16,199",N,F,13.8,Y
2013,2212,"Broad River Electric Coop, Inc",SC,.,.,.,.,.,.,.,.,,3.000,3.000,0.000,0.000,"20,514",N,F,12.5,Y
2013,2247,City of Bristol - (TN),TN,74.600,29.200,74.600,0.000,0.000,0.000,"32,907",69.0,N,.,.,.,.,.,,,.,
2013,2248,Bristol Virginia Utilities,VA,1.379,0.758,1.379,0.013,0.006,0.013,"16,173",13.2,Y,.,.,.,.,.,,,.,
2013,2409,Brownsville Public Utilities Board,TX,8.000,.,.,0.996,.,.,"49,600",12.5,N,.,.,.,.,.,,,.,
2013,2442,City of Bryan - (TX),TX,.,.,.,.,.,.,.,.,,14.000,.,.,0.351,"51,718",N,F,25.5,Y
2013,2485,City of Buffalo - (MN),MN,.,.,.,.,.,.,.,.,,100.000,.,0.110,.,.,Y,L,125.0,N
2013,2507,City of Burbank Water and Power,CA,.,.,.,.,.,.,.,.,,15.000,15.000,0.187,0.187,"52,500",N,L,34.5,N
2013,2548,City of Burlington Electric - (VT),VT,.,.,.,.,.,.,.,.,,.,.,.,1.100,"20,458",Y,F,13.8,Y
2013,2641,"Butler Rural El Coop Assn, Inc - (KS)",KS,3.000,3.000,1.000,2.000,2.000,1.000,"7,178",12.5,Y,.,.,.,.,.,,,.,
2013,2651,Butler Rural Electric Coop Inc - (OH),OH,150.520,130.780,105.000,2.150,2.000,1.270,"11,209",12.0,Y,.,.,.,.,.,,,.,
2013,2652,Butler County Rural Elec Coop - (IA),IA,.,.,.,.,.,.,.,.,,59.000,27.000,0.318,0.259,"5,069",N,F,12.5,N
2013,2655,"Butte Electric Coop, Inc",SD,.,.,.,.,.,.,.,.,,445.000,50.000,2.000,1.000,"5,331",N,L,15.0,N
2013,2812,City of Calhoun - (GA),GA,.,.,.,.,.,.,.,.,,40.000,.,0.219,.,"5,392",Y,F,7.2,N
2013,2849,Central Electric Power Assn - (MS),MS,.,.,.,.,.,.,.,.,,165.400,127.200,0.000,0.000,"35,388",N,L,26.0,N
2013,2911,"Canadian Valley Elec Coop, Inc",OK,.,.,.,.,.,.,.,.,,152.000,.,0.580,.,"24,312",N,L,35.0,Y
2013,2955,Canby Utility Board,OR,.,.,.,.,.,.,.,.,,8.000,0.000,0.100,0.000,"6,737",N,F,12.5,N
2013,2960,"Caney Fork Electric Coop, Inc",TN,.,.,.,.,.,.,.,.,,115.800,115.800,0.000,0.000,"31,788",N,L,26.0,N
2013,2961,"Caney Valley El Coop Assn, Inc",KS,.,.,.,.,.,.,.,.,,9.000,6.000,3.181,2.699,"5,572",,F,7.2,N
2013,2982,Cape Hatteras Elec Member Corp,NC,.,.,.,.,.,.,.,.,,231.000,231.000,2.415,2.415,"7,554",N,F,34.5,N
2013,2985,"Capital Electric Coop, Inc",ND,.,.,.,.,.,.,.,.,,29.000,29.000,0.000,0.000,.,N,F,7.2,Y
2013,2998,"Carbon Power & Light, Inc",WY,250.000,250.000,191.000,3.000,3.000,2.000,"6,269",25.0,Y,.,.,.,.,.,,,.,
2013,3046,Duke Energy Progress - (NC),NC,277.000,106.000,258.000,1.670,1.240,1.570,"1,340,045",35.0,Y,.,.,.,.,.,,,.,
2013,3046,Duke Energy Progress - (NC),SC,161.000,136.000,139.000,1.810,1.570,1.560,.,35.0,Y,.,.,.,.,.,,,.,
2013,3076,"Carroll Electric Coop, Inc - (OH)",OH,.,.,.,.,.,.,.,.,,"1,118.000",371.000,3.810,2.450,"11,833",N,F,12.5,Y
2013,3081,Carroll Electric Member Corp - (GA),GA,261.000,88.000,251.000,1.320,1.010,-8.680,"49,361",24.9,Y,.,.,.,.,.,,,.,
2013,3203,Cedar Falls Utilities,IA,.,.,.,.,.,.,.,.,,18.000,.,0.320,.,"18,000",N,L,69.0,N
2013,3208,Cedarburg Light & Water Comm,WI,.,.,.,.,.,.,.,.,,20.035,.,0.364,.,"6,177",Y,F,24.9,N
2013,3222,Central Alabama Electric Coop,AL,121.790,121.790,121.000,.,.,.,"40,864",24.9,Y,.,.,.,.,.,,,.,
2013,3226,"Central Rural Electric Cooperative, Inc",OK,500.000,186.000,500.000,1.780,1.340,1.780,"19,279",25.0,Y,.,.,.,.,.,,,.,
2013,3245,"Central Florida Elec Coop, Inc",FL,213.000,161.000,208.000,.,.,.,"32,389",25.0,Y,.,.,.,.,.,,,.,
2013,3248,Central Georgia El Member Corp,GA,165.000,117.000,158.000,1.520,1.390,1.380,"52,307",25.0,Y,.,.,.,.,.,,,.,
2013,3249,Central Hudson Gas & Elec Corp,NY,0.105,0.105,.,1.063,1.063,.,"299,591",13.2,N,.,.,.,.,.,,,.,
2013,3250,Central Electric Membership Corp. - (NC),NC,120.000,8.000,4.000,.,.,.,"22,000",25.0,Y,.,.,.,.,.,,,.,
2013,3264,Central Lincoln People's Ut Dt,OR,0.900,0.891,.,0.190,0.189,.,"38,500",.,Y,.,.,.,.,.,,,.,
2013,3265,Cleco Power LLC,LA,.,.,.,.,.,.,.,.,,.,2.000,.,1.670,"278,616",N,F,34.5,Y
2013,3266,Central Maine Power Co,ME,11.940,3.650,11.870,2.470,1.740,2.440,"611,967",34.5,N,.,.,.,.,.,,,.,
2013,3268,Central Missouri Elec Coop Inc,MO,"2,750.872",135.516,"2,742.000",.,.,.,"10,470",29.0,N,.,.,.,.,.,,,.,
2013,3273,"Central New Mexico El Coop, Inc",NM,.,.,.,.,.,.,.,.,,466.000,155.000,2.000,1.000,"17,516",N,F,25.0,Y
2013,3278,AEP Texas Central Company,TX,185.000,152.000,177.000,1.740,1.550,1.585,"803,426",35.0,Y,.,.,.,.,.,,,.,
2013,3282,"Central Texas Elec Coop, Inc",TX,.,.,.,.,.,.,.,.,,.,77.000,.,0.580,"37,431",N,L,25.0,N
2013,3291,Central Virginia Electric Coop,VA,312.000,245.000,.,132.600,.,.,"35,141",25.0,Y,.,.,.,.,.,,,.,
2013,3295,City of Centralia - (WA),WA,62.000,62.000,.,0.569,0.569,.,"10,030",12.5,Y,.,.,.,.,.,,,.,
2013,3314,"Chariton Valley Elec Coop, Inc",IA,80.000,59.000,.,1.056,0.970,.,"6,090",24.9,N,.,.,.,.,.,,,.,
2013,3329,Borough of Chambersburg,PA,.,.,.,.,.,.,.,.,,58.000,6.000,1.740,1.740,"11,187",Y,F,12.5,N
2013,3355,City of Chanute,KS,0.000,1.000,0.000,0.000,1.000,0.000,"5,712",12.5,N,.,.,.,.,.,,,.,
2013,3400,City of Chaska - (MN),MN,.,.,.,.,.,.,.,.,,.,5.000,.,0.041,"9,887",Y,F,8.0,N
2013,3408,City of Chattanooga - (TN),GA,83.828,78.330,83.828,0.929,0.898,0.929,.,46.0,Y,.,.,.,.,.,,,.,
2013,3408,City of Chattanooga - (TN),TN,83.828,78.330,83.828,0.929,0.898,0.929,"173,464",46.0,Y,.,.,.,.,.,,,.,
2013,3413,PUD No 1 of Chelan County,WA,.,.,.,.,.,.,.,.,,124.000,.,0.727,.,"48,444",N,F,12.5,N
2013,3420,City of Cheney - (WA),WA,.,.,.,.,.,.,.,.,,158.000,.,1.166,.,"5,008",N,F,13.2,N
2013,3436,Cherryland Electric Coop Inc,MI,83.000,83.000,83.000,0.568,0.568,0.568,"33,912",120.0,N,.,.,.,.,.,,,.,
2013,3461,Cheyenne Light Fuel & Power Co,WY,32.000,25.000,32.000,0.470,0.390,0.470,"39,517",35.0,N,.,.,.,.,.,,,.,
2013,3477,City of Chicopee - (MA),MA,40.000,40.000,40.000,0.390,0.390,0.390,"25,699",13.8,N,.,.,.,.,.,,,.,
2013,3478,Cimarron Electric Coop,OK,81.700,13.700,81.700,0.020,.,0.020,"15,086",24.9,Y,.,.,.,.,.,,,.,
2013,3502,"Choctawhatche Elec Coop, Inc",FL,78.000,63.000,71.000,1.000,1.000,1.000,"44,519",12.0,Y,.,.,.,.,.,,,.,
2013,3503,"Choptank Electric Coop, Inc",MD,328.000,311.000,95.000,145.800,145.800,79.800,"51,654",25.0,N,.,.,.,.,.,,,.,
2013,3542,Duke Energy Ohio Inc,OH,161.000,115.000,.,1.320,0.980,.,"695,426",34.5,N,.,.,.,.,.,,,.,
2013,3597,Citizens Electric Co - (PA),PA,.,.,.,.,.,.,.,.,,83.000,37.000,0.940,0.460,"6,883",N,F,69.0,Y
2013,3600,Citizens Electric Corporation - (MO),MO,79.000,79.000,79.000,.,.,.,"26,650",34.5,Y,.,.,.,.,.,,,.,
2013,3634,City of Nixa - (MO),MO,97.000,18.000,97.000,2.112,0.426,2.112,"8,832",12.5,N,.,.,.,.,.,,,.,
2013,3644,PUD No 1 of Clallam County,WA,.,.,.,.,.,.,.,.,,102.000,.,0.852,.,"30,509",N,L,34.0,Y
2013,3660,PUD No 1 of Clark County - (WA),WA,24.400,20.500,23.000,0.425,0.355,0.400,"185,000",15.0,Y,.,.,.,.,.,,,.,
2013,3687,Clark Energy Coop Inc - (KY),KY,171.000,107.000,164.000,2.000,1.000,1.000,"25,985",25.0,Y,.,.,.,.,.,,,.,
2013,3704,City of Clarksville - (TN),TN,0.000,64.100,0.000,0.000,1.610,0.000,"64,490",69.0,Y,.,.,.,.,.,,,.,
2013,3712,Clay County Electric Coop Corp,AR,.,.,.,.,.,.,.,.,,922.000,765.000,3.998,3.536,"12,105",N,L,14.4,Y
2013,3722,Clarke Electric Coop Inc - (IA),IA,.,.,.,.,.,.,.,.,,597.000,123.000,1.930,1.400,"5,245",N,F,12.5,N
2013,3739,Clearwater Power Company,ID,844.000,844.000,384.000,.,3.050,2.050,"10,395",25.0,N,.,.,.,.,.,,,.,
2013,3755,Cleveland Electric Illum Co,OH,237.000,89.000,229.000,1.160,0.870,1.080,"730,745",36.0,N,.,.,.,.,.,,,.,
2013,3757,"Clay Electric Cooperative, Inc",FL,3.000,2.000,2.000,2.470,2.340,1.980,"165,459",69.0,N,.,.,.,.,.,,,.,
2013,3758,City of Cleveland - (TN),TN,54.514,28.610,42.525,0.892,0.558,0.708,"30,486",13.2,Y,.,.,.,.,.,,,.,
2013,3762,City of Cleveland - (OH),OH,37.970,.,.,0.082,.,.,"71,500",13.8,N,.,.,.,.,.,,,.,
2013,3764,Clearwater-Polk Elec Coop Inc,MN,.,.,.,.,.,.,.,.,,2.000,2.000,0.030,0.030,"4,669",N,L,12.5,N
2013,3774,City of Clewiston,FL,.,.,.,.,.,.,.,.,,25.000,.,0.830,.,"3,985",N,L,.,N
2013,3804,Clinton Combined Utility Sys,SC,49.000,49.000,49.000,11.290,11.290,11.290,"4,127",25.0,N,.,.,.,.,.,,,.,
2013,3812,City of Clinton - (TN),TN,122.400,122.400,118.800,1.530,1.530,1.290,"28,982",13.0,Y,.,.,.,.,.,,,.,
2013,3828,Cloverland Electric Co-op,MI,350.000,284.000,312.000,1.920,1.740,1.710,"42,732",24.9,N,.,.,.,.,.,,,.,
2013,3841,Coast Electric Power Assn,MS,69.800,25.040,65.770,1.100,.,.,"78,817",25.0,Y,.,.,.,.,.,,,.,
2013,3843,Coastal Electric Member Corp,GA,88.000,70.000,81.000,1.930,1.660,1.730,"16,764",25.0,N,.,.,.,.,.,,,.,
2013,3844,"Coastal Electric Coop, Inc",SC,145.100,145.100,144.200,1.587,1.587,1.502,"11,569",12.0,Y,.,.,.,.,.,,,.,
2013,3881,City of Cody,WY,.,.,.,.,.,.,.,.,,50.000,0.000,2.000,0.000,.,N,L,25.0,N
2013,3892,City of Coffeyville - (KS),KS,.,.,.,.,.,.,.,.,,51.000,.,1.220,.,"6,300",N,L,69.0,N
2013,3915,Coldwater Board of Public Util,MI,36.969,.,.,0.558,.,.,"6,674",13.8,Y,.,.,.,.,.,,,.,
2013,3916,Cobb Electric Membership Corp,GA,35.000,35.000,35.000,0.670,0.670,0.670,"190,932",20.0,Y,.,.,.,.,.,,,.,
2013,3940,City of College Station - (TX),TX,.,.,.,.,.,.,.,.,,141.000,13.000,1.549,0.270,"35,756",N,F,13.2,Y
2013,3989,City of Colorado Springs - (CO),CO,.,.,.,.,.,.,.,.,,33.000,33.000,0.636,0.636,"215,968",N,F,34.5,Y
2013,4008,Columbia Power Coop Assn Inc,OR,902.000,813.000,.,.,.,.,"1,823",24.9,N,.,.,.,.,.,,,.,
2013,4040,Calhoun County Elec Coop Assn,IA,.,.,.,.,.,.,.,.,,73.000,15.000,0.600,0.300,"1,686",N,F,.,N
2013,4045,City of Columbia - (MO),MO,65.000,.,65.000,0.540,.,0.540,"47,168",13.8,Y,.,.,.,.,.,,,.,
2013,4063,Co-Mo Electric Coop Inc,MO,.,.,.,.,.,.,.,.,,"1,711.000",279.000,2.000,1.000,"31,288",,F,.,Y
2013,4065,City of Columbus - (OH),OH,.,83.000,.,.,1.440,.,"14,446",14.0,N,.,.,.,.,.,,,.,
2013,4110,Commonwealth Edison Co,IL,143.000,62.000,143.000,0.980,0.760,0.980,"3,803,907",34.0,N,.,.,.,.,.,,,.,
2013,4117,Community Electric Coop,VA,267.000,266.000,130.000,1.564,1.510,1.007,"10,899",.,Y,.,.,.,.,.,,,.,
2013,4146,Concho Valley Elec Coop Inc,TX,18.000,6.000,4.000,2.920,2.020,2.280,"13,152",24.9,Y,.,.,.,.,.,,,.,
2013,4150,City of Concord - (NC),NC,225.000,83.000,144.000,2.420,1.750,2.210,"28,935",13.2,N,.,.,.,.,.,,,.,
2013,4176,Connecticut Light & Power Co,CT,209.000,98.000,205.000,1.000,1.000,1.000,.,34.5,Y,.,.,.,.,.,,,.,
2013,4226,Consolidated Edison Co-NY Inc,NY,.,.,.,.,.,.,.,.,,20.000,19.000,0.125,0.119,"3,362,187",N,F,33.0,N
2013,4237,Consolidated Electric Coop,MO,179.000,95.000,166.000,1.030,0.670,0.900,"7,840",12.5,N,.,.,.,.,.,,,.,
2013,4254,Consumers Energy Co,MI,"1,109.000",218.000,"1,100.000",2.000,1.000,2.000,"1,786,588",14.4,Y,.,.,.,.,.,,,.,
2013,4262,Cooke County Elec Coop Assn,TX,.,.,.,.,.,.,.,.,,213.000,.,2.000,.,.,,,7.2,Y
2013,4265,Continental Divide El Coop Inc,NM,.,.,.,.,.,.,.,.,,327.000,245.000,.,.,"23,720",N,F,25.0,N
2013,4280,Conway Corporation,AR,38.000,38.000,.,0.673,0.673,.,"29,468",13.8,N,.,.,.,.,.,,,.,
2013,4317,"Coos-Curry Electric Coop, Inc",OR,106.000,83.000,106.000,0.930,0.730,0.930,"17,730",34.5,Y,.,.,.,.,.,,,.,
2013,4362,Corn Belt Energy Corporation,IL,461.700,281.400,358.000,0.041,0.039,0.039,"34,985",69.0,Y,.,.,.,.,.,,,.,
2013,4373,Cornhusker Public Power Dist,NE,.,.,.,.,.,.,.,.,,162.000,98.000,.,.,"9,637",N,O,.,N
2013,4401,"Cotton Electric Coop, Inc",OK,255.000,174.000,212.000,3.000,2.000,3.000,"21,986",14.4,N,.,.,.,.,.,,,.,
2013,4430,"Covington Electric Coop, Inc",AL,99.475,.,99.000,1.228,1.228,1.228,"22,397",25.0,Y,.,.,.,.,.,,,.,
2013,4432,Coweta-Fayette El Member Corp,GA,97.000,75.000,90.000,1.210,1.060,0.970,"75,657",25.0,N,.,.,.,.,.,,,.,
2013,4442,PUD No 1 of Cowlitz County,WA,.,.,.,.,.,.,.,.,,.,82.000,.,0.700,"49,000",N,F,12.5,N
2013,4508,"Crawfordsville Elec, Lgt & Pwr",IN,.,.,.,.,.,.,.,.,,5.000,0.000,5.000,0.000,"9,893",N,O,13.8,N
2013,4509,Craighead Electric Coop Corp,AR,.,.,.,.,.,.,.,.,,209.000,97.000,1.931,1.888,"28,899",N,F,34.5,N
2013,4524,"Crawford Electric Coop, Inc",MO,352.200,352.200,326.000,1.464,1.464,1.307,"19,554",25.0,Y,.,.,.,.,.,,,.,
2013,4577,Crow Wing Cooperative Power & Light Comp,MN,104.000,73.000,89.000,0.918,0.714,0.797,"41,822",15.0,Y,.,.,.,.,.,,,.,
2013,4618,"Cullman Electric Coop, Inc",AL,"1,034.930",381.870,"1,034.930",3.293,2.668,3.293,"42,399",46.0,Y,.,.,.,.,.,,,.,
2013,4622,"Cumberland Valley Electric, Inc.",KY,143.000,143.000,123.000,1.700,1.700,0.000,"23,754",25.0,N,.,.,.,.,.,,,.,
2013,4624,Cumberland Elec Member Corp,TN,.,.,.,.,.,.,.,.,,350.000,0.000,3.240,0.000,"90,150",N,T,25.0,Y
2013,4675,Cuivre River Electric Coop Inc,MO,.,.,.,.,.,.,.,.,,4.000,2.000,1.139,0.725,"60,230",N,L,24.9,Y
2013,4683,City of Cuyahoga Falls - (OH),OH,.,.,.,.,.,.,.,.,,71.000,71.000,0.679,0.679,"24,046",N,F,23.0,N
2013,4704,"D S & O Rural E C A, Inc",KS,.,.,.,.,.,.,.,.,,10.000,8.000,0.076,0.075,"8,335",N,F,12.5,N
2013,4717,Dakota Valley Elec Coop Inc,ND,140.000,140.000,92.000,1.110,1.110,0.750,"6,268",25.0,Y,.,.,.,.,.,,,.,
2013,4794,City of Danville - (VA),VA,1.000,0.000,1.000,1.230,0.000,1.230,"43,851",69.0,N,.,.,.,.,.,,,.,
