Utility Characteristics,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
2014,240,Albemarle Electric Member Corp,A,Bundled,O,NC,Cooperative,PJM,"23,887.0","181,516","11,511","4,085.0","35,920","1,105",556.0,"7,483",17,.,.,.,"28,528.0","224,919","12,633"
2014,241,Albertville Municipal Utilities Board,A,Bundled,O,AL,Municipal,TVA,"11,720.0","122,141","7,684","16,256.0","158,356","2,354","19,506.0","284,226",16,0.0,0,0,"47,482.0","564,723","10,054"
2014,261,AGC Division of APG Inc,A,Bundled,O,IN,Investor Owned,MISO,0.0,0,0,0.0,0,0,"174,264.8","4,462,895",1,0.0,0,0,"174,264.8","4,462,895",1
2014,276,Alcorn County Elec Power Assn,A,Bundled,O,MS,Cooperative,TVA,"24,700.0","227,757","14,657","20,252.0","172,827","4,190","13,131.0","229,532",6,0.0,0,0,"58,083.0","630,116","18,853"
2014,289,City of Alexander City,A,Bundled,O,AL,Municipal,SOCO,"5,914.0","56,935","5,252","4,188.0","29,077","1,027","4,027.0","48,065",70,.,.,.,"14,129.0","134,077","6,349"
2014,295,City of Alexandria - (MN),A,Bundled,O,MN,Municipal,MISO,"7,348.6","77,148","7,734","3,483.0","37,416","1,635","12,571.2","177,182",204,.,.,.,"23,402.8","291,746","9,573"
2014,296,"Alfalfa Electric Coop, Inc",A,Bundled,O,KS,Cooperative,SWPP,431.0,"4,296",218,"1,125.0","9,161",719,"1,658.0","17,214",21,.,.,.,"3,214.0","30,671",958
2014,296,"Alfalfa Electric Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,"5,192.0","51,708","2,725","7,997.0","66,642","4,813","51,315.0","852,479",96,.,.,.,"64,504.0","970,829","7,634"
2014,298,City of Alexandria - (LA),A,Bundled,O,LA,Municipal,MISO,"12,957.6","299,408","21,132","15,547.8","364,017","3,528",153.1,"35,820",448,.,.,.,"28,658.5","699,245","25,108"
2014,305,Alger-Delta Coop Electric Assn,A,Bundled,O,MI,Cooperative,MISO,"10,066.1","48,401","9,398","2,013.7","13,613",549,"1,754.5","12,288",1,0.0,0,0,"13,834.3","74,302","9,948"
2014,307,Algoma Utility Comm,A,Bundled,O,WI,Municipal,MISO,"1,419.8","11,346","1,650","1,543.0","13,531",350,"1,634.8","18,500",3,0.0,0,0,"4,597.6","43,377","2,003"
2014,308,City of Acworth - (GA),A,Bundled,O,GA,Municipal,SOCO,"8,350.0","58,136","5,719","4,596.0","35,634",591,.,.,.,.,.,.,"12,946.0","93,770","6,310"
2014,309,City of Algona - (IA),A,Bundled,O,IA,Municipal,WAUE,"3,562.0","30,213","3,033","2,367.0","26,013",671,"3,155.0","54,381",14,.,.,.,"9,084.0","110,607","3,718"
2014,329,"Allamakee-Clayton El Coop, Inc",A,Bundled,O,IA,Cooperative,MISO,"15,889.5","117,710","9,433","1,631.0","13,728",510,.,.,.,.,.,.,"17,520.5","131,438","9,943"
2014,367,City of Alliance- (NE),A,Bundled,O,NE,Municipal,SWPP,"4,555.1","40,856","4,196","4,868.9","42,615","1,010","2,791.1","30,822",12,.,.,.,"12,215.1","114,293","5,218"
2014,392,Alpena Power Co,A,Bundled,O,MI,Investor Owned,MISO,"11,788.0","86,837","13,711","12,163.0","102,273","3,957","10,894.0","161,629",4,.,.,.,"34,845.0","350,739","17,672"
2014,407,Altamaha Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"32,503.0","244,571","18,051","9,717.0","82,811","1,818","6,472.0","84,294",184,0.0,0,0,"48,692.0","411,676","20,053"
2014,416,City of Altus - (OK),A,Bundled,O,OK,Municipal,SWPP,"12,041.0","92,132","8,166","7,514.0","70,204","1,197","2,129.0","40,954",2,.,.,.,"21,684.0","203,290","9,365"
2014,471,Amana Society Service Co,A,Bundled,O,IA,Investor Owned,MISO,922.0,"7,279",709,969.0,"8,647",180,"6,081.0","73,282",1,0.0,0,0,"7,972.0","89,208",890
2014,540,BP Energy Company,B,Energy,O,WA,Retail Power Marketer,PSEI,.,.,.,.,.,.,"37,580.0","1,094,274",3,.,.,.,"37,580.0","1,094,274",3
2014,540,BP Energy Company,D,Bundled,O,TX,Retail Power Marketer,ERCO,.,.,.,.,.,.,"4,336.0","49,404",2,.,.,.,"4,336.0","49,404",2
2014,554,City of Ames - (IA),A,Bundled,O,IA,Municipal,MISO,"18,291.3","160,204","22,505","26,502.1","320,939","2,888","11,365.8","145,797",8,.,.,.,"56,159.2","626,940","25,401"
2014,560,City of Amherst- (OH),A,Bundled,O,OH,Municipal,PJM,"5,592.0","55,601","5,358","1,558.0","13,471",505,"3,316.0","34,706",70,.,.,.,"10,466.0","103,778","5,933"
2014,562,Amicalola Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"69,221.8","625,220","42,247","13,228.6","108,318","4,483",.,.,.,.,.,.,"82,450.4","733,538","46,730"
2014,571,City of Amory,A,Bundled,O,MS,Municipal,TVA,"4,188.0","40,969","2,962","6,423.0","59,313","1,115","3,196.0","40,520",3,0.0,0,0,"13,807.0","140,802","4,080"
2014,577,City of Alcoa Utilities,A,Bundled,O,TN,Municipal,TVA,"38,936.0","383,171","23,757","24,238.0","236,093","4,202",14.0,37,1,0.0,0,0,"63,188.0","619,301","27,960"
2014,590,City of Anaheim - (CA),A,Bundled,O,CA,Municipal,CISO,"90,877.0","609,720","98,474","115,922.0","759,259","16,836","131,379.0","1,097,559",356,.,.,.,"338,178.0","2,466,538","115,666"
2014,599,Anchorage Municipal Light and Power,A,Bundled,O,AK,Municipal,AMPL,"21,435.0","133,411","24,429","113,515.6","879,373","6,362",.,.,.,.,.,.,"134,950.6","1,012,784","30,791"
2014,604,City of Andalusia,A,Bundled,O,AL,Municipal,AEC,"5,658.0","43,281","3,664","8,950.0","65,273",977,"17,309.0","279,650",2,.,.,.,"31,917.0","388,204","4,643"
2014,636,City of Anderson - (IN),A,Bundled,O,IN,Municipal,PJM,"33,961.0","310,587","30,190","30,227.0","327,727","3,801","15,237.0","215,148",51,.,.,.,"79,425.0","853,462","34,042"
2014,689,Connexus Energy,A,Bundled,O,MN,Cooperative,MISO,"150,044.8","1,164,551","117,213","67,722.0","679,501","11,387","12,401.9","135,386",398,0.0,0,0,"230,168.7","1,979,438","128,998"
2014,690,City of Bardstown - (KY),A,Bundled,O,KY,Municipal,LGEE,"3,866.0","46,433","3,357","4,193.0","57,132","1,058","6,585.0","92,827",14,.,.,.,"14,644.0","196,392","4,429"
2014,691,City of Anoka,A,Bundled,O,MN,Municipal,MISO,"9,063.3","74,192","10,558","9,093.3","95,704","1,319","8,457.7","103,903",18,.,.,.,"26,614.3","273,799","11,895"
2014,694,Anza Electric Coop Inc,A,Bundled,O,CA,Cooperative,WALC,"6,452.2","36,189","4,204","2,154.5","11,673",317,0.0,0,0,.,.,.,"8,606.7","47,862","4,521"
2014,719,Town of Apex- (NC),A,Bundled,O,NC,Municipal,CPLE,"19,078.7","165,379","14,829","9,894.7","101,187","1,325",.,.,.,.,.,.,"28,973.4","266,566","16,154"
2014,727,Appalachian Electric Coop,A,Bundled,O,TN,Cooperative,TVA,"70,387.0","635,273","38,974","26,710.0","238,247","6,271","5,590.0","79,134",6,0.0,0,0,"102,687.0","952,654","45,251"
2014,733,Appalachian Power Co,A,Bundled,O,VA,Investor Owned,PJM,"729,977.0","6,461,192","447,766","370,098.0","4,013,267","74,952","385,552.0","5,479,827","1,900",.,.,.,"1,485,627.0","15,954,286","524,618"
2014,733,Appalachian Power Co,A,Bundled,O,WV,Investor Owned,PJM,"527,296.0","5,721,741","364,704","298,034.0","3,637,041","66,313","304,901.0","4,826,478","2,374",.,.,.,"1,130,231.0","14,185,260","433,391"
2014,733,Appalachian Power Co,C,Delivery,O,VA,Investor Owned,PJM,.,.,.,282.0,"35,743",19,41.0,"7,722",1,.,.,.,323.0,"43,465",20
2014,750,Arab Electric Coop Inc,A,Bundled,O,AL,Cooperative,TVA,"21,840.0","205,513","12,373","11,940.0","109,042","2,807",429.0,"4,515",1,0.0,0,0,"34,209.0","319,070","15,181"
2014,803,Arizona Public Service Co,A,Bundled,O,AZ,Investor Owned,AZPS,"1,639,834.0","12,837,752","1,033,728","1,370,781.0","12,477,518","125,623","187,965.0","2,269,263","3,728",.,.,.,"3,198,580.0","27,584,533","1,163,079"
2014,814,Entergy Arkansas Inc,A,Bundled,O,AR,Investor Owned,MISO,"746,943.0","8,069,917","586,022","475,213.5","6,170,936","91,417","420,725.7","6,808,318","23,645",8.9,86,1,"1,642,891.1","21,049,257","701,085"
2014,814,Entergy Arkansas Inc,A,Bundled,O,TN,Investor Owned,MISO,0.4,4,1,2.9,28,3,2.0,17,3,.,.,.,5.3,49,7
2014,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,AR,Cooperative,SWPP,"77,638.6","738,355","49,494","15,885.8","162,884","3,581","14,905.5","277,979",22,.,.,.,"108,429.9","1,179,218","53,097"
2014,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,OK,Cooperative,SWPP,"5,538.9","58,570","4,010","2,351.2","28,958",485,.,.,.,.,.,.,"7,890.1","87,528","4,495"
2014,828,City of Arlington - (MN),A,Bundled,O,MN,Municipal,MISO,801.9,"8,466",971,953.3,"10,054",159,.,.,.,.,.,.,"1,755.2","18,520","1,130"
2014,887,"Arrowhead Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,"6,263.0","45,626","3,683","2,931.0","28,129",424,.,.,.,.,.,.,"9,194.0","73,755","4,107"
2014,907,City of Ashland - (OR),A,Bundled,O,OR,Municipal,PACW,"7,011.0","85,448","9,643","6,399.0","81,056","1,524",.,.,.,.,.,.,"13,410.0","166,504","11,167"
2014,918,City of Aspen- (CO),A,Bundled,O,CO,Municipal,PSCO,"2,373.0","22,764","1,966","4,191.0","44,402","1,026",.,.,.,.,.,.,"6,564.0","67,166","2,992"
2014,942,Atchison-Holt Electric Coop,A,Bundled,O,IA,Cooperative,AECI,"1,432.0","10,682","1,016",556.0,"5,457",83,117.0,500,56,.,.,.,"2,105.0","16,639","1,155"
2014,942,Atchison-Holt Electric Coop,A,Bundled,O,MO,Cooperative,AECI,"3,392.0","26,500","2,302","1,381.0","13,545",188,"1,954.0","27,680",132,.,.,.,"6,727.0","67,725","2,622"
2014,944,City of Athens - (AL),A,Bundled,O,AL,Municipal,TVA,"63,444.0","654,313","36,713","32,384.0","310,399","6,693","8,792.0","125,666",10,0.0,0,0,"104,620.0","1,090,378","43,416"
2014,947,Athens Utility Board,A,Bundled,O,TN,Municipal,TVA,"16,391.0","164,173","10,892","16,200.0","151,041","2,271","17,386.0","277,812",9,0.0,0,0,"49,977.0","593,026","13,172"
2014,963,Atlantic City Electric Co,A,Bundled,O,NJ,Investor Owned,PJM,"527,198.1","3,395,705","404,344","124,384.6","960,039","43,621","7,889.5","100,076",532,.,.,.,"659,472.2","4,455,820","448,497"
2014,963,Atlantic City Electric Co,C,Delivery,O,NJ,Investor Owned,PJM,"54,664.3","691,783","74,795","186,596.1","3,115,915","21,590","34,997.4","787,859",399,.,.,.,"276,257.8","4,595,557","96,784"
2014,965,Atlantic Municipal Utilities,A,Bundled,O,IA,Municipal,MISO,"3,396.0","41,597","3,802","4,202.0","57,226",820,587.0,"11,137",1,.,.,.,"8,185.0","109,960","4,623"
2014,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,PJM,"69,362.0","977,470","135,535","182,647.0","2,633,571","1,781","16,245.0","284,492",18,.,.,.,"268,254.0","3,895,533","137,334"
2014,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,MISO,"278,458.0","4,748,602","542,140","148,139.4","2,422,656","1,711","139,143.0","3,447,453",164,"1,581.6","25,438",1,"567,322.0","10,644,149","544,016"
2014,993,Auburn Board of Public Works,A,Bundled,O,NE,Municipal,SWPP,"2,291.0","25,721","1,929","2,523.0","30,839",852,299.0,"3,695",1,.,.,.,"5,113.0","60,255","2,782"
2014,994,City of Auburn - (IN),A,Bundled,O,IN,Municipal,PJM,"4,986.5","66,517","6,241","2,577.0","28,780",941,"25,963.8","346,821",132,.,.,.,"33,527.3","442,118","7,314"
2014,998,City of Augusta - (KS),A,Bundled,O,KS,Municipal,SWPP,"4,342.3","37,708","3,877","2,004.5","18,937",404,799.6,"8,610",22,.,.,.,"7,146.4","65,255","4,303"
2014,1009,City of Austin - (MN),A,Bundled,O,MN,Municipal,MISO,"10,371.1","77,575","10,544","14,263.0","135,304","1,817","8,745.5","119,428",1,.,.,.,"33,379.6","332,307","12,362"
2014,1015,Austin Energy,A,Bundled,O,TX,Municipal,ERCO,"482,609.3","4,267,484","394,027","567,409.6","5,453,445","48,016","194,766.2","2,781,583",144,.,.,.,"1,244,785.1","12,502,512","442,187"
2014,1024,City of Ava - (MO),A,Bundled,O,MO,Municipal,AECI,831.0,"11,257","1,202",335.0,"4,309",296,"1,728.0","43,807",45,.,.,.,"2,894.0","59,373","1,543"
2014,1036,Town of Ayden - (NC),A,Bundled,O,NC,Municipal,CPLE,"6,369.6","47,197","3,396","3,370.9","27,531",484,"3,113.2","31,413",1,.,.,.,"12,853.7","106,141","3,881"
2014,1050,City of Azusa,A,Bundled,O,CA,Municipal,CISO,"10,495.0","79,069","14,185","15,623.0","82,067","1,737","10,343.0","89,144",33,.,.,.,"36,461.0","250,280","15,955"
2014,1062,BARC Electric Coop Inc,A,Bundled,O,VA,Cooperative,PJM,"16,514.1","128,746","11,852","5,685.9","52,493",777,.,.,.,.,.,.,"22,200.0","181,239","12,629"
2014,1101,Bagley Public Utilities Comm,A,Bundled,O,MN,Municipal,MISO,702.8,"6,635",544,399.7,"3,990",146,"1,403.8","14,631",69,.,.,.,"2,506.3","25,256",759
2014,1148,City of Baldwin City- (KS),A,Bundled,O,KS,Municipal,SWPP,"2,358.2","16,794","1,650","2,123.3","16,211",236,.,.,.,.,.,.,"4,481.5","33,005","1,886"
2014,1149,Baldwin County El Member Corp,A,Bundled,O,AL,Cooperative,AEC,"107,206.0","911,009","63,737","45,592.0","450,541","6,669",.,.,.,.,.,.,"152,798.0","1,361,550","70,406"
2014,1167,Baltimore Gas & Electric Co,A,Bundled,O,MD,Investor Owned,PJM,"1,223,991.0","8,927,905","801,160","399,082.0","3,147,168","64,114","21,617.0","195,402","2,939",.,.,.,"1,644,690.0","12,270,475","868,213"
2014,1167,Baltimore Gas & Electric Co,C,Delivery,O,MD,Investor Owned,PJM,"180,269.0","4,046,074","322,791","344,958.0","12,840,271","55,155","25,974.0","1,109,988","2,584","2,051.0","295,273",3,"553,252.0","18,291,606","380,533"
2014,1169,Bailey County Elec Coop Assn,A,Bundled,O,TX,Cooperative,SWPP,"3,161.0","24,823","3,439","4,272.0","37,946",747,"26,725.0","233,297","4,668",.,.,.,"34,158.0","296,066","8,854"
2014,1175,"Bandera Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"51,826.0","425,916","28,661","16,246.0","130,513","4,687","1,587.0","20,874",55,.,.,.,"69,659.0","577,303","33,403"
2014,1176,City of Bandon - (OR),A,Bundled,O,OR,Municipal,BPAT,"2,473.3","31,413","3,081","2,229.3","27,349",870,143.0,"1,438",5,.,.,.,"4,845.6","60,200","3,956"
2014,1179,Emera Maine,C,Delivery,O,ME,Investor Owned,NBSO,"14,440.0","190,259","29,696","7,975.0","104,528","6,375","6,795.0","224,427",188,.,.,.,"29,210.0","519,214","36,259"
2014,1179,Emera Maine,C,Delivery,O,ME,Investor Owned,ISNE,"61,321.0","615,547","102,028","48,001.0","606,162","17,781","11,449.0","291,937",46,.,.,.,"120,771.0","1,513,646","119,855"
2014,1181,City of Bangor - (WI),A,Bundled,O,WI,Municipal,MISO,"1,509.0","12,223","1,413","1,184.0","9,959",451,503.0,"5,156",7,0.0,0,0,"3,196.0","27,338","1,871"
2014,1192,City of Banning - (CA),A,Bundled,O,CA,Municipal,CISO,"13,162.2","67,086","10,748","11,359.3","56,371","1,113","2,957.7","20,044",11,0.0,0,0,"27,479.2","143,501","11,872"
2014,1196,Village of Baraga - (MI),A,Bundled,O,MI,Municipal,MISO,386.5,"3,036",647,"1,893.5","15,711",221,0.0,0,0,0.0,0,0,"2,280.0","18,747",868
2014,1201,Barbourville Utility Comm,A,Bundled,O,KY,Municipal,LGEE,"3,931.1","41,958","3,451",685.1,"7,508",515,"3,470.3","46,030",188,0.0,.,.,"8,086.5","95,496","4,154"
2014,1233,City of Barnesville - (MN),A,Bundled,O,MN,Municipal,MISO,"1,749.0","18,396","1,167",494.0,"4,950",138,.,.,.,.,.,.,"2,243.0","23,346","1,305"
2014,1251,Barron Electric Coop,A,Bundled,O,WI,Cooperative,MISO,"25,929.9","207,970","17,762","3,167.5","31,636",203,"6,982.9","105,663",140,.,.,.,"36,080.3","345,269","18,105"
2014,1273,"Bartlett Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"18,205.2","156,589","10,174","4,024.1","34,220",903,776.7,"8,734",3,.,.,.,"23,006.0","199,543","11,080"
2014,1276,"Barrow Utils & Elec Coop, Inc",A,Bundled,O,AK,Cooperative,NA,"1,413.7","11,679","1,490","4,141.5","39,665",413,.,.,.,.,.,.,"5,555.2","51,344","1,903"
2014,1279,Barry Electric Coop,A,Bundled,O,MO,Cooperative,AECI,"11,395.2","115,995","8,465","4,216.9","50,583","1,290","1,042.0","14,956",2,.,.,.,"16,654.1","181,534","9,757"
2014,1283,Bartholomew County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,"20,205.2","160,051","10,574","4,229.5","39,580",645,"17,002.1","216,083",9,.,.,.,"41,436.8","415,714","11,228"
2014,1300,City of Bartow - (FL),A,Bundled,O,FL,Municipal,FPC,"17,376.0","127,344","10,141","9,038.0","68,667","1,432","8,649.0","66,678",284,.,.,.,"35,063.0","262,689","11,857"
2014,1301,"Barton County Elec Coop, Inc",A,Bundled,O,MO,Cooperative,AECI,"10,105.0","79,115","5,010","4,399.0","38,803","1,352","1,758.0","29,583",5,.,.,.,"16,262.0","147,501","6,367"
2014,1307,Basin Electric Power Coop,A,Bundled,O,ND,Cooperative,WACM,.,.,.,.,.,.,"85,297.0","1,142,685",1,.,.,.,"85,297.0","1,142,685",1
2014,1307,Basin Electric Power Coop,A,Bundled,O,SD,Cooperative,WACM,.,.,.,538.0,"4,787",1,.,.,.,.,.,.,538.0,"4,787",1
2014,1307,Basin Electric Power Coop,A,Bundled,O,WY,Cooperative,PACE,.,.,.,33.0,577,1,.,.,.,.,.,.,33.0,577,1
2014,1325,City of Batavia - (IL),A,Bundled,O,IL,Municipal,PJM,"11,965.0","90,185","9,542","17,724.0","160,588","1,335","18,061.0","222,711",11,.,.,.,"47,750.0","473,484","10,888"
2014,1366,City of Bay City - (MI),A,Bundled,O,MI,Municipal,MISO,"15,069.7","128,922","17,696","14,138.5","127,272","2,226","5,295.0","53,886",134,.,.,.,"34,503.2","310,080","20,056"
2014,1367,"Bayfield Electric Coop, Inc",A,Bundled,O,MI,Cooperative,MISO,46.0,161,66,.,.,.,.,.,.,.,.,.,46.0,161,66
2014,1367,"Bayfield Electric Coop, Inc",A,Bundled,O,WI,Cooperative,MISO,"11,743.0","73,209","8,770",854.0,"9,015",53,.,.,.,.,.,.,"12,597.0","82,224","8,823"
2014,1417,"Beartooth Electric Coop, Inc",A,Bundled,O,MT,Cooperative,NWMT,"8,055.0","47,115","5,040","1,265.0","8,307",330,215.0,"1,551",53,.,.,.,"9,535.0","56,973","5,423"
2014,1417,"Beartooth Electric Coop, Inc",A,Bundled,O,WY,Cooperative,NWMT,649.0,"3,996",380,292.0,"2,347",64,.,.,.,.,.,.,941.0,"6,343",444
2014,1427,City of Beatrice - (NE),A,Bundled,O,NE,Municipal,SWPP,"6,713.0","72,663","5,800","2,504.0","26,974",870,"5,607.0","72,519",123,.,.,.,"14,824.0","172,156","6,793"
2014,1456,Town of Bedford - (VA),A,Bundled,O,VA,Municipal,PJM,"9,327.0","87,509","5,725","4,685.0","44,131",880,"6,428.0","94,922",29,0.0,0,0,"20,440.0","226,562","6,634"
2014,1458,"Beauregard Electric Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,"59,894.0","631,030","38,054","26,793.0","412,352","3,173",.,.,.,.,.,.,"86,687.0","1,043,382","41,227"
2014,1523,Town of Belmont - (MA),A,Bundled,O,MA,Municipal,ISNE,"13,963.0","72,023","10,347","4,889.0","25,139",900,"4,730.0","27,870",32,.,.,.,"23,582.0","125,032","11,279"
2014,1525,City of Beloit - (KS),A,Bundled,O,KS,Municipal,SWPP,"2,174.0","17,122","2,313","1,577.0","12,172",469,"1,687.0","17,658",33,.,.,.,"5,438.0","46,952","2,815"
2014,1529,"Beltrami Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,"36,373.0","318,456","19,117","8,611.0","81,270","1,390",5.4,43,16,0.0,0,0,"44,989.4","399,769","20,523"
2014,1566,City of Bennettsville - (SC),A,Bundled,O,SC,Municipal,SC,"6,379.0","48,423","3,999","4,277.0","41,395",532,.,.,.,.,.,.,"10,656.0","89,818","4,531"
2014,1573,City of Benson - (MN),A,Bundled,O,MN,Municipal,MISO,"1,394.5","15,530","1,521",531.2,"5,114",266,"1,163.3","14,900",52,.,.,.,"3,089.0","35,544","1,839"
2014,1578,Benton County,A,Bundled,O,TN,Municipal,TVA,"13,768.0","118,287","8,511","7,368.0","59,126","1,779","2,529.0","30,881",3,0.0,0,0,"23,665.0","208,294","10,293"
2014,1579,PUD No 1 of Benton County,A,Bundled,O,WA,Political Subdivision,BPAT,"52,862.0","696,804","41,758","34,445.0","540,006","7,504","26,044.0","544,512",791,.,.,.,"113,351.0","1,781,322","50,053"
2014,1581,City of Benton - (AR),A,Bundled,O,AR,Municipal,MISO,"13,125.9","131,682","11,286","5,657.0","66,598","1,677","3,491.4","41,713",22,.,.,.,"22,274.3","239,993","12,985"
2014,1582,City of Benton - (KY),A,Bundled,O,KY,Municipal,TVA,"2,885.0","25,046","1,827","3,766.0","33,907",670,999.0,"11,671",1,0.0,0,0,"7,650.0","70,624","2,498"
2014,1586,City of Bentonville - (AR),A,Bundled,O,AR,Municipal,SWPP,"20,474.0","204,331","17,187","32,678.0","416,131","2,749",.,.,.,.,.,.,"53,152.0","620,462","19,936"
2014,1591,"Big Country Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"10,159.0","77,555","8,392","18,225.0","161,641","3,757","2,248.0","21,741",707,.,.,.,"30,632.0","260,937","12,856"
2014,1601,City of Beresford,A,Bundled,O,SD,Municipal,WAUE,"1,099.0","9,584",913,500.0,"4,926",232,"1,285.0","14,274",16,.,.,.,"2,884.0","28,784","1,161"
