Utility Characteristics,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
2014,4604,City of Crystal Falls,A,Bundled,O,MI,Municipal,MISO,"1,184.0","7,791","1,339","1,174.0","8,683",266,0.0,0,0,0.0,0,0,"2,358.0","16,474","1,605"
2014,4607,City of Cuba City,A,Bundled,O,WI,Municipal,MISO,910.4,"7,398",937,"1,126.4","9,912",150,0.0,0,0,0.0,0,0,"2,036.8","17,310","1,087"
2014,4610,City of Cuero - (TX),A,Bundled,O,TX,Municipal,ERCO,"4,960.9","44,967","3,036","3,687.7","35,051",538,"4,011.6","45,435",3,.,.,.,"12,660.2","125,453","3,577"
2014,4617,Cullman Power Board,A,Bundled,O,AL,Municipal,TVA,"9,489.0","92,987","6,578","17,356.0","164,346","1,864","1,681.0","19,193",3,0.0,0,0,"28,526.0","276,526","8,445"
2014,4618,"Cullman Electric Coop, Inc",A,Bundled,O,AL,Cooperative,TVA,"62,481.0","558,653","34,720","25,932.0","213,420","7,528","21,486.0","294,216",18,0.0,0,0,"109,899.0","1,066,289","42,266"
2014,4619,Town of Culpeper- (VA),A,Bundled,O,VA,Municipal,PJM,"5,940.0","46,554","4,345","3,705.0","29,546",819,"1,854.0","23,600",14,0.0,0,0,"11,499.0","99,700","5,178"
2014,4622,"Cumberland Valley Electric, Inc.",A,Bundled,O,KY,Cooperative,PJM,"32,714.0","323,674","21,947","2,989.0","26,936","1,493","10,426.0","126,719",102,.,.,.,"46,129.0","477,329","23,542"
2014,4622,"Cumberland Valley Electric, Inc.",A,Bundled,O,TN,Cooperative,PJM,91.0,885,77,.,.,.,.,.,.,.,.,.,91.0,885,77
2014,4624,Cumberland Elec Member Corp,A,Bundled,O,TN,Cooperative,TVA,"164,163.0","1,514,866","79,471","54,394.0","472,434","10,325","39,779.0","583,657",33,0.0,0,0,"258,336.0","2,570,957","89,829"
2014,4632,Cuming County Public Pwr Dist,A,Bundled,O,NE,Political Subdivision,SWPP,"4,835.7","52,066","2,793","2,905.8","31,137",746,"1,695.4","14,667",327,.,.,.,"9,436.9","97,870","3,866"
2014,4667,City of Cushing - (OK),A,Bundled,O,OK,Municipal,SWPP,"4,173.0","40,234","3,699","1,468.0","13,838",696,"4,648.0","52,629",152,.,.,.,"10,289.0","106,701","4,547"
2014,4671,Custer Public Power District,A,Bundled,O,NE,Political Subdivision,SWPP,"8,379.0","76,643","4,559","4,582.0","39,190","1,019","12,359.0","88,913","4,881",.,.,.,"25,320.0","204,746","10,459"
2014,4675,Cuivre River Electric Coop Inc,A,Bundled,O,MO,Cooperative,AECI,"84,413.0","1,005,210","59,701","3,690.0","37,381","1,119","17,518.0","274,441",217,.,.,.,"105,621.0","1,317,032","61,037"
2014,4683,City of Cuyahoga Falls - (OH),A,Bundled,O,OH,Municipal,PJM,"18,486.2","173,568","22,855","6,539.3","59,702","1,815","17,723.3","187,467",181,.,.,.,"42,748.8","420,737","24,851"
2014,4704,"DS&O Electric Cooperative, Inc.",A,Bundled,O,KS,Cooperative,SWPP,"13,989.0","97,278","7,158","4,556.0","30,842","1,217",899.0,"6,505",4,.,.,.,"19,444.0","134,625","8,379"
2014,4715,Dahlberg Light & Power Co,A,Bundled,O,WI,Investor Owned,MISO,"8,672.0","72,220","10,219","2,284.0","19,364","1,158","1,634.0","18,099",39,.,.,.,"12,590.0","109,683","11,416"
2014,4717,Dakota Valley Elec Coop Inc,A,Bundled,O,ND,Cooperative,MISO,"12,918.5","134,021","5,399","6,305.3","66,723",651,"26,631.4","411,912",384,0.0,0,0,"45,855.2","612,656","6,434"
2014,4720,Dakota Energy Coop Inc,A,Bundled,O,SD,Cooperative,WAUE,"8,231.2","62,525","3,232","3,761.9","38,472",264,"8,550.7","117,548",5,.,.,.,"20,543.8","218,545","3,501"
2014,4743,"Consumers Power, Inc",A,Bundled,O,OR,Cooperative,BPAT,"25,152.1","267,108","19,833","8,020.8","103,040","1,710","1,916.4","23,537",560,.,.,.,"35,089.3","393,685","22,103"
2014,4744,Dalton Utilities,A,Bundled,O,GA,Municipal,SOCO,"14,889.0","164,749","12,463","54,083.0","616,994","4,139","40,073.0","686,096",62,.,.,.,"109,045.0","1,467,839","16,664"
2014,4794,City of Danville - (VA),A,Bundled,O,VA,Municipal,PJM,"58,115.0","476,288","37,115","30,030.0","317,036","11,087","13,247.0","181,869",39,0.0,0,0,"101,392.0","975,193","48,241"
2014,4796,"Darke Rural Electric Coop, Inc",A,Bundled,O,OH,Cooperative,PJM,"11,154.0","92,444","4,914","2,843.0","25,423",168,.,.,.,.,.,.,"13,997.0","117,867","5,082"
2014,4836,City of David City,A,Bundled,O,NE,Municipal,SWPP,"1,746.0","15,357","1,209",636.0,"6,242",216,"1,857.0","18,361",36,.,.,.,"4,239.0","39,960","1,461"
2014,4848,Daviess Martin County R E M C,A,Bundled,O,IN,Cooperative,MISO,"14,377.8","118,225","7,441","1,743.0","15,541",509,"18,734.4","274,397",61,.,.,.,"34,855.2","408,163","8,011"
2014,4911,Dawson Power District,A,Bundled,O,NE,Political Subdivision,SWPP,"25,198.0","251,746","15,589","7,260.0","78,109","1,531","25,585.0","210,850","5,759",0.0,0,0,"58,043.0","540,705","22,879"
2014,4920,City of Dayton - (TN),A,Bundled,O,TN,Municipal,TVA,"12,431.0","115,739","8,462","10,554.0","93,684","1,944","6,895.0","91,279",7,0.0,0,0,"29,880.0","300,702","10,413"
2014,4922,Dayton Power & Light Co,A,Bundled,O,OH,Investor Owned,PJM,"383,508.0","2,811,928","256,675","112,703.0","1,117,180","23,318","9,540.0","82,717",483,463.0,"3,706",1,"506,214.0","4,015,531","280,477"
2014,4922,Dayton Power & Light Co,C,Delivery,O,OH,Investor Owned,PJM,"141,410.0","2,518,456","199,312","139,874.0","3,902,463","33,917","80,669.0","3,569,668","1,246",.,.,.,"361,953.0","9,990,587","234,475"
2014,4939,"Deaf Smith Electric Coop, Inc",A,Bundled,O,TX,Cooperative,SWPP,"5,352.6","51,077","4,965","10,082.3","112,500","1,403","54,198.4","534,678","7,781",.,.,.,"69,633.3","698,255","14,149"
2014,4958,Decatur Utilities,A,Bundled,O,AL,Municipal,TVA,"32,085.0","350,327","22,476","32,715.0","339,199","4,012","28,103.0","550,939",11,0.0,0,0,"92,903.0","1,240,465","26,499"
2014,4960,Decatur County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,"14,834.7","111,974","7,419","3,690.0","35,947",407,"14,547.4","209,428",6,.,.,.,"33,072.1","357,349","7,832"
2014,4975,Deep East Texas Elec Coop Inc,A,Bundled,O,TX,Cooperative,MISO,"64,966.0","548,314","37,693","15,232.3","128,177","3,840","8,209.0","99,751",19,.,.,.,"88,407.3","776,242","41,552"
2014,5015,Delano Municipal Utilities,A,Bundled,O,MN,Municipal,MISO,"1,863.5","18,529","2,040",528.7,"5,344",336,"2,528.0","30,944",82,0.0,0,0,"4,920.2","54,817","2,458"
2014,5027,Delmarva Power,A,Bundled,O,DE,Investor Owned,PJM,"365,116.8","2,673,209","243,578","102,462.6","902,845","23,741","2,755.3","28,710",115,.,.,.,"470,334.7","3,604,764","267,434"
2014,5027,Delmarva Power,A,Bundled,O,MD,Investor Owned,PJM,"252,525.4","1,745,573","145,753","56,135.8","451,707","15,142",927.7,"10,314",98,.,.,.,"309,588.9","2,207,594","160,993"
2014,5027,Delmarva Power,C,Delivery,O,DE,Investor Owned,PJM,"16,688.1","335,331","28,046","55,112.8","2,555,735","10,372","12,585.7","1,620,440",119,.,.,.,"84,386.6","4,511,506","38,537"
2014,5027,Delmarva Power,C,Delivery,O,MD,Investor Owned,PJM,"22,512.0","433,632","29,541","39,865.7","1,265,474","11,283","6,698.1","396,231",132,.,.,.,"69,075.8","2,095,337","40,956"
2014,5056,City of Denison - (IA),A,Bundled,O,IA,Municipal,WAUE,"2,449.4","34,220","2,648","1,566.1","24,373",500,"5,463.1","96,229",65,.,.,.,"9,478.6","154,822","3,213"
2014,5063,City of Denton - (TX),A,Bundled,O,TX,Municipal,ERCO,"57,403.3","565,857","44,241","36,140.8","312,394","5,753","41,132.4","542,805",127,.,.,.,"134,676.5","1,421,056","50,121"
2014,5070,Delaware Electric Cooperative,A,Bundled,O,DE,Cooperative,PJM,"121,921.0","1,060,347","78,631","26,003.0","241,351","9,395",0.0,0,0,0.0,0,0,"147,924.0","1,301,698","88,026"
2014,5078,"Denton County Elec Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"317,443.0","2,945,797","167,566","48,290.0","429,337","12,169","98,785.1","1,197,667","1,913",.,.,.,"464,518.1","4,572,801","181,648"
2014,5086,Delta Montrose Electric Assn,A,Bundled,O,CO,Cooperative,WACM,"34,933.6","261,014","28,754","9,381.4","75,875","3,422","20,440.9","239,736",199,.,.,.,"64,755.9","576,625","32,375"
2014,5107,City of Detroit - (MI),A,Bundled,O,MI,Municipal,MISO,23.3,231,117,"16,477.8","207,279",111,.,.,.,246.1,"2,925",1,"16,747.2","210,435",229
2014,5109,DTE Electric Company,A,Bundled,O,MI,Investor Owned,MISO,"2,177,593.0","14,932,840","1,943,880","1,760,379.0","16,790,364","198,146","767,178.0","10,199,382",802,154.0,"1,320",1,"4,705,304.0","41,923,906","2,142,829"
2014,5109,DTE Electric Company,C,Delivery,O,MI,Investor Owned,MISO,39.0,572,47,"67,099.0","3,028,379","5,149","24,424.0","2,003,533",117,.,.,.,"91,562.0","5,032,484","5,313"
2014,5111,City of Detroit Lakes - (MN),A,Bundled,O,MN,Municipal,MISO,"6,825.0","72,448","5,765","3,235.2","35,783","1,198","6,413.5","85,363",107,.,.,.,"16,473.7","193,594","7,070"
2014,5148,City of Dickson,A,Bundled,O,TN,Municipal,TVA,"45,474.0","450,587","27,704","26,241.0","243,295","5,980","11,902.0","151,986",17,0.0,0,0,"83,617.0","845,868","33,701"
2014,5175,Dixie Electric Power Assn,A,Bundled,O,MS,Cooperative,MISO,"64,725.6","546,898","34,814","23,071.5","211,328","3,509","9,765.9","94,154",21,.,.,.,"97,563.0","852,380","38,344"
2014,5202,Dixie Electric Membership Corp,A,Bundled,O,LA,Cooperative,MISO,"165,411.5","1,678,147","98,457","14,564.9","142,245","6,138","25,730.1","307,078",542,.,.,.,"205,706.5","2,127,470","105,137"
2014,5204,Dixie Electric Coop,A,Bundled,O,AL,Cooperative,AEC,"36,163.0","295,334","19,036","19,240.0","156,163","3,309","3,570.0","39,207",7,.,.,.,"58,973.0","490,704","22,352"
2014,5309,City of Dothan - (AL),A,Bundled,O,AL,Municipal,SOCO,"38,269.0","397,095","25,373","41,937.0","450,799","5,053","11,346.0","167,879",9,0.0,0,0,"91,552.0","1,015,773","30,435"
2014,5325,City of Douglas,A,Bundled,O,GA,Municipal,SOCO,"6,312.0","63,664","3,994","22,897.0","224,100","1,847",.,.,.,.,.,.,"29,209.0","287,764","5,841"
2014,5326,PUD No 1 of Douglas County,A,Bundled,O,WA,Political Subdivision,DOPD,"11,601.0","397,862","14,094","6,131.0","218,086","1,101","3,611.0","138,657",295,.,.,.,"21,343.0","754,605","15,490"
2014,5327,Douglas Electric Coop - (OR),A,Bundled,O,OR,Cooperative,BPAT,"11,564.0","118,373","8,967","1,850.0","18,791",736,557.0,"5,915",9,.,.,.,"13,971.0","143,079","9,712"
2014,5328,"Douglas Electric Coop, Inc",A,Bundled,O,SD,Cooperative,WAUE,"2,108.1","18,346",728,639.2,"5,788",90,.,.,.,.,.,.,"2,747.3","24,134",818
2014,5335,City of Dover - (DE),A,Bundled,O,DE,Municipal,PJM,"25,270.0","199,449","20,024","26,847.0","227,978","3,348","25,225.0","275,669",41,.,.,.,"77,342.0","703,096","23,413"
2014,5336,City of Dover - (OH),A,Bundled,O,OH,Municipal,PJM,"7,135.0","58,765","5,794","3,917.0","31,189",871,"14,343.0","146,636",103,.,.,.,"25,395.0","236,590","6,768"
2014,5394,Dubois Rural Electric Coop Inc,A,Bundled,O,IN,Cooperative,MISO,"19,732.0","164,163","12,430","2,231.0","18,883",872,"9,583.0","104,253",80,.,.,.,"31,546.0","287,299","13,382"
2014,5399,Duck River Elec Member Corp,A,Bundled,O,TN,Cooperative,TVA,"114,535.0","1,075,522","61,147","52,504.0","464,814","10,816","17,828.0","291,128",9,0.0,0,0,"184,867.0","1,831,464","71,972"
2014,5416,"Duke Energy Carolinas, LLC",A,Bundled,O,NC,Investor Owned,DUK,"2,241,939.8","21,232,503","1,624,552","1,828,551.6","22,869,336","266,710","781,260.0","12,640,107","4,873",679.9,"8,670",1,"4,852,431.3","56,750,616","1,896,136"
2014,5416,"Duke Energy Carolinas, LLC",A,Bundled,O,SC,Investor Owned,DUK,"699,416.4","6,633,843","464,747","477,316.6","5,727,023","89,598","477,585.6","8,841,923","1,646",.,.,.,"1,654,318.6","21,202,789","555,991"
2014,5417,Dunn County Electric Coop,A,Bundled,O,WI,Cooperative,MISO,"17,200.0","138,509","9,076","2,189.0","19,996",540,"3,136.0","41,476",3,.,.,.,"22,525.0","199,981","9,619"
2014,5429,City of Duncan - (OK),A,Bundled,O,OK,Municipal,SWPP,"9,774.9","92,337","7,508","6,418.3","60,039","1,448","2,646.9","38,406",49,.,.,.,"18,840.1","190,782","9,005"
2014,5470,ConocoPhillips Company,B,Energy,O,IL,Retail Power Marketer,MISO,.,.,.,.,.,.,"56,447.6","1,389,356",2,.,.,.,"56,447.6","1,389,356",2
2014,5470,ConocoPhillips Company,B,Energy,O,MT,Retail Power Marketer,NWMT,.,.,.,.,.,.,"18,343.0","427,487",3,.,.,.,"18,343.0","427,487",3
2014,5470,ConocoPhillips Company,D,Bundled,O,TX,Retail Power Marketer,ERCO,.,.,.,"7,522.7","115,665",3,"24,726.7","438,229",5,.,.,.,"32,249.4","553,894",8
2014,5480,Town of Danvers,A,Bundled,O,MA,Municipal,ISNE,"14,613.0","92,300","11,258","5,431.0","36,328","1,694","24,461.0","181,380",405,.,.,.,"44,505.0","310,008","13,357"
2014,5487,Duquesne Light Co,A,Bundled,O,PA,Investor Owned,PJM,"316,784.4","2,220,685","307,940","132,814.3","1,195,638","34,679","19,018.3","151,731",390,0.0,0,0,"468,617.0","3,568,054","343,009"
2014,5487,Duquesne Light Co,C,Delivery,O,PA,Investor Owned,PJM,"119,499.5","1,847,331","219,811","127,129.9","5,277,900","27,649","29,323.7","3,012,500",735,580.0,"16,719",1,"276,533.1","10,154,450","248,196"
2014,5509,City of Dyersburg,A,Bundled,O,TN,Municipal,TVA,"13,402.0","141,280","9,421","13,881.0","130,724","2,394","11,137.0","157,183",14,0.0,0,0,"38,420.0","429,187","11,829"
2014,5535,Egyptian Electric Coop Assn,A,Bundled,O,IL,Cooperative,MISO,"27,507.0","216,597","13,574","12,962.0","135,191","1,345",.,.,.,.,.,.,"40,469.0","351,788","14,919"
2014,5551,City of Eagle River - (WI),A,Bundled,O,WI,Municipal,MISO,691.1,"5,626",925,"2,788.8","27,186",541,0.0,0,0,0.0,0,0,"3,479.9","32,812","1,466"
2014,5574,East Central Energy,A,Bundled,O,MN,Cooperative,MISO,"72,912.0","520,177","47,780","28,816.0","283,812","5,166","6,887.0","101,223",152,0.0,0,0,"108,615.0","905,212","53,098"
2014,5574,East Central Energy,A,Bundled,O,WI,Cooperative,MISO,"6,301.0","48,397","4,768",741.0,"6,062",281,2.0,28,1,0.0,0,0,"7,044.0","54,487","5,050"
2014,5575,City of East Grand Forks - (MN),A,Bundled,O,MN,Municipal,MISO,"4,143.3","39,311","3,724","3,246.0","38,106",554,"6,451.3","83,337",11,0.0,0,0,"13,840.6","160,754","4,289"
2014,5578,East Mississippi Elec Pwr Assn,A,Bundled,O,MS,Cooperative,TVA,"16,977.0","138,989","9,825","12,904.0","112,279","2,898",0.0,0,0,0.0,0,0,"29,881.0","251,268","12,723"
2014,5582,City of East Point - (GA),A,Bundled,O,GA,Municipal,SOCO,"19,192.0","142,752","13,981","22,874.0","205,511","1,299",.,.,.,.,.,.,"42,066.0","348,263","15,280"
2014,5585,Eastern Illinois Elec Coop,A,Bundled,O,IL,Cooperative,MISO,"26,946.0","187,771","11,422","7,023.0","52,528","2,115",759.0,"7,163",3,.,.,.,"34,728.0","247,462","13,540"
2014,5588,East-Central Iowa Rural Elec Coop,A,Bundled,O,IA,Cooperative,MISO,"15,530.0","138,714","7,809","5,187.0","56,177",853,"1,289.0","16,338",5,.,.,.,"22,006.0","211,229","8,667"
2014,5598,East Central Oklahoma Elec Coop Inc,A,Bundled,O,OK,Cooperative,AECI,"41,715.0","415,212","28,940","11,726.0","126,825","4,359",.,.,.,.,.,.,"53,441.0","542,037","33,299"
2014,5605,Eastern Iowa Light & Power Coop,A,Bundled,O,IA,Cooperative,MISO,"38,191.2","310,550","21,644","5,794.5","52,937","1,844","17,578.7","268,968",16,.,.,.,"61,564.4","632,455","23,504"
2014,5609,Eastern Maine Electric Coop,C,Delivery,O,ME,Cooperative,NBSO,"5,206.9","56,848","10,490","1,718.9","21,985","2,014",972.1,"15,482",28,0.0,0,0,"7,897.9","94,315","12,532"
2014,5625,Easton Utilities Comm,A,Bundled,O,MD,Municipal,PJM,"12,135.4","110,952","8,214","16,369.0","149,696","2,327",.,.,.,.,.,.,"28,504.4","260,648","10,541"
2014,5632,Eau Claire Electric Coop,A,Bundled,O,WI,Cooperative,MISO,"18,152.0","139,391","10,065","3,270.0","33,211",628,"2,501.0","29,379",8,.,.,.,"23,923.0","201,981","10,701"
2014,5644,"Edisto Electric Coop, Inc",A,Bundled,O,SC,Cooperative,SC,"32,553.0","237,193","14,775","8,070.6","53,943","5,040","1,936.3","18,194",18,.,.,.,"42,559.9","309,330","19,833"
2014,5656,Edgecombe-Martin County E M C,A,Bundled,O,NC,Cooperative,PJM,"21,069.0","164,265","10,485","4,177.0","39,008","1,097","1,872.0","28,706",7,.,.,.,"27,118.0","231,979","11,589"
2014,5661,City of Edmond - (OK),A,Bundled,O,OK,Municipal,SWPP,"42,113.0","474,369","33,772","27,923.0","413,426","4,773",900.0,"14,908",83,.,.,.,"70,936.0","902,703","38,628"
2014,5701,El Paso Electric Co,A,Bundled,O,NM,Investor Owned,EPE,"84,021.0","651,515","83,132","101,286.0","910,681","11,136","6,644.0","78,800",8,.,.,.,"191,951.0","1,640,996","94,276"
2014,5701,El Paso Electric Co,A,Bundled,O,TX,Investor Owned,EPE,"231,921.0","1,982,610","269,145","295,131.0","3,000,832","33,552","61,493.0","984,520",41,.,.,.,"588,545.0","5,967,962","302,738"
2014,5703,Empire Natural Gas Corporation,B,Energy,O,NY,Retail Power Marketer,NYIS,0.0,0,0,"2,883.0","42,575",632,227.0,"3,259",29,0.0,0,0,"3,110.0","45,834",661
2014,5729,Electrical Dist No8 Maricopa,A,Bundled,O,AZ,Political Subdivision,AZPS,.,.,.,.,.,.,"16,193.0","298,537",535,.,.,.,"16,193.0","298,537",535
2014,5730,City of Elberton,A,Bundled,O,GA,Municipal,SOCO,"4,708.4","38,459","3,345","7,131.0","61,125","1,015","3,254.5","42,552",3,.,.,.,"15,093.9","142,136","4,363"
2014,5742,Eldridge City Utilities,A,Bundled,O,IA,Municipal,MISO,"1,602.0","20,269","2,162",543.0,"7,406",250,810.0,"12,786",16,.,.,.,"2,955.0","40,461","2,428"
2014,5748,Electric Energy Inc,A,Bundled,O,KY,Investor Owned,EEI,.,.,.,"2,137.0","46,462",1,.,.,.,.,.,.,"2,137.0","46,462",1
2014,5760,City of Elizabeth City - (NC),A,Bundled,O,NC,Municipal,CPLE,"19,277.0","137,845","10,137","17,486.0","162,097","1,850",.,.,.,.,.,.,"36,763.0","299,942","11,987"
2014,5763,City of Elizabethton - (TN),A,Bundled,O,TN,Municipal,TVA,"36,330.0","342,494","22,889","16,464.0","153,358","3,164","2,288.0","29,667",2,0.0,0,0,"55,082.0","525,519","26,055"
2014,5773,City of Elk River,A,Bundled,O,MN,Municipal,MISO,"10,832.0","78,936","8,303","3,257.0","26,615","1,005","15,747.0","168,995",141,.,.,.,"29,836.0","274,546","9,449"
2014,5777,City of Elkhorn - (WI),A,Bundled,O,WI,Municipal,MISO,"3,744.0","30,137","4,006","2,153.0","21,912",712,"5,942.0","60,112",64,.,.,.,"11,839.0","112,161","4,782"
2014,5780,Elkhorn Rural Public Pwr Dist,A,Bundled,O,NE,Political Subdivision,SWPP,"11,163.0","114,876","5,897","3,259.0","32,115",752,"12,415.0","104,870","2,800",.,.,.,"26,837.0","251,861","9,449"
2014,5832,Elmhurst Mutual Power & Light Co,A,Bundled,O,WA,Cooperative,BPAT,"13,391.0","224,735","13,637","2,123.0","40,165",659,.,.,.,.,.,.,"15,514.0","264,900","14,296"
2014,5841,City of Ely - (MN),A,Bundled,O,MN,Municipal,MISO,"1,560.4","17,957","1,680","1,924.1","19,652",310,51.7,"1,100",20,.,.,.,"3,536.2","38,709","2,010"
2014,5860,Empire District Electric Co,A,Bundled,O,AR,Investor Owned,SWPP,"4,681.2","41,972","3,622","3,343.7","35,085",774,"5,713.8","78,597",9,0.0,0,0,"13,738.7","155,654","4,405"
2014,5860,Empire District Electric Co,A,Bundled,O,KS,Investor Owned,SWPP,"12,395.2","113,151","8,251","6,875.8","59,521","1,379","4,966.3","60,541",48,.,.,.,"24,237.3","233,213","9,678"
2014,5860,Empire District Electric Co,A,Bundled,O,MO,Investor Owned,SWPP,"213,937.9","1,741,812","126,168","172,039.0","1,561,658","23,324","70,347.0","845,207",277,.,.,.,"456,323.9","4,148,677","149,769"
2014,5860,Empire District Electric Co,A,Bundled,O,OK,Investor Owned,SWPP,"5,454.2","53,481","3,796","5,266.0","55,598",882,"3,706.9","47,210",12,.,.,.,"14,427.1","156,289","4,690"
2014,5862,"Empire Electric Assn, Inc",A,Bundled,O,CO,Cooperative,WACM,"14,436.0","95,948","12,178","11,789.0","98,359","2,303","37,052.0","487,902",114,.,.,.,"63,277.0","682,209","14,595"
2014,5862,"Empire Electric Assn, Inc",A,Bundled,O,UT,Cooperative,WACM,"1,056.0","6,935",970,"1,120.0","8,969",284,4.0,17,7,.,.,.,"2,180.0","15,921","1,261"
2014,5880,"Energy Coop of New York, Inc",B,Energy,O,NY,Retail Power Marketer,NYIS,"7,584.6","103,253","3,440","34,022.3","499,042","2,020",497.1,"7,317",32,.,.,.,"42,104.0","609,612","5,492"
2014,5880,"Energy Coop of New York, Inc",B,Energy,O,PA,Retail Power Marketer,PJM,.,.,.,"34,022.3","177,007",221,.,.,.,.,.,.,"34,022.3","177,007",221
2014,5905,Excelsior Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"31,369.8","324,757","20,422","4,794.1","44,139","1,417","2,782.9","31,087",296,.,.,.,"38,946.8","399,983","22,135"
2014,5929,"Fairfield Electric Coop, Inc",A,Bundled,O,SC,Cooperative,SC,"49,928.0","391,724","25,575","9,546.0","79,834","1,387","12,323.0","184,071",15,.,.,.,"71,797.0","655,629","26,977"
2014,5930,Village of Fairport - (NY),A,Bundled,O,NY,Municipal,NYIS,"14,875.2","260,312","15,348","6,002.7","98,612","1,426","3,477.2","88,964",15,.,.,.,"24,355.1","447,888","16,789"
2014,5935,Borough of Ephrata - (PA),A,Bundled,O,PA,Municipal,PJM,"8,990.0","65,588","5,767","8,177.2","63,273",817,578.1,"4,565",16,.,.,.,"17,745.3","133,426","6,600"
2014,5953,"Entergy Solutions, Ltd",B,Energy,O,MA,Retail Power Marketer,ISNE,.,.,.,.,.,.,721.6,"8,716",1,.,.,.,721.6,"8,716",1
2014,5961,Town of Erwin - (TN),A,Bundled,O,TN,Municipal,TVA,"10,284.0","101,376","7,612","6,772.0","66,656","1,328","4,650.0","60,592",6,0.0,0,0,"21,706.0","228,624","8,946"
2014,5964,"Escambia River Elec Coop, Inc",A,Bundled,O,FL,Cooperative,AEC,"18,907.0","134,781","8,950","5,895.0","42,823","1,304",.,.,.,.,.,.,"24,802.0","177,604","10,254"
2014,5969,City of Escondido - (CA),A,Bundled,O,CA,Municipal,CISO,0.0,0,0,.,.,.,.,.,.,.,.,.,0.0,0,0
2014,5997,Town of Estes Park,A,Bundled,O,CO,Municipal,PSCO,"7,355.0","61,469","8,197","6,147.0","65,706","2,072",.,.,.,.,.,.,"13,502.0","127,175","10,269"
2014,5998,City of Estherville - (IA),A,Bundled,O,IA,Municipal,WAUE,"2,570.0","20,319","2,687","3,109.0","29,661",526,751.0,"7,571",1,.,.,.,"6,430.0","57,551","3,214"
2014,6008,City of Etowah,A,Bundled,O,TN,Municipal,TVA,"7,008.0","62,132","4,374","3,455.0","29,550",762,"10,097.0","180,962",2,0.0,0,0,"20,560.0","272,644","5,138"
2014,6019,City of Eudora - (KS),A,Bundled,O,KS,Municipal,SWPP,"2,816.7","24,489","2,332","1,189.1","11,401",161,637.9,"8,398",1,.,.,.,"4,643.7","44,288","2,494"
2014,6022,City of Eugene - (OR),A,Bundled,O,OR,Municipal,BPAT,"100,206.1","919,175","80,307","77,141.3","872,330","9,449","27,145.8","544,791",4,.,.,.,"204,493.2","2,336,296","89,760"
2014,6043,City of Evansville,A,Bundled,O,WI,Municipal,MISO,"3,621.5","27,689","3,268","3,454.8","24,618",660,913.3,"8,818",1,0.0,0,0,"7,989.6","61,125","3,929"
2014,6112,"Farmers Electric Coop, Inc - (IA)",A,Bundled,O,IA,Cooperative,MISO,"8,622.1","64,946","4,657","1,324.6","13,096",94,"2,041.7","27,936",3,.,.,.,"11,988.4","105,978","4,754"
2014,6132,City of Fairbury,A,Bundled,O,NE,Municipal,SWPP,"3,074.0","34,564","2,684","1,633.0","18,679",562,"1,910.0","27,002",18,.,.,.,"6,617.0","80,245","3,264"
2014,6138,City of Fairfax - (MN),A,Bundled,O,MN,Municipal,MISO,600.0,"6,693",583,374.0,"3,615",147,226.0,"2,090",8,.,.,.,"1,200.0","12,398",738
2014,6145,City of Fairhope - (AL),A,Bundled,O,AL,Municipal,SOCO,"9,478.8","77,674","5,591","5,129.3","38,809",945,"5,459.8","51,981",74,.,.,.,"20,067.9","168,464","6,610"
2014,6149,City of Ellensburg - (WA),A,Bundled,O,WA,Municipal,BPAT,"5,947.9","74,275","7,913","7,326.1","118,436","1,442",448.5,"6,396",1,.,.,.,"13,722.5","199,107","9,356"
2014,6151,Fairmont Public Utilities Comm,A,Bundled,O,MN,Municipal,MISO,"4,559.7","41,862","4,992","5,287.7","55,051",822,"4,415.2","50,409",12,.,.,.,"14,262.6","147,322","5,826"
2014,6168,Farmers Electric Coop - (IA),A,Bundled,O,IA,Cooperative,MISO,"1,458.0","12,227",732,"1,161.0","9,236",29,.,.,.,.,.,.,"2,619.0","21,463",761
2014,6169,Fall River Rural Elec Coop Inc,A,Bundled,O,ID,Cooperative,BPAT,"15,099.0","134,774","11,277","7,779.0","101,672","2,271",.,.,.,.,.,.,"22,878.0","236,446","13,548"
2014,6169,Fall River Rural Elec Coop Inc,A,Bundled,O,MT,Cooperative,BPAT,"1,870.0","16,674","1,385","2,478.0","30,965",509,.,.,.,.,.,.,"4,348.0","47,639","1,894"
2014,6169,Fall River Rural Elec Coop Inc,A,Bundled,O,WY,Cooperative,BPAT,476.0,"4,565",261,317.0,"3,619",57,.,.,.,.,.,.,793.0,"8,184",318
2014,6173,Fannin County Electric Coop,A,Bundled,O,TX,Cooperative,ERCO,"17,288.0","127,785","9,099","2,007.0","18,508",279,11.0,69,12,.,.,.,"19,306.0","146,362","9,390"
2014,6175,City of Falls City - (NE),A,Bundled,O,NE,Municipal,SWPP,"1,920.0","24,866","2,143","1,991.0","25,430",555,247.0,"3,588",6,.,.,.,"4,158.0","53,884","2,704"
