Utility Characteristics,,,,IEEE Standard,,,,,,,,,Other Standard,,,,,,,,
Data Year,Utility Number,Utility Name,State,SAIDI With MED,SAIDI Without MED,SAIDI With MED Minus LOS,SAIFI With MED,SAIFI Without MED,SAIFI With MED Minus LOS,Number of Customers,Highest Dist. Voltage,Outages Recorded Automatically,SAIDI With MED,SAIDI Without MED,SAIFI With MED,SAIFI Without MED,Number of Customers,Inactive Accounts Included,Momentary Interruptions,Highest Dist. Voltage,Outages Recorded Automatically
2015,4524,"Crawford Electric Coop, Inc",MO,384.400,317.200,320.700,2.082,1.908,1.418,"19,570",25.0,Y, , , , , ,,, ,
2015,4577,Crow Wing Cooperative Power & Light Comp,MN,491.002,71.316,490.080,1.120,0.653,0.977,"42,087",15.0,Y, , , , , ,,, ,
2015,4618,"Cullman Electric Coop, Inc",AL,523.020,348.080,523.020,2.990,2.460,2.990,"42,531",24.9,Y, , , , , ,,, ,
2015,4619,Town of Culpeper- (VA),VA, , , , , , , , ,Y, , , , , ,,, ,
2015,4622,"Cumberland Valley Electric, Inc.",KY,170.100,170.100,149.800,1.996,1.996,1.595,"23,770",25.0,Y, , , , , ,,, ,
2015,4624,Cumberland Elec Member Corp,TN, , , , , , , , ,,213.000, ,2.440, ,"92,719",N,F,25.0,Y
2015,4675,Cuivre River Electric Coop Inc,MO,122.574,97.392,122.574,1.007,0.088,1.007,"62,080",25.0,N, , , , , ,,, ,
2015,4683,City of Cuyahoga Falls - (OH),OH,73.960,19.250,73.960,0.567,0.200,0.567,"24,854",23.0,N, , , , , ,,, ,
2015,4704,"DS&O Electric Cooperative, Inc.",KS, , , , , , , , ,,10.200,9.100,0.100,0.100,"8,350",N,F,12.5,Y
2015,4717,Dakota Valley Elec Coop Inc,ND,192.000,116.100,164.000,1.164,1.021,0.919,"6,474",25.0,Y, , , , , ,,, ,
2015,4794,City of Danville - (VA),VA,37.127,24.141,5.000,0.200,0.200,0.000,"42,050",12.5,Y, , , , , ,,, ,
2015,4848,Daviess Martin County R E M C,IN,372.000,278.000,354.000,2.440,2.000,2.190,"8,049",12.5,N, , , , , ,,, ,
2015,4911,Dawson Power District,NE, , , , , , , , ,,153.800, , , ,"22,909",N,O, ,
2015,4922,Dayton Power & Light Co,OH,118.570,105.840,113.390,0.960,0.920,0.880,"577,709",12.0,N, , , , , ,,, ,
2015,4939,"Deaf Smith Electric Coop, Inc",TX,988.400,430.500,934.200,3.500,2.300,3.000,"14,314",14.4,Y, , , , , ,,, ,
2015,4958,Decatur Utilities,AL, , , , , , , , ,,25.115, ,0.753, ,"26,498",N,O,12.5,Y
2015,4960,Decatur County Rural E M C,IN,391.100,219.300,372.800,2.390,0.710,2.270,"7,867",12.5,Y, , , , , ,,, ,
2015,4975,Deep East Texas Elec Coop Inc,TX,474.444,414.432,276.822, , , ,"41,728",12.5,N, , , , , ,,, ,
2015,5027,Delmarva Power,DE,213.000,118.000,201.000,1.460,1.240,1.250,"308,123",69.0,Y, , , , , ,,, ,
2015,5027,Delmarva Power,MD,202.000,111.000,190.000,1.380,1.200,1.240,"205,816",69.0,Y, , , , , ,,, ,
2015,5063,City of Denton - (TX),TX,50.140,50.140, ,0.830,0.830, ,"51,240",69.0,Y, , , , , ,,, ,
2015,5070,Delaware Electric Cooperative,DE,121.480,109.170,111.550,1.810,1.530,1.810,"89,342",12.0,, , , , , ,,, ,
2015,5078,"Denton County Elec Coop, Inc",TX,35.390,32.690, ,1.460,1.420, ,"196,333",34.9,Y, , , , , ,,, ,
2015,5109,DTE Electric Company,MI,277.000,187.000,277.000,1.000,0.910,1.000,"2,167,276",13.2,Y, , , , , ,,, ,
2015,5111,City of Detroit Lakes - (MN),MN, , , , , , , , ,,3.380,3.380,0.070,0.070,"7,111",N,L,12.4,N
2015,5148,City of Dickson,TN,183.270,183.270,183.270,1.568,1.568,1.568,"34,095",13.0,Y, , , , , ,,, ,
2015,5175,Dixie Electric Power Assn,MS, , , , , , , , ,,157.974,157.974,1.532,1.532,"36,497",N,F,24.9,Y
2015,5202,Dixie Electric Membership Corp,LA,370.200,261.600,363.000,4.709,4.057,3.667,"104,880",69.0,Y, , , , , ,,, ,
2015,5204,Dixie Electric Coop,AL,138.060,138.060,129.660, , , ,"22,616", ,N, , , , , ,,, ,
2015,5394,Dubois Rural Electric Coop Inc,IN, , , , , , , , ,,1.100,1.100,0.030,0.030,"13,447",N,L,12.5,Y
2015,5399,Duck River Elec Member Corp,TN,401.830,170.450,375.990,2.110,1.780,1.860,"71,882",25.0,Y, , , , , ,,, ,
2015,5416,"Duke Energy Carolinas, LLC",NC,213.000,143.000,182.000,1.170,0.990,0.990,"1,914,496",35.0,Y, , , , , ,,, ,
2015,5416,"Duke Energy Carolinas, LLC",SC,423.000,166.000,310.000,1.420,1.040,1.070,"565,124",35.0,Y, , , , , ,,, ,
2015,5417,Dunn County Electric Coop,WI,185.220,185.220,146.800,1.307,1.033,1.021,"10,070",7.2,Y, , , , , ,,, ,
2015,5429,City of Duncan - (OK),OK, , , , , , , , ,,228.990, ,2.230, ,"9,022",N,O,13.2,N
2015,5487,Duquesne Light Co,PA, , , , , , , , ,,71.000,71.000,0.750,0.750,"586,149",N,F,23.0,N
2015,5509,City of Dyersburg,TN,53.419,53.419,53.419,0.900,0.900,0.900,"11,859",13.2,N, , , , , ,,, ,
2015,5574,East Central Energy,MN,84.000,74.600,77.000,1.005,0.962,0.842,"58,696",14.4,N, , , , , ,,, ,
2015,5575,City of East Grand Forks - (MN),MN, , , , , , , , ,,83.820,14.023,1.110,0.378,"4,483",N,F,12.5,N
2015,5578,East Mississippi Elec Pwr Assn,MS,128.400,128.400,128.400,1.514,1.514,1.514,"12,011",25.0,N, , , , , ,,, ,
2015,5580,"East Kentucky Power Coop, Inc",KY, , , , , , , , ,,31.490,20.270,0.383,0.378,"529,143",N,L,69.0,N
2015,5585,Eastern Illinois Elec Coop,IL,238.200,126.000,195.900,1.980,1.340,1.520,"13,470",7.2,Y, , , , , ,,, ,
2015,5588,East-Central Iowa Rural Elec Coop,IA, , , , , , , , ,,61.000,61.000,0.930,0.930,"8,686",N,F,12.5,Y
2015,5598,East Central Oklahoma Elec Coop Inc,OK,221.880,221.880, ,1.729,1.729, ,"33,148",25.0,Y, , , , , ,,, ,
2015,5605,Eastern Iowa Light & Power Coop,IA,121.080,103.000,90.740,1.500,1.250,1.500,"23,341",7.2,N, , , , , ,,, ,
2015,5609,Eastern Maine Electric Coop,ME,550.940,510.500,388.820,7.730,7.390,6.020,"12,582",24.9,Y, , , , , ,,, ,
2015,5625,Easton Utilities Comm,MD, , , , , , , , ,,16.300, ,0.299, ,"10,566",Y,F,25.0,N
2015,5632,Eau Claire Electric Coop,WI, , , , , , , , ,,151.100,55.600,1.397,0.849,"10,714",N,L,12.5,Y
2015,5644,"Edisto Electric Coop, Inc",SC,98.943,69.227,98.943, , , ,"19,936",14.4,N, , , , , ,,, ,
2015,5656,Edgecombe-Martin County E M C,NC,243.700,135.700,225.320,2.020,1.550,1.970,"11,542",25.0,N, , , , , ,,, ,
2015,5661,City of Edmond - (OK),OK,"1,177.550",32.830, ,1.984,0.430, ,"38,343",12.4,N, , , , , ,,, ,
2015,5701,El Paso Electric Co,NM,121.936,84.344,121.936,1.463,1.339,1.463,"95,701",23.9,Y, , , , , ,,, ,
2015,5701,El Paso Electric Co,TX,94.686,83.728,94.686,0.868,0.799,0.868,"308,795",23.9,Y, , , , , ,,, ,
2015,5773,City of Elk River,MN,23.720,23.720,23.720,0.300,0.300,0.300,"9,499",12.5,N, , , , , ,,, ,
2015,5780,Elkhorn Rural Public Pwr Dist,NE, , , , , , , , ,,119.890,50.070,0.036,0.033,"9,454",N,F,12.5,N
2015,5860,Empire District Electric Co,AR,269.070,62.540,0.000,1.978,0.556,0.000,"5,013",12.5,N, , , , , ,,, ,
2015,5860,Empire District Electric Co,KS,208.880,91.630,0.000,2.163,1.303,0.000,"10,770",12.5,N, , , , , ,,, ,
2015,5860,Empire District Electric Co,MO,115.720,115.720,0.000,1.338,1.338,0.000,"163,031",25.0,N, , , , , ,,, ,
2015,5860,Empire District Electric Co,OK,168.000,168.000,0.000,2.502,2.502,0.000,"6,687",12.7,N, , , , , ,,, ,
2015,5862,"Empire Electric Assn, Inc",CO,129.120,129.120,129.120,0.909,0.909,0.909,"15,957",44.0,Y, , , , , ,,, ,
2015,5905,Excelsior Electric Member Corp,GA, , , , , , , , ,,238.200,238.200, , ,"22,288",N,O,25.0,Y
2015,5929,"Fairfield Electric Coop, Inc",SC, , , , , , , , ,,108.040,90.380,1.260,1.150,"27,901",N,L,25.0,Y
2015,5930,Village of Fairport - (NY),NY, , , , , , , , ,,40.780,37.160,0.390,0.390,"16,719",Y,F,12.5,N
2015,5935,Borough of Ephrata - (PA),PA,48.205, ,48.205,0.500, ,0.500,"6,662",12.5,N, , , , , ,,, ,
2015,5961,Town of Erwin - (TN),TN, , , , , , , , ,,72.450,72.450,1.045,1.045,"8,902",Y,L,12.5,N
2015,6022,City of Eugene - (OR),OR,53.800,41.100, ,0.400,0.360, ,"90,092",12.5,Y, , , , , ,,, ,
2015,6112,"Farmers Electric Coop, Inc - (IA)",IA,53.960,53.960,45.100,0.750,0.750,0.750,"4,751",34.5,N, , , , , ,,, ,
2015,6145,City of Fairhope - (AL),AL, , , , , , , , ,,32.180,32.180,0.950,0.950,"6,179",N,L,46.0,N
2015,6168,Farmers Electric Coop - (IA),IA,10.520,10.520,0.000,0.145,0.145, ,650,12.0,Y, , , , , ,,, ,
2015,6169,Fall River Rural Elec Coop Inc,ID,192.750,147.170,34.550,1.900,1.780,1.740,"15,902",12.0,Y, , , , , ,,, ,
2015,6181,"Farmers Electric Coop, Inc - (MO)",MO, , , , , , , , ,,1.529,1.529,0.045,0.045,"12,927",N,O,13.2,N
2015,6182,"Farmers Electric Coop, Inc - (TX)",TX,209.260,121.480,193.360,1.750,1.290,1.530,"50,583",24.9,N, , , , , ,,, ,
2015,6194,Farmers Rural Electric Coop Corp - (KY),KY,175.110,149.660,169.480,2.180,1.670,2.040,"24,192",68.9,N, , , , , ,,, ,
2015,6198,"Farmers Electric Coop, Inc - (NM)",NM, , , , , , , , ,,251.000,129.000,3.072,2.849,"13,122",N,F, ,N
2015,6204,City of Farmington - (NM),NM,99.590,99.590,99.590,1.160,1.160,1.160,"44,786",13.8,Y, , , , , ,,, ,
2015,6234,City of Fayetteville,TN, , , , , , , , ,,138.156,138.156,2.724,2.724,"18,177",Y,,14.4,Y
2015,6258,Federated Rural Electric Assn,MN,150.700,150.700,111.000,2.100,2.100,1.300,"5,796",7.2,Y, , , , , ,,, ,
2015,6272,"FEM Electric Assn, Inc",SD,163.000,163.000,55.000,1.450,1.450,0.540,"2,137",12.4,N, , , , , ,,, ,
2015,6335,"Firelands Electric Coop, Inc",OH,141.000,141.000,0.000, , , ,"9,039",7.2,N, , , , , ,,, ,
2015,6342,First Electric Coop Corp,AR,252.868,173.616,223.194,2.567,2.334,2.316,"90,243",25.0,Y, , , , , ,,, ,
2015,6374,Fitchburg Gas & Elec Light Co,MA,55.180,55.180, ,1.020,1.020, ,"29,412",13.8,Y, , , , , ,,, ,
2015,6395,Flathead Electric Coop Inc,MT,456.560,186.910,435.870,1.870,1.500,1.810,"62,544",24.9,Y, , , , , ,,, ,
2015,6411,Flint Electric Membership Corp,GA, , , , , , , , ,,1.100,1.100,0.034,0.034,"83,655",N,L,25.0,Y
2015,6431,"Flint Hills Rural E C A, Inc",KS,898.000,240.400,653.900,4.609,2.881,2.130,"6,613",7.2,Y, , , , , ,,, ,
2015,6442,Fleming-Mason Energy Coop Inc,KY,362.200,123.400, ,1.400,0.840, ,"24,025",25.0,Y, , , , , ,,, ,
2015,6443,"Florida Keys El Coop Assn, Inc",FL,87.738,43.550,0.000,1.385,1.077,0.000,"31,585",25.0,Y, , , , , ,,, ,
2015,6452,Florida Power & Light Co,FL,65.080,61.800,65.080,0.820,0.790,0.820,"4,796,829",23.0,Y, , , , , ,,, ,
2015,6455,"Duke Energy Florida, Inc",FL,97.000,97.000,93.000,1.210,1.210,1.170,"1,724,120",25.0,Y, , , , , ,,, ,
2015,6457,Florida Public Utilities Co,FL, , , , , , , , ,,266.100,127.400,3.300,1.600,"28,436",N,L,12.5,N
2015,6491,Foley Board of Utilities,AL, , , , , , , , ,,371.000,94.000,2.730,1.476,"43,791",N,F,12.5,Y
2015,6582,City of Forest Grove,OR, , , , , , , , ,,6.100, ,0.010, ,"9,584",N,L,12.0,N
2015,6604,City of Fort Collins - (CO),CO, , , , , , , , ,,20.600,20.600,0.370,0.370,"70,593",N,L,13.8,N
2015,6608,Fort Loudoun Electric Coop,TN,"2,157.900",409.080,"2,144.580",4.614,3.547,4.354,"30,926",13.0,Y, , , , , ,,, ,
2015,6616,Fort Pierce Utilities Authority,FL, , , , , , , , ,, ,40.569, ,0.498,"28,251",Y,L,15.0,N
2015,6640,Four County Elec Member Corp,NC, , , , , , , , ,,300.440,94.990, , ,"32,535",Y,L,7.2,Y
2015,6641,4-County Electric Power Assn,MS,281.160,137.050,275.390,2.000,1.530,1.770,"46,138",13.0,Y, , , , , ,,, ,
2015,6709,Easley Combined Utility System,SC,68.400,68.400,68.400,0.820,0.820,0.820,"14,133",12.5,Y, , , , , ,,, ,
2015,6716,PUD No 1 of Franklin County,WA, , , , , , , , ,,44.000,44.000,0.750,0.750,"29,233",N,F,12.5,N
2015,6722,Franklin Rural Electric Coop - (IA),IA, , , , , , , , ,,39.800,39.800,0.420,0.420,"1,915",N,F,7.2,N
2015,6775,Village of Freeport - (NY),NY, , , , , , , , ,,22.346,22.346,0.100,0.100,"14,686",N,F,13.8,N
2015,6779,City of Fremont - (NE),NE, , , , , , , , ,,12.352,8.790,0.200,0.100,"15,202",Y,F,15.0,N
2015,6782,Freeborn-Mower Coop Services,MN,106.400,51.000,100.300,0.610,0.450,0.550,"12,206",24.9,Y, , , , , ,,, ,
2015,6804,Frontier Power Company,OH,182.000,182.000,102.000,1.820,1.820,0.960,"9,023",12.5,Y, , , , , ,,, ,
2015,6839,City of Fulton - (MO),MO,53.930,19.570,53.930,0.837,0.837,0.837,"5,442",13.8,Y, , , , , ,,, ,
2015,6894,City of Gaffney - (SC),SC, , , , , , , , ,,33.430,33.430,0.400,0.400,"7,432",,L,25.0,N
2015,6909,Gainesville Regional Utilities,FL, , , , , , , , ,,49.560,47.070,1.190,1.020,"92,534",N,L,12.5,
2015,6923,City of Gallatin - (TN),TN, , , , , , , , ,,119.180,26.530,2.240,0.660,"17,679",N,L,69.0,N
2015,6957,"Garkane Energy Coop, Inc",UT,873.577,185.226,873.577, , , ,"13,232", ,N, , , , , ,,, ,
2015,6958,City of Garland - (TX),TX, , , , , , , , ,,84.150,24.500,0.730,0.450,"69,491",,L,12.5,N
2015,7027,City of Gastonia - (NC),NC, , , , , , , , ,,7.000,7.000,0.100,0.100,"26,882",N,F,15.0,N
2015,7090,GreyStone Power Corporation,GA,126.320,96.460,122.020,1.600,1.410,1.520,"123,284",25.0,Y, , , , , ,,, ,
2015,7096,City of Geneva- (IL),IL,19.309,19.309, ,0.400,0.400, ,"10,153",34.5,Y, , , , , ,,, ,
2015,7129,City of Georgetown - (TX),TX, , , , , , , , ,,62.903,45.911,0.835,0.728,"24,317",N,F,25.0,Y
2015,7140,Georgia Power Co,GA,175.100,114.900, ,1.500,1.300, ,"2,366,621",38.0,Y, , , , , ,,, ,
2015,7174,Gibson Electric Members Corp,TN,100.610,100.610,0.000,15.517,15.517,0.000,"34,470",25.0,Y, , , , , ,,, ,
2015,7264,"Glades Electric Coop, Inc",FL,415.723,63.451,359.400,3.480,0.800,3.480,"16,232",24.9,Y, , , , , ,,, ,
2015,7270,City of Glasgow - (KY),KY, , , , , , , , ,,38.530, ,0.760, ,"7,360",N,F,12.5,N
2015,7294,City of Glendale - (CA),CA, , , , , , , , ,,45.210,41.710,0.764,0.719,"84,566",N,L,12.5,N
2015,7303,Raccoon Valley Electric Cooperative,IA, , , , , , , , ,,61.980,61.980,1.320,1.320,"2,660",N,F,12.5,N
2015,7353,Golden Valley Elec Assn Inc,AK,"1,825.340",151.120,"1,825.340",3.750,1.570,3.750,"45,464",35.0,N, , , , , ,,, ,
2015,7456,Graham County Electric Coop Inc,AZ,159.150,78.170,159.150,2.790,0.805,2.790,"9,444",14.4,N, , , , , ,,, ,
2015,7460,Goodhue County Coop Elec Assn,MN,122.540,44.050,122.540,0.720,0.430,0.720,"5,015",12.5,N, , , , , ,,, ,
2015,7483,City of Grand Haven - (MI),MI, , , , , , , , ,,51.800,0.000,0.437,0.000,"13,500",N,O,13.2,N
2015,7489,Grand Rapids Public Util Comm,MN, , , , , , , , ,,36.000, ,0.600, ,"7,226",N,F,23.0,N
2015,7548,PUD No 1 of Grays Harbor County,WA, , , , , , , , ,,445.500,445.500,2.050,2.050,"40,916",N,L,23.5,N
2015,7559,"Grayson-Collin Elec Coop, Inc",TX, , , , , , , , ,,187.600,131.600, , ,"43,097",N,L,25.0,Y
2015,7563,Grand Valley Power,CO,56.847,36.947,56.847, , , ,"17,545",24.9,Y, , , , , ,,, ,
2015,7601,Green Mountain Power Corp,VT, , , , , , , , ,,207.600,207.600,1.740,1.740,"260,631",N,O,34.5,Y
2015,7625,City of Greeneville - (TN),TN,119.138,88.222,119.138,1.482,1.400,1.482,"37,563",13.0,Y, , , , , ,,, ,
2015,7627,City of Greenfield - (IN),IN,20.488,20.488,0.000,0.310,0.310,0.000,"10,000", ,Y, , , , , ,,, ,
2015,7634,City of Greenville - (TX),TX, , , , , , , , ,,49.600, ,0.884, ,"14,038",N,L,12.5,N
2015,7639,Greenville Utilities Comm,NC, , , , , , , , ,,18.000,18.000,0.270,0.270,"64,452",N,L,12.5,N
2015,7651,Greenwood Utilities Comm,MS,99.900,99.900, ,2.300,2.300, ,"9,248",13.8,N, , , , , ,,, ,
2015,7654,Greer Commission of Public Wks,SC, , , , , , , , ,,0.580, ,0.730, ,"23,852",N,L,12.4,Y
2015,7716,Groton Dept of Utilities - (CT),CT,200.630,58.490,200.630,1.280,0.740,1.280,"14,292",34.5,N, , , , , ,,, ,
2015,7720,"Grundy Electric Coop, Inc",MO, , , , , , , , ,,148.950,35.570, , ,"6,699",N,O,13.2,N
2015,7752,Guadalupe Valley Elec Coop Inc,TX,81.600,81.600,69.600,1.270,1.270,1.270,"77,394",24.9,Y, , , , , ,,, ,
2015,7787,Gunnison County Elec Assn.,CO, , , , , , , , ,,4.878,4.878, , ,"10,565",N,F,29.0,N
2015,7801,Gulf Power Co,FL, , , , , , , , ,,89.200,76.000,0.852,0.788,"449,471",N,F,25.0,Y
2015,7864,Grundy County Rural Elec Coop,IA, , , , , , , , ,,74.400,74.400,0.850,0.850,"2,227",N,O,12.5,N
2015,7870,H-D Electric Coop Inc,SD,153.270,83.540,152.570,2.140,1.340,1.790,"3,532",7.2,N, , , , , ,,, ,
2015,7887,Habersham Electric Membership Corp,GA,"1,302.840",156.630,"1,249.900",3.700,1.570,3.510,"31,939",12.5,Y, , , , , ,,, ,
2015,7891,Guernsey-Muskingum El Coop Inc,OH, , , , , , , , ,,315.000,315.000,2.400,2.400,"16,922",N,F,12.5,Y
2015,7977,City of Hamilton - (OH),OH,58.534, , ,0.834, , ,"29,788",13.8,N, , , , , ,,, ,
2015,8000,NineStar Connect,IN, , , , , , , , ,,136.600,126.360,1.830,1.680,"13,648",N,F,15.0,Y
2015,8034,Hancock-Wood Electric Coop Inc,OH,71.720,71.720,56.310,1.006,1.006,0.714,"13,018",12.5,Y, , , , , ,,, ,
2015,8055,City of Hannibal - (MO),MO,35.260,35.260,35.260,1.080,1.080,1.080,"8,749",13.8,N, , , , , ,,, ,
2015,8104,Town of Hardwick,VT, , , , , , , , ,, , ,3.500,3.500,"4,343",N,O, ,N
2015,8179,Harrison County Rural E M C,IN,207.600,134.600,190.700,2.047,1.553,1.548,"22,557",7.2,Y, , , , , ,,, ,
2015,8198,City of Harrisonburg - (VA),VA, , , , , , , , ,,12.000,12.000,0.200,0.200,"20,865",N,F,23.0,N
2015,8199,City of Harrisonville - (MO),MO,14.821,8.900,14.820,0.105,0.105,0.105,"4,763",12.5,Y, , , , , ,,, ,
2015,8210,Hart Electric Member Corp,GA,440.268,82.068,431.834,1.689,0.938,1.573,"35,565",12.5,N, , , , , ,,, ,
2015,8212,Hartford Electric,WI, , , , , , , , ,,5.977,0.000,0.049,0.000,"6,940",N,L,25.0,N
2015,8276,Havana Power & Light Company,FL, , , , , , , , ,,16.550,16.550,0.243,0.243,"1,427",N,L,12.0,N
2015,8283,Harrison County Rrl Elec Coop,IA, , , , , , , , ,,101.000,70.100,0.983,0.713,"3,718",N,L,12.5,N
2015,8287,Hawaii Electric Light Co Inc,HI, , , , , , , , ,,479.900,150.300,5.180,2.730,"83,622",N,L,13.8,N
2015,8298,Hawkeye Tri-County El Coop Inc,IA,56.506,54.003,56.506,0.440,0.430,0.440,"6,698",7.2,N, , , , , ,,, ,
2015,8319,Heartland Power Coop,IA,49.184,49.184, ,0.710,0.710, ,"5,211",15.0,N, , , , , ,,, ,
2015,8333,Haywood Electric Member Corp,NC,543.344,392.132,358.920,3.627,3.193,3.626,"26,286",12.5,N, , , , , ,,, ,
2015,8447,Hendricks County Rural E M C,IN,150.700,57.600,140.400,1.010,0.620,0.890,"30,322",12.5,Y, , , , , ,,, ,
2015,8449,Henderson City Utility Comm,KY, , , , , , , , ,, , , , , ,,, ,
2015,8515,City of Hermiston,OR, , , , , , , , ,,3.533, ,1.799, ,"5,202",N,F, ,Y
2015,8566,High Plains Power Inc,WY, , , , , , , , ,,207.329,207.329,1.000,1.000,"13,257",N,L,34.5,N
2015,8571,Town of High Point,NC,93.019,60.360, ,1.249,0.894, ,"41,035",12.4,Y, , , , , ,,, ,
2015,8620,"HILCO Electric Cooperative, Inc.",TX,716.380,279.570,716.030,2.130,1.590,2.090,"25,366",14.4,N, , , , , ,,, ,
2015,8699,Inland Power & Light Company,WA, , , , , , , , ,,117.671,10.900,6.470,2.061,"40,164",N,O,12.5,Y
2015,8723,City of Holland,MI,28.460,18.180,28.460,0.400,0.320,0.400,"27,958",12.5,Y, , , , , ,,, ,
2015,8761,Holmes-Wayne Electric Coop Inc,OH,252.700,250.200,237.900,1.732,1.720,1.577,"17,243",12.5,N, , , , , ,,, ,
2015,8764,"Holston Electric Coop, Inc",TN, , , , , , , , ,,208.400,164.380,2.500,2.040,"29,191",N,F,12.5,Y
2015,8773,"Holy Cross Electric Assn, Inc",CO,69.600,69.600,64.200, , , ,"55,909",24.9,N, , , , , ,,, ,
2015,8774,City of Holyoke - (MA),MA,21.120,21.120,21.120,0.600,0.600,0.600,"17,480",34.5,Y, , , , , ,,, ,
2015,8786,Horry Electric Coop Inc,SC,86.910,73.273,74.554,1.222,1.167,0.769,"71,681",25.0,N, , , , , ,,, ,
2015,8795,City of Homestead - (FL),FL, , , , , , , , ,,188.460,188.460,1.526,1.526,"23,224",N,L,13.2,N
2015,8796,City of Hingham - (MA),MA, , , , , , , , ,,23.890,23.890,0.307,0.307,"9,626",Y,L,13.8,N
2015,8840,City of Hope,AR,125.679, ,125.679,2.200, ,2.200,"6,800",13.8,N, , , , , ,,, ,
2015,8898,Houston County Elec Coop Inc,TX, , , , , , , , ,,970.300,340.100,4.300,2.700,"21,004",N,L,25.0,Y
2015,8901,CenterPoint Energy,TX,258.840,134.750,258.350,1.980,1.330,1.980,"2,394,231",35.0,Y, , , , , ,,, ,
2015,8972,City of Hudson - (OH),OH,1.640,0.000,1.640,0.021,0.000,0.021,"6,650",12.5,Y, , , , , ,,, ,
2015,8973,Town of Hudson - (MA),MA, , , , , , , , ,,41.000,6.600,1.360,0.090,"12,772",N,L,13.8,N
2015,9087,Town of Huntersville - (NC),NC, , , , , , , , ,,142.000, ,1.977, ,"4,973",N,L,12.5,N
2015,9096,City of Lafayette - (LA),LA, , , , , , , , ,,50.600,50.600,0.840,0.840,"65,967",N,L,15.0,Y
2015,9191,Idaho Power Co,ID,208.038,165.519,171.693,1.570,1.357,1.331,"501,205",34.5,Y, , , , , ,,, ,
2015,9191,Idaho Power Co,OR,370.923,368.201,244.785,1.948,1.931,1.507,"18,651",34.5,Y, , , , , ,,, ,
2015,9209,Illinois Rural Electric Coop,IL, , , , , , , , ,,71.123,65.927, , ,"10,356",N,L,12.5,N
2015,9216,Imperial Irrigation District,CA,75.800,52.800,66.010,0.910,0.610,0.660,"150,931",34.5,N, , , , , ,,, ,
2015,9230,City of Independence - (IA),IA,1.346,1.346,1.346,0.020,0.020,0.020,"3,169",12.5,N, , , , , ,,, ,
2015,9231,City of Independence - (MO),MO, , , , , , , , ,,508.300,23.800,1.500,0.500,"55,816",Y,F,13.2,Y
2015,9273,Indianapolis Power & Light Co,IN,219.450,48.700,219.270,0.940,0.660,0.940,"478,000",34.0,Y, , , , , ,,, ,
2015,9275,Indianola Municipal Utilities,IA,13.514,13.514, ,0.511,0.511, ,"6,327",13.2,N, , , , , ,,, ,
2015,9292,Inter County Energy Coop Corp,KY,235.121,96.870,210.877,1.560,1.020,1.359,"26,333",24.9,N, , , , , ,,, ,
2015,9324,Indiana Michigan Power Co,IN,390.300,160.100,368.400,1.243,1.049,1.120,"457,669",35.0,Y, , , , , ,,, ,
2015,9324,Indiana Michigan Power Co,MI,525.800,310.600,464.000,1.743,1.468,1.438,"127,406",35.0,Y, , , , , ,,, ,
2015,9331,Intercounty Electric Coop Assn,MO,132.127,132.127,113.746,1.419,1.419,1.118,"29,703",12.5,Y, , , , , ,,, ,
2015,9336,Intermountain Rural Elec Assn,CO,270.945,111.704,261.675,1.155,1.039,0.000,"148,554",12.5,N, , , , , ,,, ,
2015,9417,Interstate Power and Light Co,IA, , , , , , , , ,,93.100,79.100,0.900,0.850,"473,119",N,F,25.0,N
2015,9417,Interstate Power and Light Co,MN, , , , , , , , ,,72.300,42.900,0.410,0.340,"41,706",N,F,25.0,N
2015,9425,Iowa Lakes Electric Coop,IA,61.769,52.575,50.115,0.526,0.500,0.344,"12,520",12.5,N, , , , , ,,, ,
2015,9442,Town of Ipswich - (MA),MA,6.010,6.010,6.010,0.060,0.060,0.060,"7,107",13.8,N, , , , , ,,, ,
2015,9475,Itasca-Mantrap Co-op Electrical Assn,MN,243.380,110.010,159.970,2.150,1.150,1.360,"11,624",12.5,Y, , , , , ,,, ,
2015,9575,Jackson Energy Coop Corp - (KY),KY,370.270,198.110,356.820,2.280,1.937,1.964,"51,481",12.5,Y, , , , , ,,, ,
2015,9576,Jackson County Rural E M C - (IN),IN,228.619,150.816,164.936,2.391,1.806,1.452,"24,120",12.5,Y, , , , , ,,, ,
2015,9601,Jackson Electric Member Corp - (GA),GA,973.620,67.310,969.680,2.358,0.945,2.154,"213,631",25.0,Y, , , , , ,,, ,
2015,9603,City of Jackson - (MO),MO,24.238,24.238,24.238,1.200,1.200,1.200,"7,074",12.5,N, , , , , ,,, ,
2015,9605,Jackson Purchase Energy Corporation,KY,143.450,120.903,138.758,1.527,1.366,1.495,"29,167",15.0,N, , , , , ,,, ,
2015,9612,City of Jackson - (TN),TN, , , , , , , , ,, ,78.850, ,0.831,"35,352",N,L,12.5,Y
2015,9613,City of Lebanon - (IN),IN, , , , , , , , ,,39.325,39.325,0.527,0.527,"8,893",N,L,7.2,N
2015,9616,Beaches Energy Services,FL, , , , , , , , ,,39.460, ,0.771, ,"34,901",N,L,27.0,N
2015,9617,JEA,FL, , , , , , , , ,,84.080,84.080,1.670,1.670,"457,626",N,L,26.4,Y
2015,9667,City of Jasper - (IN),IN, , , , , , , , ,,6.110,6.110,0.310,0.310,"7,218",N,F,13.2,N
