Utility Characteristics,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
2015,3542,Duke Energy Ohio Inc,A,Bundled,O,OH,Investor Owned,PJM,"411,192.0","3,635,951","323,179","125,720.0","1,196,008","31,143","16,243.0","249,067",684,.,.,.,"553,155.0","5,081,026","355,006"
2015,3542,Duke Energy Ohio Inc,C,Delivery,O,OH,Investor Owned,PJM,"180,730.0","3,500,636","300,616","184,527.0","6,651,207","44,032","47,891.0","4,911,356","1,475",.,.,.,"413,148.0","15,063,199","346,123"
2015,3597,Citizens Electric Co - (PA),A,Bundled,O,PA,Investor Owned,PJM,"9,415.3","86,630","5,740","3,027.7","26,005","1,070","1,436.2","12,536",18,.,.,.,"13,879.2","125,171","6,828"
2015,3597,Citizens Electric Co - (PA),C,Delivery,O,PA,Investor Owned,PJM,6.7,257,12,116.3,"4,640",52,689.8,"44,688",21,.,.,.,812.8,"49,585",85
2015,3600,Citizens Electric Corporation - (MO),A,Bundled,O,MO,Cooperative,MISO,"39,287.0","286,579","24,245","13,143.0","111,598","2,658","67,713.0","1,172,260",102,0.0,0,0,"120,143.0","1,570,437","27,005"
2015,3634,City of Nixa - (MO),A,Bundled,O,MO,Municipal,SWPP,"11,436.3","87,881","8,540","2,719.7","22,262",908,"3,776.7","37,048",39,0.0,.,.,"17,932.7","147,191","9,487"
2015,3641,"Claiborne Electric Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,"27,897.0","315,131","21,013","7,169.7","83,309","2,383","16,968.8","239,309",97,.,.,.,"52,035.5","637,749","23,493"
2015,3644,PUD No 1 of Clallam County,A,Bundled,O,WA,Political Subdivision,BPAT,"36,892.6","408,799","27,562","12,239.5","165,551","3,333","1,407.1","23,392",4,.,.,.,"50,539.2","597,742","30,899"
2015,3647,City of Claremore,A,Bundled,O,OK,Municipal,SWPP,"14,763.1","117,000","10,302","3,987.0","31,777","1,272","11,083.6","120,545",138,.,.,.,"29,833.7","269,322","11,712"
2015,3660,PUD No 1 of Clark County - (WA),A,Bundled,O,WA,Political Subdivision,BPAT,"209,849.0","2,269,918","178,125","98,825.0","1,316,079","16,988","40,427.0","724,122",29,0.0,0,0,"349,101.0","4,310,119","195,142"
2015,3687,Clark Energy Coop Inc - (KY),A,Bundled,O,KY,Cooperative,PJM,"36,458.0","329,443","24,317","9,815.0","90,269","1,767",874.0,"10,045",1,.,.,.,"47,147.0","429,757","26,085"
2015,3701,Clark Electric Coop - (WI),A,Bundled,O,WI,Cooperative,MISO,"16,756.4","131,762","8,983","4,537.6","58,640",105,.,.,.,.,.,.,"21,294.0","190,402","9,088"
2015,3702,Clarksdale Public Utilities,A,Bundled,O,MS,Municipal,MISO,"7,051.0","66,560","5,551","7,131.0","71,915","1,491","1,338.0","16,248",4,.,.,.,"15,520.0","154,723","7,046"
2015,3704,City of Clarksville - (TN),A,Bundled,O,TN,Municipal,TVA,"92,849.0","855,040","58,717","58,522.0","547,546","8,009","5,877.0","76,748",6,0.0,0,0,"157,248.0","1,479,334","66,732"
2015,3705,Clarksville Light & Water Co,A,Bundled,O,AR,Municipal,SWPP,"4,045.0","45,656","3,730","3,333.0","36,784",712,"11,246.0","161,187",49,0.0,0,0,"18,624.0","243,627","4,491"
2015,3710,City of Clay Center - (KS),A,Bundled,O,KS,Municipal,SWPP,"2,398.2","19,805","2,221","1,357.4","10,628",344,"1,587.5","15,882",202,0.0,0,0,"5,343.1","46,315","2,767"
2015,3712,Clay County Electric Coop Corp,A,Bundled,O,AR,Cooperative,MISO,"13,975.8","109,126","10,384","7,191.0","57,216","2,173",690.3,"7,492",8,.,.,.,"21,857.1","173,834","12,565"
2015,3712,Clay County Electric Coop Corp,A,Bundled,O,MO,Cooperative,MISO,62.8,470,46,23.2,213,6,.,.,.,.,.,.,86.0,683,52
2015,3716,Clay-Union Electric Corp,A,Bundled,O,SD,Cooperative,SWPP,"5,178.0","47,894","3,101","1,236.0","14,843",187,"1,140.0","10,288",315,.,.,.,"7,554.0","73,025","3,603"
2015,3722,Clarke Electric Coop Inc - (IA),A,Bundled,O,IA,Cooperative,MISO,"8,339.0","60,707","4,983","2,814.8","27,412",291,635.9,"7,130",2,.,.,.,"11,789.7","95,249","5,276"
2015,3731,Town of Clayton,A,Bundled,O,NC,Municipal,CPLE,"9,128.0","63,138","5,240","4,366.0","38,612",645,.,.,.,.,.,.,"13,494.0","101,750","5,885"
2015,3732,Town of Clayton,A,Bundled,O,DE,Municipal,PJM,"2,083.6","13,744","1,277",639.4,"4,699",66,.,.,.,.,.,.,"2,723.0","18,443","1,343"
2015,3739,Clearwater Power Company,A,Bundled,O,ID,Cooperative,AVA,"12,145.7","112,183","8,607","2,323.9","26,789",756,"1,424.1","25,232",5,.,.,.,"15,893.7","164,204","9,368"
2015,3739,Clearwater Power Company,A,Bundled,O,OR,Cooperative,BPAT,151.5,"1,304",142,30.3,273,22,0.0,0,0,.,.,.,181.8,"1,577",164
2015,3739,Clearwater Power Company,A,Bundled,O,WA,Cooperative,AVA,"1,085.9","9,923",831,313.6,"3,402",132,452.8,"8,192",1,.,.,.,"1,852.3","21,517",964
2015,3755,Cleveland Electric Illum Co,A,Bundled,O,OH,Investor Owned,PJM,"190,581.4","1,491,047","184,197","109,130.9","860,720","18,857","47,921.2","762,800",111,0.0,0,0,"347,633.5","3,114,567","203,165"
2015,3755,Cleveland Electric Illum Co,C,Delivery,O,OH,Investor Owned,PJM,"231,700.8","3,998,925","476,946","292,777.9","5,828,524","64,991","77,215.4","5,523,843",537,844.5,"36,127",1,"602,538.6","15,387,419","542,475"
2015,3757,"Clay Electric Cooperative, Inc",A,Bundled,O,FL,Cooperative,SEC,"259,047.0","2,158,661","150,947","68,048.5","640,780","18,375","26,291.1","353,535",44,.,.,.,"353,386.6","3,152,976","169,366"
2015,3758,City of Cleveland - (TN),A,Bundled,O,TN,Municipal,TVA,"38,209.0","386,579","26,159","40,537.0","407,670","4,587","18,922.0","286,382",17,0.0,0,0,"97,668.0","1,080,631","30,763"
2015,3762,City of Cleveland - (OH),A,Bundled,O,OH,Municipal,PJM,"51,426.8","388,539","64,023","85,486.9","628,210","8,198","54,096.8","599,710",18,0.0,.,.,"191,010.5","1,616,459","72,239"
2015,3764,Clearwater-Polk Elec Coop Inc,A,Bundled,O,MN,Cooperative,MISO,"7,650.0","60,438","4,141","1,143.0","9,379",261,.,.,.,.,.,.,"8,793.0","69,817","4,402"
2015,3774,City of Clewiston,A,Bundled,O,FL,Municipal,FPC,"5,366.0","51,865","3,438","5,015.0","47,343",622,690.0,"1,770",1,.,.,.,"11,071.0","100,978","4,061"
2015,3804,Clinton Combined Utility Sys,A,Bundled,O,SC,Municipal,DUK,"6,226.0","35,034","3,474","6,539.0","41,459",593,"3,710.0","31,634",9,.,.,.,"16,475.0","108,127","4,076"
2015,3806,"Clinton County Elec Coop, Inc",A,Bundled,O,IL,Cooperative,MISO,"11,010.0","86,400","5,275","4,949.0","48,808",700,.,.,.,.,.,.,"15,959.0","135,208","5,975"
2015,3812,City of Clinton - (TN),A,Bundled,O,TN,Municipal,TVA,"39,902.0","374,479","25,267","20,575.0","182,640","4,395","14,519.0","222,575",9,0.0,0,0,"74,996.0","779,694","29,671"
2015,3814,City of Clintonville - (WI),A,Bundled,O,WI,Municipal,MISO,"1,930.0","17,460","2,298","1,913.0","19,261",483,"6,721.0","79,214",10,.,.,.,"10,564.0","115,935","2,791"
2015,3824,Clyde Light & Power,A,Bundled,O,OH,Municipal,PJM,"2,608.0","24,185","2,661","2,274.0","18,191",329,"11,042.0","177,165",9,.,.,.,"15,924.0","219,541","2,999"
2015,3828,Cloverland Electric Co-op,A,Bundled,O,MI,Cooperative,MISO,"33,129.2","279,691","34,630","34,714.2","334,326","7,663","7,759.1","95,421",4,0.0,0,0,"75,602.5","709,438","42,297"
2015,3839,Coahoma Electric Power Assn,A,Bundled,O,MS,Cooperative,MISO,"10,715.0","96,906","5,831","5,255.0","39,807","2,011","2,846.0","28,820",13,.,.,.,"18,816.0","165,533","7,855"
2015,3841,Coast Electric Power Assn,A,Bundled,O,MS,Cooperative,SOCO,"133,417.0","1,097,122","73,487","46,761.0","399,669","6,794","16,409.0","229,301",8,.,.,.,"196,587.0","1,726,092","80,289"
2015,3843,Coastal Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"32,469.0","241,077","15,458","8,478.0","74,610","2,434","13,436.6","164,829",5,.,.,.,"54,383.6","480,516","17,897"
2015,3844,"Coastal Electric Coop, Inc",A,Bundled,O,SC,Cooperative,SC,"21,758.9","140,361","10,473","2,180.9","13,830","1,106","2,792.7","25,808",49,.,.,.,"26,732.5","179,999","11,628"
2015,3850,"Codington-Clark Elec Coop, Inc",A,Bundled,O,SD,Cooperative,SWPP,"7,143.0","74,576","3,031","3,749.0","37,782",230,.,.,.,.,.,.,"10,892.0","112,358","3,261"
2015,3855,Columbia Power System,A,Bundled,O,TN,Municipal,TVA,"32,501.0","320,625","21,999","29,520.0","294,637","4,062",393.0,"4,280",2,0.0,0,0,"62,414.0","619,542","26,063"
2015,3881,City of Cody,A,Bundled,O,WY,Municipal,WACM,"4,374.0","35,108","6,077","7,453.0","82,564","1,337",.,.,.,.,.,.,"11,827.0","117,672","7,414"
2015,3892,City of Coffeyville - (KS),A,Bundled,O,KS,Municipal,SWPP,"5,527.0","51,535","5,135","8,268.1","79,661","1,047","37,268.9","609,016",7,.,.,.,"51,064.0","740,212","6,189"
2015,3913,City of Colby - (KS),A,Bundled,O,KS,Municipal,SWPP,"1,892.8","19,673","2,355",972.1,"10,262",633,"2,784.3","30,139",86,.,.,.,"5,649.2","60,074","3,074"
2015,3915,Coldwater Board of Public Util,A,Bundled,O,MI,Municipal,MISO,"4,650.0","40,039","5,663","6,128.0","59,517","1,328","22,018.0","300,971",62,.,.,.,"32,796.0","400,527","7,053"
2015,3916,Cobb Electric Membership Corp,A,Bundled,O,GA,Cooperative,SOCO,"262,049.2","2,497,093","179,794","118,030.6","1,224,614","21,293","13,509.9","190,489",97,.,.,.,"393,589.7","3,912,196","201,184"
2015,3931,Coles-Moultrie Electric Coop,A,Bundled,O,IL,Cooperative,MISO,"15,361.0","120,117","8,506","5,503.0","48,242","1,055","2,960.0","33,001",8,.,.,.,"23,824.0","201,360","9,569"
2015,3938,"Coleman County Elec Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"6,432.0","54,634","6,943","3,370.0","31,993","1,897","1,551.0","34,657",4,.,.,.,"11,353.0","121,284","8,844"
2015,3939,City of College Park - (GA),A,Bundled,O,GA,Municipal,SOCO,"8,143.0","72,328","6,903","21,088.0","208,587",892,.,.,.,.,.,.,"29,231.0","280,915","7,795"
2015,3940,City of College Station - (TX),A,Bundled,O,TX,Municipal,ERCO,"58,549.0","450,468","36,435","41,896.0","381,088","3,119",.,.,.,.,.,.,"100,445.0","831,556","39,554"
2015,3989,City of Colorado Springs - (CO),A,Bundled,O,CO,Municipal,WACM,"180,091.3","1,460,187","188,988","87,911.1","1,102,009","29,885","148,277.6","1,953,310","1,587",0.0,0,0,"416,280.0","4,515,506","220,460"
2015,3991,CMS Energy Resource Management,B,Energy,O,MI,Retail Power Marketer,MISO,.,.,.,.,.,.,"4,007.2","105,787",1,.,.,.,"4,007.2","105,787",1
2015,4003,City of Colton - (CA),A,Bundled,O,CA,Municipal,CISO,"15,945.0","100,136","16,353","14,512.6","72,810","2,753","27,008.9","182,702",83,.,.,.,"57,466.5","355,648","19,189"
2015,4005,"Columbia Basin Elec Cooperative, Inc",A,Bundled,O,OR,Cooperative,BPAT,"3,823.0","37,806","3,078","2,003.0","25,351",506,"2,389.0","44,429",243,.,.,.,"8,215.0","107,586","3,827"
2015,4007,City of Columbia City - (IN),A,Bundled,O,IN,Municipal,PJM,"4,087.6","37,766","4,023","2,341.7","21,288",694,"4,377.7","41,555",45,.,.,.,"10,807.0","100,609","4,762"
2015,4008,Columbia Power Coop Assn Inc,A,Bundled,O,OR,Cooperative,BPAT,"1,412.0","13,459","1,361",427.0,"4,568",234,438.0,"5,839",251,.,.,.,"2,277.0","23,866","1,846"
2015,4040,Calhoun County Elec Coop Assn,A,Bundled,O,IA,Cooperative,MISO,"3,580.0","26,303","1,656",475.0,"4,502",23,.,.,.,.,.,.,"4,055.0","30,805","1,679"
2015,4041,"Columbia Rural Elec Assn, Inc",A,Bundled,O,OR,Cooperative,BPAT,91.5,883,44,32.4,145,30,414.1,"5,586",69,.,.,.,538.0,"6,614",143
2015,4041,"Columbia Rural Elec Assn, Inc",A,Bundled,O,WA,Cooperative,BPAT,"5,359.3","49,594","3,296","5,311.5","58,883","1,361","15,555.8","233,522",537,.,.,.,"26,226.6","341,999","5,194"
2015,4045,City of Columbia - (MO),A,Bundled,O,MO,Municipal,MISO,"46,438.1","414,458","41,708","45,716.9","493,718","6,642","19,592.9","254,520",32,0.0,0,0,"111,747.9","1,162,696","48,382"
2015,4063,Co-Mo Electric Coop Inc,A,Bundled,O,MO,Cooperative,AECI,"38,881.1","346,020","28,901","6,535.9","63,255","2,340",769.0,"9,703",1,.,.,.,"46,186.0","418,978","31,242"
2015,4065,City of Columbus - (OH),A,Bundled,O,OH,Municipal,PJM,"7,925.5","62,970","9,380","12,939.6","108,469","2,697","59,414.5","611,696",420,0.0,0,0,"80,279.6","783,135","12,497"
2015,4068,City of Columbus - (MS),A,Bundled,O,MS,Municipal,TVA,"12,806.0","132,507","9,317","23,051.0","234,690","3,671","2,313.0","26,753",5,0.0,0,0,"38,170.0","393,950","12,993"
2015,4071,"Columbus Electric Coop, Inc",A,Bundled,O,AZ,Cooperative,PNM,360.3,"2,145",422,58.1,372,35,359.1,"2,937",24,.,.,.,777.5,"5,454",481
2015,4071,"Columbus Electric Coop, Inc",A,Bundled,O,NM,Cooperative,PNM,"3,659.8","23,063","3,484","2,696.1","18,183",742,"6,868.6","52,198",300,.,.,.,"13,224.5","93,444","4,526"
2015,4073,City of Columbus - (WI),A,Bundled,O,WI,Municipal,MISO,"2,300.3","17,898","2,341","3,004.0","26,428",430,"2,234.1","26,765",2,0.0,0,0,"7,538.4","71,091","2,773"
2015,4100,"Commerce Energy, Inc.",B,Energy,O,CA,Retail Power Marketer,CISO,"6,928.6","76,513","8,777","17,070.2","260,750","2,200",0.0,0,0,0.0,0,0,"23,998.8","337,263","10,977"
2015,4100,"Commerce Energy, Inc.",B,Energy,O,DE,Retail Power Marketer,PJM,"14,253.4","149,030","11,579",0.0,0,0,0.0,0,0,0.0,0,0,"14,253.4","149,030","11,579"
2015,4100,"Commerce Energy, Inc.",B,Energy,O,IL,Retail Power Marketer,PJM,"18,375.3","208,469","29,316",226.9,"2,718",175,0.0,0,0,0.0,0,0,"18,602.2","211,187","29,491"
2015,4100,"Commerce Energy, Inc.",B,Energy,O,MD,Retail Power Marketer,PJM,"27,045.5","243,989","24,553",924.6,"8,379",338,0.0,0,0,0.0,0,0,"27,970.1","252,368","24,891"
2015,4100,"Commerce Energy, Inc.",B,Energy,O,MI,Retail Power Marketer,MISO,0.0,0,0,"1,157.4","10,144",173,0.0,0,0,0.0,0,0,"1,157.4","10,144",173
2015,4100,"Commerce Energy, Inc.",B,Energy,O,NJ,Retail Power Marketer,PJM,"6,736.3","54,862","7,123",128.2,942,46,0.0,0,0,0.0,0,0,"6,864.5","55,804","7,169"
2015,4100,"Commerce Energy, Inc.",B,Energy,O,OH,Retail Power Marketer,PJM,"37,848.3","419,227","47,739",661.4,"7,902",282,0.0,0,0,0.0,0,0,"38,509.7","427,129","48,021"
2015,4100,"Commerce Energy, Inc.",B,Energy,O,PA,Retail Power Marketer,PJM,"16,529.8","154,683","18,383","5,205.1","43,072","4,363",0.0,0,0,0.0,0,0,"21,734.9","197,755","22,746"
2015,4110,Commonwealth Edison Co,A,Bundled,O,IL,Investor Owned,PJM,"1,555,163.7","11,806,478","1,666,929","765,118.4","7,749,547","169,515","60,769.1","952,290",127,0.0,0,0,"2,381,051.2","20,508,315","1,836,571"
2015,4110,Commonwealth Edison Co,C,Delivery,O,IL,Investor Owned,PJM,"889,896.3","14,689,551","1,853,400","651,447.3","24,771,920","204,828","397,419.7","26,257,317","1,853","7,149.6","504,457",2,"1,945,912.9","66,223,245","2,060,083"
2015,4117,Community Electric Coop,A,Bundled,O,VA,Cooperative,PJM,"20,084.1","170,326","9,131","3,208.0","26,348","1,831",448.7,"5,508",35,.,.,.,"23,740.8","202,182","10,997"
2015,4146,Concho Valley Elec Coop Inc,A,Bundled,O,TX,Cooperative,ERCO,"13,502.3","105,735","9,924","10,213.5","100,845","2,791","7,786.8","105,305","1,344",.,.,.,"31,502.6","311,885","14,059"
2015,4147,Town of Concord - (MA),A,Bundled,O,MA,Municipal,ISNE,"10,753.6","72,156","6,840","7,194.1","45,280","1,272","7,132.1","54,912",25,.,.,.,"25,079.8","172,348","8,137"
2015,4150,City of Concord - (NC),A,Bundled,O,NC,Municipal,DUK,"34,417.5","329,555","24,848","37,025.2","425,095","4,281","9,494.1","131,191",57,.,.,.,"80,936.8","885,841","29,186"
2015,4153,"Concordia Electric Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,"12,801.5","148,180","11,833","5,851.3","54,524","1,814",902.7,"6,459",136,.,.,.,"19,555.5","209,163","13,783"
2015,4160,Callaway Electric Cooperative,A,Bundled,O,MO,Cooperative,AECI,"20,081.0","170,831","12,094","3,494.0","38,083",783,.,.,.,.,.,.,"23,575.0","208,914","12,877"
2015,4176,Connecticut Light & Power Co,A,Bundled,O,CT,Investor Owned,ISNE,"1,302,370.9","6,503,674","747,267","344,551.8","2,007,176","63,592","29,442.8","187,222","1,696",.,.,.,"1,676,365.5","8,698,072","812,555"
2015,4176,Connecticut Light & Power Co,C,Delivery,O,CT,Investor Owned,ISNE,"338,794.1","3,590,384","370,630","492,975.4","7,460,634","47,886","101,437.0","2,154,740","1,541","5,687.1","167,257",2,"938,893.6","13,373,015","420,059"
2015,4191,Consolidated Edison Sol Inc,B,Energy,O,CT,Retail Power Marketer,ISNE,"45,491.8","482,379","42,606","36,852.7","388,551","2,315",0.0,0,0,0.0,0,0,"82,344.5","870,930","44,921"
2015,4191,Consolidated Edison Sol Inc,B,Energy,O,DC,Retail Power Marketer,PJM,101.1,"1,317",132,"21,423.2","315,067",126,0.0,0,0,0.0,0,0,"21,524.3","316,384",258
2015,4191,Consolidated Edison Sol Inc,B,Energy,O,DE,Retail Power Marketer,PJM,0.0,0,0,"9,760.3","132,295",365,0.0,0,0,0.0,0,0,"9,760.3","132,295",365
2015,4191,Consolidated Edison Sol Inc,B,Energy,O,IL,Retail Power Marketer,PJM,488.6,"6,887",693,"15,054.4","216,184",229,0.0,0,0,0.0,0,0,"15,543.0","223,071",922
2015,4191,Consolidated Edison Sol Inc,B,Energy,O,MA,Retail Power Marketer,ISNE,"142,098.5","1,117,178","151,150","162,044.6","1,694,583","9,280",0.0,0,0,0.0,0,0,"304,143.1","2,811,761","160,430"
2015,4191,Consolidated Edison Sol Inc,B,Energy,O,MD,Retail Power Marketer,PJM,"22,884.0","275,099","16,539","8,766.9","108,942",702,0.0,0,0,0.0,0,0,"31,650.9","384,041","17,241"
2015,4191,Consolidated Edison Sol Inc,B,Energy,O,ME,Retail Power Marketer,ISNE,0.0,0,0,"4,696.9","56,615",192,0.0,0,0,0.0,0,0,"4,696.9","56,615",192
2015,4191,Consolidated Edison Sol Inc,B,Energy,O,NH,Retail Power Marketer,ISNE,0.0,0,0,"23,835.0","290,509","1,929",0.0,0,0,0.0,0,0,"23,835.0","290,509","1,929"
2015,4191,Consolidated Edison Sol Inc,B,Energy,O,NJ,Retail Power Marketer,PJM,"15,255.3","294,027","22,148","142,805.3","1,586,458","5,087",0.0,0,0,0.0,0,0,"158,060.6","1,880,485","27,235"
2015,4191,Consolidated Edison Sol Inc,B,Energy,O,NY,Retail Power Marketer,NYIS,"25,577.0","241,506","32,562","305,909.0","3,669,402","14,972",0.0,0,0,0.0,0,0,"331,486.0","3,910,908","47,534"
2015,4191,Consolidated Edison Sol Inc,B,Energy,O,OH,Retail Power Marketer,PJM,0.0,0,0,"13,836.0","231,361",465,0.0,0,0,0.0,0,0,"13,836.0","231,361",465
2015,4191,Consolidated Edison Sol Inc,B,Energy,O,PA,Retail Power Marketer,NYIS,363.0,"3,853",337,741.0,"9,159",72,.,.,.,.,.,.,"1,104.0","13,012",409
2015,4191,Consolidated Edison Sol Inc,B,Energy,O,PA,Retail Power Marketer,PJM,"45,069.7","628,209","47,701","82,895.1","1,090,300","5,679",0.0,0,0,0.0,0,0,"127,964.8","1,718,509","53,380"
2015,4191,Consolidated Edison Sol Inc,B,Energy,O,RI,Retail Power Marketer,ISNE,0.0,0,0,"5,786.6","69,864",601,0.0,0,0,0.0,0,0,"5,786.6","69,864",601
2015,4191,Consolidated Edison Sol Inc,D,Bundled,O,TX,Retail Power Marketer,ERCO,0.0,0,0,"34,420.1","683,781","3,523",0.0,0,0,0.0,0,0,"34,420.1","683,781","3,523"
2015,4226,Consolidated Edison Co-NY Inc,A,Bundled,O,NY,Investor Owned,NYIS,"2,770,915.0","10,534,126","2,196,201","1,971,958.0","9,584,505","349,478","14,420.0","86,327",81,295.0,"1,506",2,"4,757,588.0","20,206,464","2,545,762"
2015,4226,Consolidated Edison Co-NY Inc,C,Delivery,O,NY,Investor Owned,NYIS,"573,155.0","3,601,982","689,832","2,568,059.0","30,204,314","161,479","41,262.0","576,199",679,"130,588.0","2,446,230",2,"3,313,064.0","36,828,725","851,992"
2015,4237,Consolidated Electric Coop,A,Bundled,O,MO,Cooperative,AECI,"11,658.4","113,766","7,280","2,529.3","30,563",526,"6,982.5","94,426",87,.,.,.,"21,170.2","238,755","7,893"
2015,4247,Consolidated Water Power Co,A,Bundled,O,WI,Investor Owned,MISO,57.9,691,90,206.6,"3,569",21,"53,675.7","1,012,614",2,0.0,0,0,"53,940.2","1,016,874",113
2015,4254,Consumers Energy Co,A,Bundled,O,MI,Investor Owned,MISO,"1,829,595.0","12,494,679","1,577,087","1,465,131.0","11,891,933","217,656","692,458.0","8,605,390","1,453",.,.,.,"3,987,184.0","32,992,002","1,796,196"
2015,4254,Consumers Energy Co,C,Delivery,O,MI,Investor Owned,MISO,.,.,.,"19,376.0","1,016,358",897,"25,199.0","2,921,594",144,.,.,.,"44,575.0","3,937,952","1,041"
2015,4262,Cooke County Elec Coop Assn,A,Bundled,O,TX,Cooperative,ERCO,"20,076.0","191,781","13,417","21,323.0","320,339","2,347",.,.,.,.,.,.,"41,399.0","512,120","15,764"
2015,4265,Continental Divide El Coop Inc,A,Bundled,O,NM,Cooperative,PNM,"17,644.0","141,942","20,749","15,802.0","151,351","3,132","20,167.0","377,537",3,.,.,.,"53,613.0","670,830","23,884"
2015,4280,Conway Corporation,A,Bundled,O,AR,Municipal,MISO,"22,812.0","336,952","26,904","15,881.0","232,202","2,930","20,916.0","409,297",123,.,.,.,"59,609.0","978,451","29,957"
2015,4294,City of Cookeville - (TN),A,Bundled,O,TN,Municipal,TVA,"17,365.0","173,153","13,891","31,376.0","329,639","3,507","3,307.0","49,300",6,0.0,0,0,"52,048.0","552,092","17,404"
2015,4295,Comanche County Elec Coop Assn,A,Bundled,O,TX,Cooperative,ERCO,"10,274.0","94,373","6,165","11,631.0","97,395","10,513","2,140.0","52,260",4,.,.,.,"24,045.0","244,028","16,682"
2015,4296,"Cookson Hills Elec Coop, Inc",A,Bundled,O,OK,Cooperative,AECI,"26,131.0","236,537","16,423","3,127.0","30,133","1,331","1,998.0","26,988",29,.,.,.,"31,256.0","293,658","17,783"
2015,4317,"Coos-Curry Electric Coop, Inc",A,Bundled,O,OR,Cooperative,BPAT,"19,726.9","172,450","15,092","9,229.1","89,712","2,140","4,410.6","53,920",461,.,.,.,"33,366.6","316,082","17,693"
2015,4327,Coosa Valley Electric Coop Inc,A,Bundled,O,AL,Cooperative,AEC,"27,260.0","207,789","14,048","4,019.0","26,900","2,405","7,216.0","60,501",92,.,.,.,"38,495.0","295,190","16,545"
2015,4329,"Copper Valley Elec Assn, Inc",A,Bundled,O,AK,Cooperative,NA,"3,805.8","15,839","2,948","13,246.2","64,747",800,.,.,.,.,.,.,"17,052.0","80,586","3,748"
2015,4346,Cooperative L&P Assn Lake County,A,Bundled,O,MN,Cooperative,MISO,"7,039.6","54,567","5,463","2,720.5","19,827",573,"1,635.8","20,948",1,.,.,.,"11,395.9","95,342","6,037"
2015,4356,Colorado River Comm of Nevada,A,Bundled,O,NV,State,NEVP,.,.,.,"2,742.0","146,624",2,"24,356.0","880,565",5,.,.,.,"27,098.0","1,027,189",7
2015,4356,Colorado River Comm of Nevada,C,Delivery,O,NV,State,NEVP,.,.,.,0.0,"583,514",1,.,.,.,.,.,.,0.0,"583,514",1
2015,4362,Corn Belt Energy Corporation,A,Bundled,O,IL,Cooperative,MISO,"51,902.0","386,062","33,366","22,296.0","190,831","2,062","4,302.0","61,882",3,.,.,.,"78,500.0","638,775","35,431"
2015,4373,Cornhusker Public Power Dist,A,Bundled,O,NE,Political Subdivision,SWPP,"13,558.0","122,722","7,054","6,928.0","81,942",468,"14,106.0","152,835","2,287",0.0,0,0,"34,592.0","357,499","9,809"
2015,4390,City of Corona - (CA),A,Bundled,O,CA,Municipal,CISO,716.7,"4,867",679,"6,661.0","45,487",424,"3,645.1","27,430",8,0.0,0,0,"11,022.8","77,784","1,111"
2015,4390,City of Corona - (CA),B,Energy,O,CA,Municipal,CISO,0.0,0,0,"2,175.9","25,568",968,"3,583.8","43,030",7,0.0,0,0,"5,759.7","68,598",975
2015,4401,"Cotton Electric Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,"31,442.0","277,248","18,260","16,282.0","175,878","3,899","18,017.0","319,662",12,.,.,.,"65,741.0","772,788","22,171"
2015,4410,"Shell Energy North America (US), L.P.",B,Energy,O,CA,Retail Power Marketer,CISO,0.0,0,0,"47,706.2","1,226,646",73,"100,243.4","2,912,497",41,0.0,0,0,"147,949.6","4,139,143",114
2015,4410,"Shell Energy North America (US), L.P.",B,Energy,O,NV,Retail Power Marketer,NEVP,0.0,0,0,0.0,0,0,"46,777.3","1,480,695",1,0.0,0,0,"46,777.3","1,480,695",1
2015,4410,"Shell Energy North America (US), L.P.",B,Energy,O,OR,Retail Power Marketer,PGE,.,.,.,.,.,.,483.4,"18,717",1,.,.,.,483.4,"18,717",1
2015,4410,"Shell Energy North America (US), L.P.",B,Energy,O,WA,Retail Power Marketer,PSEI,0.0,0,0,0.0,0,0,"16,155.0","672,198",2,0.0,0,0,"16,155.0","672,198",2
2015,4410,"Shell Energy North America (US), L.P.",D,Bundled,O,TX,Retail Power Marketer,ERCO,0.0,0,0,"7,264.8","233,295",3,"33,151.5","1,254,630",5,0.0,0,0,"40,416.3","1,487,925",8
2015,4430,"Covington Electric Coop, Inc",A,Bundled,O,AL,Cooperative,AEC,"42,426.0","299,393","21,642","8,145.0","64,951","1,250","1,933.0","21,920",11,.,.,.,"52,504.0","386,264","22,903"
2015,4432,Coweta-Fayette El Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"111,003.3","1,088,182","71,705","28,283.7","276,492","5,864","9,616.2","170,153",52,.,.,.,"148,903.2","1,534,827","77,621"
2015,4433,City of Covington - (GA),A,Bundled,O,GA,Municipal,SOCO,"14,898.0","136,644","9,749","17,904.0","157,934","1,993","8,626.0","133,478",10,.,.,.,"41,428.0","428,056","11,752"
