Utility Characteristics,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
2015,122,Village of Arcade - (NY),A,Bundled,O,NY,Municipal,NYIS,"4,117.0","75,956","3,601","2,190.0","47,607",570,"1,637.0","37,908",15,.,.,.,"7,944.0","161,471","4,186"
2015,123,City of Adel- (GA),A,Bundled,O,GA,Municipal,SOCO,"3,809.0","27,194","1,977","4,782.0","33,234",547,"4,616.0","51,387",14,.,.,.,"13,207.0","111,815","2,538"
2015,150,Adrian Public Utilities Comm,A,Bundled,O,MN,Municipal,MISO,741.0,"6,461",525,680.0,"5,974",106,82.0,600,2,0.0,0,0,"1,503.0","13,035",633
2015,155,Agralite Electric Coop,A,Bundled,O,MN,Cooperative,MISO,"9,308.0","81,732","4,353","5,206.0","76,322",265,"5,844.0","70,150",559,.,.,.,"20,358.0","228,204","5,177"
2015,162,Aiken Electric Coop Inc,A,Bundled,O,SC,Cooperative,SC,"78,267.0","597,598","43,705","17,018.0","132,421","2,711","13,080.0","182,684",16,.,.,.,"108,365.0","912,703","46,432"
2015,176,Ajo Improvement Co,A,Bundled,O,AZ,Investor Owned,AZPS,482.0,"4,745",776,450.7,"4,650",209,69.0,780,1,.,.,.,"1,001.7","10,175",986
2015,195,Alabama Power Co,A,Bundled,O,AL,Investor Owned,SOCO,"2,206,679.0","18,082,378","1,253,875","1,591,526.0","14,302,682","198,671","1,436,169.0","23,380,447","6,056",.,.,.,"5,234,374.0","55,765,507","1,458,602"
2015,201,City of Alachua - (FL),A,Bundled,O,FL,Municipal,FPC,"5,545.0","43,175","3,736","9,189.0","78,355",745,.,.,.,.,.,.,"14,734.0","121,530","4,481"
2015,207,City of Alameda,A,Bundled,O,CA,Municipal,CISO,"19,393.7","126,691","30,745","33,143.9","221,037","4,428",.,.,.,.,.,.,"52,537.6","347,728","35,173"
2015,213,Alaska Electric Light&Power Co,A,Bundled,O,AK,Investor Owned,NA,"16,530.0","139,475","14,292","11,924.0","122,347","2,272","12,912.0","136,630",107,.,.,.,"41,366.0","398,452","16,671"
2015,219,Alaska Power and Telephone Co,A,Bundled,O,AK,Investor Owned,NA,"7,478.0","25,353","5,413","10,058.0","39,482","2,343",0.0,0,0,0.0,0,0,"17,536.0","64,835","7,756"
2015,221,"Alaska Village Elec Coop, Inc",A,Bundled,O,AK,Cooperative,NA,"22,337.1","39,493","7,801","35,547.4","73,220","3,078",0.0,0,0,0.0,0,0,"57,884.5","112,713","10,879"
2015,230,Albany Water Gas & Light Comm,A,Bundled,O,GA,Municipal,SOCO,"40,258.0","370,464","31,473","60,025.0","567,526","5,610",.,.,.,.,.,.,"100,283.0","937,990","37,083"
2015,232,City of Albemarle - (NC),A,Bundled,O,NC,Municipal,DUK,"17,176.0","128,975","9,779","14,248.0","130,955","2,206","2,946.0","33,581",14,0.0,0,0,"34,370.0","293,511","11,999"
2015,240,Albemarle Electric Member Corp,A,Bundled,O,NC,Cooperative,PJM,"23,495.0","177,374","11,514","4,142.0","36,877","1,113",526.0,"6,882",17,.,.,.,"28,163.0","221,133","12,644"
2015,241,Albertville Municipal Utilities Board,A,Bundled,O,AL,Municipal,TVA,"11,492.0","120,406","7,818","17,183.0","170,720","2,250","18,681.0","277,705",14,0.0,0,0,"47,356.0","568,831","10,082"
2015,261,AGC Division of APG Inc,A,Bundled,O,IN,Investor Owned,MISO,.,.,.,.,.,.,"181,561.2","4,531,775",1,.,.,.,"181,561.2","4,531,775",1
2015,276,Alcorn County Elec Power Assn,A,Bundled,O,MS,Cooperative,TVA,"24,116.0","221,050","14,710","20,134.0","172,906","4,158","12,842.0","222,297",6,0.0,0,0,"57,092.0","616,253","18,874"
2015,289,City of Alexander City,A,Bundled,O,AL,Municipal,SOCO,"6,057.0","55,505","5,294","4,221.0","28,848","1,011","4,115.0","49,643",67,.,.,.,"14,393.0","133,996","6,372"
2015,295,City of Alexandria - (MN),A,Bundled,O,MN,Municipal,MISO,"7,551.8","73,791","7,843","3,644.5","36,934","1,638","13,388.3","173,796",202,.,.,.,"24,584.6","284,521","9,683"
2015,296,"Alfalfa Electric Coop, Inc",A,Bundled,O,KS,Cooperative,SWPP,377.0,"4,004",221,"1,026.0","8,423",727,"1,855.0","28,212",22,.,.,.,"3,258.0","40,639",970
2015,296,"Alfalfa Electric Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,"4,624.0","49,323","2,733","8,081.0","69,957","4,734","62,225.0","1,153,310",229,.,.,.,"74,930.0","1,272,590","7,696"
2015,298,City of Alexandria - (LA),A,Bundled,O,LA,Municipal,MISO,"31,196.0","302,676","19,848","37,998.0","371,697","3,270","2,293.0","35,761",420,.,.,.,"71,487.0","710,134","23,538"
2015,305,Alger-Delta Coop Electric Assn,A,Bundled,O,MI,Cooperative,MISO,"9,872.0","47,303","9,399","2,058.4","13,061",549,"1,978.0","14,539",1,0.0,0,0,"13,908.4","74,903","9,949"
2015,307,Algoma Utility Comm,A,Bundled,O,WI,Municipal,MISO,"1,452.0","11,103","1,647","1,665.6","14,365",350,"1,690.8","18,273",3,0.0,0,0,"4,808.4","43,741","2,000"
2015,308,City of Acworth - (GA),A,Bundled,O,GA,Municipal,SOCO,"8,830.0","60,545","5,772","4,721.0","35,634",606,.,.,.,.,.,.,"13,551.0","96,179","6,378"
2015,309,City of Algona - (IA),A,Bundled,O,IA,Municipal,SWPP,"3,700.0","29,240","3,035","2,831.0","25,727",675,"3,334.0","55,585",14,.,.,.,"9,865.0","110,552","3,724"
2015,329,"Allamakee-Clayton El Coop, Inc",A,Bundled,O,IA,Cooperative,MISO,"15,821.1","110,655","9,443","1,673.0","13,657",510,.,.,.,.,.,.,"17,494.1","124,312","9,953"
2015,367,City of Alliance- (NE),A,Bundled,O,NE,Municipal,SWPP,"4,811.8","38,856","4,185","4,836.3","41,293","1,030","2,868.4","29,093",12,.,.,.,"12,516.5","109,242","5,227"
2015,392,Alpena Power Co,A,Bundled,O,MI,Investor Owned,MISO,"11,959.0","86,699","13,718","12,454.0","104,584","3,945","9,251.0","152,062",4,0.0,0,0,"33,664.0","343,345","17,667"
2015,407,Altamaha Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"32,197.0","236,206","18,209","10,012.0","83,278","1,807","6,829.0","90,306",203,0.0,0,0,"49,038.0","409,790","20,219"
2015,416,City of Altus - (OK),A,Bundled,O,OK,Municipal,SWPP,"11,412.7","90,203","8,025","8,285.2","70,570","1,213","1,578.6","40,868",2,.,.,.,"21,276.5","201,641","9,240"
2015,471,Amana Society Service Co,A,Bundled,O,IA,Investor Owned,MISO,895.0,"7,096",705,943.0,"8,465",180,"6,104.0","76,841",1,0.0,0,0,"7,942.0","92,402",886
2015,540,BP Energy Company,B,Energy,O,WA,Retail Power Marketer,PSEI,.,.,.,.,.,.,"25,742.0","868,927",3,.,.,.,"25,742.0","868,927",3
2015,540,BP Energy Company,D,Bundled,O,TX,Retail Power Marketer,ERCO,.,.,.,.,.,.,"4,367.0","48,648",2,.,.,.,"4,367.0","48,648",2
2015,554,City of Ames - (IA),A,Bundled,O,IA,Municipal,MISO,"18,158.5","161,502","22,810","26,021.0","331,119","2,883","10,144.5","139,949",6,.,.,.,"54,324.0","632,570","25,699"
2015,560,City of Amherst- (OH),A,Bundled,O,OH,Municipal,PJM,"5,644.0","56,044","5,372","1,605.0","14,098",506,"3,297.0","34,209",70,.,.,.,"10,546.0","104,351","5,948"
2015,562,Amicalola Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"69,002.0","617,022","42,453","13,616.0","111,321","4,573",.,.,.,.,.,.,"82,618.0","728,343","47,026"
2015,571,City of Amory,A,Bundled,O,MS,Municipal,TVA,"4,103.0","40,157","2,961","6,271.0","57,952","1,079","3,255.0","41,187",3,0.0,0,0,"13,629.0","139,296","4,043"
2015,577,City of Alcoa Utilities,A,Bundled,O,TN,Municipal,TVA,"38,449.0","378,415","24,121","24,592.0","241,298","4,330",136.0,"1,037",1,0.0,0,0,"63,177.0","620,750","28,452"
2015,590,City of Anaheim - (CA),A,Bundled,O,CA,Municipal,CISO,"92,855.0","613,935","108,257","121,215.0","783,138","14,922","127,401.0","1,017,073",306,.,.,.,"341,471.0","2,414,146","123,485"
2015,599,Anchorage Municipal Light and Power,A,Bundled,O,AK,Municipal,AMPL,"21,972.0","130,806","24,555","118,755.0","873,691","6,377",0.0,0,0,0.0,0,0,"140,727.0","1,004,497","30,932"
2015,604,City of Andalusia,A,Bundled,O,AL,Municipal,AEC,"5,219.0","42,746","3,615","8,395.0","65,910",972,"14,264.0","239,397",2,.,.,.,"27,878.0","348,053","4,589"
2015,636,City of Anderson - (IN),A,Bundled,O,IN,Municipal,PJM,"39,777.0","303,406","30,208","27,424.0","323,944","5,368","16,543.0","222,601",49,.,.,.,"83,744.0","849,951","35,625"
2015,689,Connexus Energy,A,Bundled,O,MN,Cooperative,MISO,"147,631.8","1,137,870","117,666","67,603.0","676,218","11,376","12,286.7","133,430",399,0.0,0,0,"227,521.5","1,947,518","129,441"
2015,690,City of Bardstown - (KY),A,Bundled,O,KY,Municipal,LGEE,"3,904.0","46,102","3,347","4,830.0","57,716","1,061","6,717.0","91,793",14,.,.,.,"15,451.0","195,611","4,422"
2015,691,City of Anoka,A,Bundled,O,MN,Municipal,MISO,"9,234.5","73,591","10,509","9,672.2","99,188","1,321","8,840.9","104,679",17,.,.,.,"27,747.6","277,458","11,847"
2015,694,Anza Electric Coop Inc,A,Bundled,O,CA,Cooperative,WALC,"7,045.1","39,944","4,275","2,081.2","11,305",320,0.0,0,0,.,.,.,"9,126.3","51,249","4,595"
2015,719,Town of Apex- (NC),A,Bundled,O,NC,Municipal,CPLE,"18,574.6","178,967","15,365","10,161.3","113,468","1,317",.,.,.,.,.,.,"28,735.9","292,435","16,682"
2015,727,Appalachian Electric Coop,A,Bundled,O,TN,Cooperative,TVA,"68,245.0","617,341","39,184","27,151.0","244,693","6,351","4,797.0","71,359",5,0.0,0,0,"100,193.0","933,393","45,540"
2015,733,Appalachian Power Co,A,Bundled,O,VA,Investor Owned,PJM,"689,507.0","6,138,299","448,402","359,661.0","3,956,693","75,307","368,042.0","5,296,384","1,883",0.0,0,0,"1,417,210.0","15,391,376","525,592"
2015,733,Appalachian Power Co,A,Bundled,O,WV,Investor Owned,PJM,"538,835.0","5,356,583","362,339","303,946.0","3,552,675","66,288","288,740.0","4,510,152","2,322",0.0,0,0,"1,131,521.0","13,419,410","430,949"
2015,733,Appalachian Power Co,C,Delivery,O,VA,Investor Owned,PJM,0.0,0,0,436.0,"52,886",59,354.0,"59,494",5,0.0,0,0,790.0,"112,380",64
2015,750,Arab Electric Coop Inc,A,Bundled,O,AL,Cooperative,TVA,"21,037.0","197,624","12,480","11,899.0","109,078","2,851",361.0,"4,511",1,0.0,0,0,"33,297.0","311,213","15,332"
2015,803,Arizona Public Service Co,A,Bundled,O,AZ,Investor Owned,AZPS,"1,701,968.0","13,159,754","1,046,989","1,397,635.0","12,515,204","126,761","186,410.0","2,275,533","3,744",0.0,0,0,"3,286,013.0","27,950,491","1,177,494"
2015,814,Entergy Arkansas Inc,A,Bundled,O,AR,Investor Owned,MISO,"816,385.5","8,016,287","588,065","530,580.8","6,254,827","92,310","473,817.3","6,888,937","23,794",12.0,113,1,"1,820,795.6","21,160,164","704,170"
2015,814,Entergy Arkansas Inc,A,Bundled,O,TN,Investor Owned,MISO,2.6,21,2,4.0,28,3,2.4,15,3,.,.,.,9.0,64,8
2015,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,AR,Cooperative,SWPP,"74,693.5","725,697","49,887","15,620.6","165,861","3,623","12,260.0","237,560",25,0.0,0,0,"102,574.1","1,129,118","53,535"
2015,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,OK,Cooperative,SWPP,"5,529.5","57,357","4,032","2,452.6","29,934",482,0.0,0,0,0.0,0,0,"7,982.1","87,291","4,514"
2015,828,City of Arlington - (MN),A,Bundled,O,MN,Municipal,MISO,776.1,"8,099",971,744.6,"7,797",159,.,.,.,.,.,.,"1,520.7","15,896","1,130"
2015,887,"Arrowhead Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,"5,742.8","40,599","3,708","2,674.6","25,866",424,.,.,.,.,.,.,"8,417.4","66,465","4,132"
2015,907,City of Ashland - (OR),A,Bundled,O,OR,Municipal,PACW,"7,170.0","85,989","10,242","6,801.0","73,978","1,603",.,.,.,.,.,.,"13,971.0","159,967","11,845"
2015,918,City of Aspen- (CO),A,Bundled,O,CO,Municipal,PSCO,"2,503.0","22,473","1,978","4,192.0","43,909","1,021",.,.,.,.,.,.,"6,695.0","66,382","2,999"
2015,942,Atchison-Holt Electric Coop,A,Bundled,O,IA,Cooperative,AECI,"1,318.0","9,890","1,019",620.0,"5,707",84,63.0,202,58,.,.,.,"2,001.0","15,799","1,161"
2015,942,Atchison-Holt Electric Coop,A,Bundled,O,MO,Cooperative,AECI,"3,460.0","23,599","2,337","1,482.0","13,616",192,"1,842.0","26,160",139,.,.,.,"6,784.0","63,375","2,668"
2015,944,City of Athens - (AL),A,Bundled,O,AL,Municipal,TVA,"61,146.0","634,055","37,324","32,049.0","309,171","6,757","9,337.0","136,097",9,0.0,0,0,"102,532.0","1,079,323","44,090"
2015,947,Athens Utility Board,A,Bundled,O,TN,Municipal,TVA,"15,927.0","160,513","10,927","16,440.0","155,668","2,291","17,848.0","294,567",9,0.0,0,0,"50,215.0","610,748","13,227"
2015,963,Atlantic City Electric Co,A,Bundled,O,NJ,Investor Owned,PJM,"645,081.2","3,746,932","420,486","192,270.5","1,280,683","44,252","10,626.6","91,982",525,0.0,0,0,"847,978.3","5,119,597","465,263"
2015,963,Atlantic City Electric Co,C,Delivery,O,NJ,Investor Owned,PJM,"45,104.2","575,397","60,219","166,440.5","2,870,915","19,923","30,338.8","683,093",378,.,.,.,"241,883.5","4,129,405","80,520"
2015,965,Atlantic Municipal Utilities,A,Bundled,O,IA,Municipal,MISO,"3,268.0","39,220","3,797","4,178.0","56,671",819,610.0,"11,457",1,.,.,.,"8,056.0","107,348","4,617"
2015,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,PJM,"153,672.0","4,875,894","501,646","105,869.0","2,161,597","1,942","8,274.0","116,372",6,0.0,0,0,"267,815.0","7,153,863","503,594"
2015,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,MISO,"233,730.0","2,091,290","215,158","131,906.0","1,387,034","1,276","111,140.0","2,659,952",144,"1,767.0","25,100",1,"478,543.0","6,163,376","216,579"
2015,993,Auburn Board of Public Works,A,Bundled,O,NE,Municipal,SWPP,"2,229.0","24,543","1,904","2,713.3","29,200",847,262.8,"2,904",1,.,.,.,"5,205.1","56,647","2,752"
2015,994,City of Auburn - (IN),A,Bundled,O,IN,Municipal,PJM,"4,981.0","63,249","6,270","2,790.1","27,319",995,"27,250.1","354,040",136,.,.,.,"35,021.2","444,608","7,401"
2015,998,City of Augusta - (KS),A,Bundled,O,KS,Municipal,SWPP,"4,162.7","37,319","3,835","1,933.3","18,853",402,744.0,"8,105",23,.,.,.,"6,840.0","64,277","4,260"
2015,1009,City of Austin - (MN),A,Bundled,O,MN,Municipal,MISO,"10,286.0","75,710","10,531","14,367.0","133,465","1,796","9,747.0","126,506",1,.,.,.,"34,400.0","335,681","12,328"
2015,1015,Austin Energy,A,Bundled,O,TX,Municipal,ERCO,"467,608.6","4,350,651","403,754","553,320.9","5,653,762","49,023","187,166.4","2,820,488",121,.,.,.,"1,208,095.9","12,824,901","452,898"
2015,1024,City of Ava - (MO),A,Bundled,O,MO,Municipal,AECI,828.0,"10,774","1,194",318.0,"4,188",298,"1,782.0","44,646",46,.,.,.,"2,928.0","59,608","1,538"
2015,1036,Town of Ayden - (NC),A,Bundled,O,NC,Municipal,CPLE,"6,311.5","46,754","4,047","2,805.0","21,330",473,"2,859.6","30,406",1,.,.,.,"11,976.1","98,490","4,521"
2015,1050,City of Azusa,A,Bundled,O,CA,Municipal,CISO,"11,037.0","82,782","14,378","17,053.0","82,022","1,816","10,779.0","92,557",32,.,.,.,"38,869.0","257,361","16,226"
2015,1062,BARC Electric Coop Inc,A,Bundled,O,VA,Cooperative,PJM,"16,999.0","125,025","11,860","6,081.0","52,619",782,.,.,.,.,.,.,"23,080.0","177,644","12,642"
2015,1101,Bagley Public Utilities Comm,A,Bundled,O,MN,Municipal,MISO,664.9,"5,838",541,387.0,"3,610",145,"1,431.1","14,574",71,.,.,.,"2,483.0","24,022",757
2015,1148,City of Baldwin City- (KS),A,Bundled,O,KS,Municipal,SWPP,"2,245.1","15,813","1,685","1,952.8","14,633",233,.,.,.,.,.,.,"4,197.9","30,446","1,918"
2015,1149,Baldwin County El Member Corp,A,Bundled,O,AL,Cooperative,AEC,"102,459.0","907,911","64,778","43,977.0","459,604","6,797",.,.,.,.,.,.,"146,436.0","1,367,515","71,575"
2015,1167,Baltimore Gas & Electric Co,A,Bundled,O,MD,Investor Owned,PJM,"1,273,616.0","8,990,790","838,110","365,802.0","2,815,602","66,355","17,603.0","150,335","3,096",0.0,0,0,"1,657,021.0","11,956,727","907,561"
2015,1167,Baltimore Gas & Electric Co,C,Delivery,O,MD,Investor Owned,PJM,"175,050.0","3,607,362","294,824","360,954.0","13,316,813","52,856","28,047.0","1,127,397","2,521","2,082.0","295,995",3,"566,133.0","18,347,567","350,204"
2015,1169,Bailey County Elec Coop Assn,A,Bundled,O,TX,Cooperative,SWPP,"3,119.7","24,611","3,429","4,472.5","41,554",771,"20,011.9","174,497","4,704",.,.,.,"27,604.1","240,662","8,904"
2015,1175,"Bandera Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"43,836.0","434,439","29,099","13,743.0","127,941","4,731","1,548.0","19,123",62,.,.,.,"59,127.0","581,503","33,892"
2015,1176,City of Bandon - (OR),A,Bundled,O,OR,Municipal,BPAT,"2,599.0","31,440","2,848","2,254.0","26,428",922,136.0,"1,454",3,.,.,.,"4,989.0","59,322","3,773"
2015,1179,Emera Maine,A,Bundled,O,ME,Investor Owned,NBSO,"26,763.1","178,168","8,398","20,371.5","100,662","2,498","1,278.3","12,231",17,.,.,.,"48,412.9","291,061","10,913"
2015,1179,Emera Maine,A,Bundled,O,ME,Investor Owned,ISNE,"90,363.5","570,159","94,960","55,181.6","478,479","14,882","2,693.2","25,503",27,0.0,0,0,"148,238.3","1,074,141","109,869"
2015,1179,Emera Maine,C,Delivery,O,ME,Investor Owned,NBSO,393.8,"6,370","20,579",2.8,44,"4,378","4,270.5","214,384",181,.,.,.,"4,667.1","220,798","25,138"
2015,1179,Emera Maine,C,Delivery,O,ME,Investor Owned,ISNE,"4,954.7","47,131","7,993","11,162.7","131,946","2,955","11,053.1","252,307",21,.,.,.,"27,170.5","431,384","10,969"
2015,1181,Village of Bangor - (WI),A,Bundled,O,WI,Municipal,MISO,"1,432.0","11,666","1,447","1,193.0","10,293",444,387.0,"4,011",7,.,.,.,"3,012.0","25,970","1,898"
2015,1192,City of Banning - (CA),A,Bundled,O,CA,Municipal,CISO,"13,467.3","67,831","10,941","11,435.0","55,950","1,125","2,976.2","19,340",11,.,.,.,"27,878.5","143,121","12,077"
2015,1196,Village of Baraga - (MI),A,Bundled,O,MI,Municipal,MISO,378.0,"3,005",653,"1,865.0","15,335",214,0.0,0,0,0.0,0,0,"2,243.0","18,340",867
2015,1201,Barbourville Utility Comm,A,Bundled,O,KY,Municipal,LGEE,"3,827.4","40,809","3,425",667.0,"7,302",512,"3,378.7","44,769",185,0.0,0,0,"7,873.1","92,880","4,122"
2015,1233,City of Barnesville - (MN),A,Bundled,O,MN,Municipal,MISO,"1,633.5","16,525","1,175",484.6,"4,776",142,.,.,.,.,.,.,"2,118.1","21,301","1,317"
2015,1251,Barron Electric Coop,A,Bundled,O,WI,Cooperative,MISO,"25,053.2","194,127","17,856","2,810.8","27,352",207,"7,937.2","109,495",155,.,.,.,"35,801.2","330,974","18,218"
2015,1273,"Bartlett Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"16,796.8","161,496","10,397","3,595.6","34,043",931,500.7,"6,478",2,0.0,0,0,"20,893.1","202,017","11,330"
2015,1276,"Barrow Utils & Elec Coop, Inc",A,Bundled,O,AK,Cooperative,NA,"1,494.4","11,466","1,500","4,415.1","38,646",410,.,.,.,.,.,.,"5,909.5","50,112","1,910"
2015,1279,Barry Electric Coop,A,Bundled,O,MO,Cooperative,AECI,"11,298.0","112,635","8,445","4,175.6","50,081","1,280","1,075.2","15,600",2,.,.,.,"16,548.8","178,316","9,727"
2015,1283,Bartholomew County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,"19,943.0","155,402","10,700","4,431.0","40,704",647,"16,775.0","209,570",9,.,.,.,"41,149.0","405,676","11,356"
2015,1300,City of Bartow - (FL),A,Bundled,O,FL,Municipal,FPC,"17,861.0","132,963","10,271","9,086.0","69,680","1,450","8,374.0","65,575",286,.,.,.,"35,321.0","268,218","12,007"
2015,1301,"Barton County Elec Coop, Inc",A,Bundled,O,MO,Cooperative,AECI,"9,815.6","75,043","5,032","4,914.9","42,352","1,445","1,869.5","31,558",4,.,.,.,"16,600.0","148,953","6,481"
2015,1307,Basin Electric Power Coop,A,Bundled,O,ND,Cooperative,WACM,.,.,.,.,.,.,"63,221.0","1,082,754",1,.,.,.,"63,221.0","1,082,754",1
2015,1307,Basin Electric Power Coop,A,Bundled,O,SD,Cooperative,WACM,.,.,.,420.0,"3,552",1,.,.,.,.,.,.,420.0,"3,552",1
2015,1307,Basin Electric Power Coop,A,Bundled,O,WY,Cooperative,PACE,.,.,.,27.0,477,1,.,.,.,.,.,.,27.0,477,1
2015,1325,City of Batavia - (IL),A,Bundled,O,IL,Municipal,PJM,"12,282.8","87,780","9,557","18,276.4","156,392","1,336","19,980.2","231,971",11,.,.,.,"50,539.4","476,143","10,904"
2015,1366,City of Bay City - (MI),A,Bundled,O,MI,Municipal,MISO,"15,300.0","130,252","17,693","14,434.0","129,429","2,233","5,609.0","59,129",130,.,.,.,"35,343.0","318,810","20,056"
2015,1367,"Bayfield Electric Coop, Inc",A,Bundled,O,MI,Cooperative,MISO,46.0,150,64,.,.,.,.,.,.,.,.,.,46.0,150,64
2015,1367,"Bayfield Electric Coop, Inc",A,Bundled,O,WI,Cooperative,MISO,"11,493.0","68,121","8,819",940.0,"9,175",66,.,.,.,.,.,.,"12,433.0","77,296","8,885"
2015,1417,"Beartooth Electric Coop, Inc",A,Bundled,O,MT,Cooperative,NWMT,"7,571.5","44,621","5,114","1,027.0","6,695",405,157.8,"1,350",1,.,.,.,"8,756.3","52,666","5,520"
2015,1417,"Beartooth Electric Coop, Inc",A,Bundled,O,WY,Cooperative,NWMT,690.6,"4,297",397,539.3,"3,890",79,.,.,.,.,.,.,"1,229.9","8,187",476
2015,1427,City of Beatrice - (NE),A,Bundled,O,NE,Municipal,SWPP,"6,458.0","67,896","5,782","2,511.0","26,337",883,"5,325.0","69,163",119,.,.,.,"14,294.0","163,396","6,784"
2015,1456,Town of Bedford - (VA),A,Bundled,O,VA,Municipal,PJM,"9,865.0","87,436","5,747","4,774.0","42,071",874,"5,284.0","93,161",29,.,.,.,"19,923.0","222,668","6,650"
2015,1458,"Beauregard Electric Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,"59,950.0","623,165","38,364","27,522.0","417,351","3,393",.,.,.,.,.,.,"87,472.0","1,040,516","41,757"
2015,1523,Town of Belmont - (MA),A,Bundled,O,MA,Municipal,ISNE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,1525,City of Beloit - (KS),A,Bundled,O,KS,Municipal,SWPP,"2,070.0","16,626","1,815","1,580.0","12,202",469,"1,446.0","15,043",33,.,.,.,"5,096.0","43,871","2,317"
2015,1529,"Beltrami Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,"34,367.1","287,921","19,309","8,304.2","76,545","1,367",10.8,90,15,.,.,.,"42,682.1","364,556","20,691"
2015,1566,City of Bennettsville - (SC),A,Bundled,O,SC,Municipal,SC,"5,818.0","46,101","3,839","3,897.0","39,836",511,.,.,.,.,.,.,"9,715.0","85,937","4,350"
2015,1573,City of Benson - (MN),A,Bundled,O,MN,Municipal,MISO,"1,393.8","15,052","1,516",511.8,"4,746",261,"1,179.3","14,521",54,.,.,.,"3,084.9","34,319","1,831"
2015,1578,Benton County,A,Bundled,O,TN,Municipal,TVA,"13,310.0","113,546","8,488","7,253.0","58,852","1,795","2,468.0","27,716",3,0.0,0,0,"23,031.0","200,114","10,286"
2015,1579,PUD No 1 of Benton County,A,Bundled,O,WA,Political Subdivision,BPAT,"51,402.0","665,505","42,375","34,322.0","537,373","7,590","25,334.0","535,144",797,.,.,.,"111,058.0","1,738,022","50,762"
2015,1581,City of Benton - (AR),A,Bundled,O,AR,Municipal,MISO,"13,070.8","140,309","12,485","5,628.8","71,233","1,693","3,507.0","43,058",21,.,.,.,"22,206.6","254,600","14,199"
2015,1582,City of Benton - (KY),A,Bundled,O,KY,Municipal,TVA,"2,803.0","24,136","1,824","3,717.0","33,525",675,988.0,"11,684",1,0.0,0,0,"7,508.0","69,345","2,500"
