Utility Charateristics,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,SERVICE_TYPE,"Data Type
O = Observed
I = Imputed",State,Ownership,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count
2012,8761,Holmes-Wayne Electric Coop Inc,A,Bundled,O,OH,Cooperative,"22,049.4","181,192","13,868","9,597.2","84,359","3,005","4,806.2","54,949",11,0.0,0,0,"36,452.8","320,500","16,884"
2012,8764,"Holston Electric Coop, Inc",A,Bundled,O,TN,Cooperative,"35,087.0","351,060","24,857","14,208.0","133,198","5,294","21,120.0","276,909",21,0.0,0,0,"70,415.0","761,167","30,172"
2012,8770,City of Holton  (KS),A,Bundled,O,KS,Municipal,"1,664.0","18,130","1,973","1,313.0","19,393",437,343.0,"7,014",14,.,.,.,"3,320.0","44,537","2,424"
2012,8773,"Holy Cross Electric Assn, Inc",A,Bundled,O,CO,Cooperative,"59,911.3","580,377","45,196","44,257.8","516,956","9,635","5,065.9","56,894",9,.,.,.,"109,235.0","1,154,227","54,840"
2012,8774,City of Holyoke - (MA),A,Bundled,O,MA,Municipal,"12,621.0","103,071","14,509","23,614.0","192,398","2,706","5,451.0","57,151",57,0.0,0,0,"41,686.0","352,620","17,272"
2012,8780,"Fox Islands Electric Coop, Inc",A,Bundled,O,ME,Cooperative,"1,887.1","6,255","1,639",780.7,"3,221",298,.,.,.,.,.,.,"2,667.8","9,476","1,937"
2012,8786,Horry Electric Coop Inc,A,Bundled,O,SC,Cooperative,"103,286.0","799,895","58,683","22,188.0","172,538","9,296","3,566.0","36,310",14,.,.,.,"129,040.0","1,008,743","67,993"
2012,8795,City of Homestead - (FL),A,Bundled,O,FL,Municipal,"29,640.0","250,404","19,212","25,740.0","210,820","2,664",184.0,"1,550",9,0.0,0,0,"55,564.0","462,774","21,885"
2012,8796,City of Hingham - (MA),A,Bundled,O,MA,Municipal,"13,019.0","89,547","8,357","10,908.0","75,101","1,050","4,491.0","33,099",6,.,.,.,"28,418.0","197,747","9,413"
2012,8824,M J M Electric Cooperative Inc,A,Bundled,O,IL,Cooperative,"15,813.0","107,758","9,038","2,107.0","18,353",194,.,.,.,.,.,.,"17,920.0","126,111","9,232"
2012,8830,Hood River Electric Coop,A,Bundled,O,OR,Cooperative,"3,768.9","53,201","3,262",394.0,"5,606",215,"2,761.3","49,640",208,.,.,.,"6,924.2","108,447","3,685"
2012,8840,City of Hope,A,Bundled,O,AR,Municipal,"7,146.0","79,193","5,743","9,483.0","109,592","1,040","6,525.0","91,644",2,.,.,.,"23,154.0","280,429","6,785"
2012,8846,City of Hopkinsville,A,Bundled,O,KY,Municipal,"12,976.0","131,491","10,267","14,878.0","132,063","2,753","7,033.0","115,987",5,0.0,0,0,"34,887.0","379,541","13,025"
2012,8883,Houlton Water Company,C,Delivery,O,ME,Municipal,939.1,"29,504","3,912",523.3,"15,615","1,380","1,077.3","50,405",80,.,.,.,"2,539.7","95,524","5,372"
2012,8884,Terrebonne Parish Consol Gov't,A,Bundled,O,LA,Municipal,"15,269.0","177,657","11,015","14,835.0","178,433","2,358",.,.,.,.,.,.,"30,104.0","356,090","13,373"
2012,8898,Houston County Elec Coop Inc,A,Bundled,O,TX,Cooperative,"23,611.2","189,768","19,026","5,641.5","59,292","1,194","8,131.8","113,442",9,.,.,.,"37,384.5","362,502","20,229"
2012,8911,Howard Electric Coop,A,Bundled,O,MO,Cooperative,"4,915.0","39,650","3,306",552.0,"5,525",117,.,.,.,.,.,.,"5,467.0","45,175","3,423"
2012,8924,Howard Greeley Rural P P D,A,Bundled,O,NE,Political Subdivision,"4,909.0","50,491","3,597","1,421.0","14,215",571,"4,403.0","42,227","1,046",.,.,.,"10,733.0","106,933","5,214"
2012,8934,"Howell-Oregon Elec Coop, Inc",A,Bundled,O,MO,Cooperative,"26,774.0","285,796","21,645","4,673.0","56,159","2,297","3,425.0","46,952",105,.,.,.,"34,872.0","388,907","24,047"
2012,8936,Hinson Power Company LLC,A,Bundled,O,MT,Retail Power Marketer,0.0,0,0,0.0,0,0,180.5,"8,783",1,0.0,0,0,180.5,"8,783",1
2012,8972,City of Hudson,A,Bundled,O,OH,Municipal,"8,318.0","75,895","5,663","10,692.0","109,068",834,.,.,.,.,.,.,"19,010.0","184,963","6,497"
2012,8973,Town of Hudson,A,Bundled,O,MA,Municipal,"13,125.3","98,619","10,722","4,287.0","41,271","1,601","22,047.0","207,797",176,.,.,.,"39,459.3","347,687","12,499"
2012,9011,City of Hugoton - (KS),A,Bundled,O,KS,Municipal,"2,069.5","15,686","1,621","2,036.6","15,741",432,.,.,.,.,.,.,"4,106.1","31,427","2,053"
2012,9023,City of Humboldt,A,Bundled,O,TN,Municipal,"4,449.0","46,537","3,500","5,662.0","59,616",971,"4,531.0","51,652",7,0.0,0,0,"14,642.0","157,805","4,478"
2012,9026,Humboldt County R E C,A,Bundled,O,IA,Cooperative,"3,529.0","28,116","1,611","1,594.0","15,691",198,804.0,"9,947",1,.,.,.,"5,927.0","53,754","1,810"
2012,9087,Town of Huntersville- (NC),A,Bundled,O,NC,Municipal,"5,059.7","49,917","4,026","3,969.0","46,875",473,"3,009.4","77,299",2,0.0,0,0,"12,038.1","174,091","4,501"
2012,9094,City of Huntsville - (AL),A,Bundled,O,AL,Municipal,"220,859.0","2,334,942","149,556","160,491.0","1,698,989","20,771","80,695.0","1,009,873",120,0.0,0,0,"462,045.0","5,043,804","170,447"
2012,9096,City of Lafayette - (LA),A,Bundled,O,LA,Municipal,"67,762.0","806,919","52,786","97,619.0","1,163,529","11,125",.,.,.,.,.,.,"165,381.0","1,970,448","63,911"
2012,9124,Hustisford Utilities,A,Bundled,O,WI,Municipal,"1,564.7","12,006","1,339",867.4,"7,039",203,0.0,0,0,0.0,0,0,"2,432.1","19,045","1,542"
2012,9128,Hurricane Power Committee,A,Bundled,O,UT,Municipal,"4,901.0","54,086","5,422","4,214.0","51,323",400,.,.,.,.,.,.,"9,115.0","105,409","5,822"
2012,9130,Hutchinson Utilities Comm,A,Bundled,O,MN,Municipal,"5,202.6","53,067","6,102","9,264.9","100,221",937,"10,763.8","129,470",3,.,.,.,"25,231.3","282,758","7,042"
2012,9163,Hyrum City Corporation,A,Bundled,O,UT,Municipal,"1,894.0","18,096","2,340","1,732.0","22,229",168,"2,092.0","38,079",1,.,.,.,"5,718.0","78,404","2,509"
2012,9187,City of Idaho Falls - (ID),A,Bundled,O,ID,Municipal,"19,212.0","279,649","22,449","16,420.0","261,215","3,705","4,158.0","87,016",7,0.0,0,0,"39,790.0","627,880","26,161"
2012,9191,Idaho Power Co,A,Bundled,O,ID,Investor Owned,"415,210.9","4,854,236","400,291","230,715.8","3,716,773","62,249","265,534.0","4,893,132","17,344",0.0,0,0,"911,460.7","13,464,141","479,884"
2012,9191,Idaho Power Co,A,Bundled,O,OR,Investor Owned,"16,344.6","185,122","13,319","10,803.1","148,194","3,349","16,944.0","287,859","1,730",0.0,0,0,"44,091.7","621,175","18,398"
2012,9209,Illinois Rural Electric Coop,A,Bundled,O,IL,Cooperative,"18,538.0","117,866","10,254","4,763.0","41,941",186,.,.,.,.,.,.,"23,301.0","159,807","10,440"
2012,9216,Imperial Irrigation District,A,Bundled,O,CA,Political Subdivision,"195,900.0","1,646,105","127,334","186,072.0","1,656,752","20,441","12,327.0","83,846",835,.,.,.,"394,299.0","3,386,703","148,610"
2012,9217,City of Imperial,A,Bundled,O,NE,Municipal,"1,011.0","11,897",974,"1,438.0","21,057",400,.,.,.,.,.,.,"2,449.0","32,954","1,374"
2012,9230,City of Independence - (IA),A,Bundled,O,IA,Municipal,"3,597.4","21,063","2,636","3,202.3","28,348",347,"1,326.2","15,298",2,0.0,0,0,"8,125.9","64,709","2,985"
2012,9231,City of Independence - (MO),A,Bundled,O,MO,Municipal,"71,310.0","523,280","51,119","58,378.0","488,026","5,146","4,835.0","54,321",11,0.0,0,.,"134,523.0","1,065,627","56,276"
2012,9246,"Indian Electric Coop, Inc",A,Bundled,O,OK,Cooperative,"21,616.6","219,845","13,878","16,656.4","192,007","5,201","6,732.4","127,897",10,.,.,.,"45,005.4","539,749","19,089"
2012,9273,Indianapolis Power & Light Co,A,Bundled,O,IN,Investor Owned,"466,293.0","5,144,104","418,278","193,668.0","1,921,196","47,972","511,554.0","6,950,119","4,711",.,.,.,"1,171,515.0","14,015,419","470,961"
2012,9275,Indianola Municipal Utilities,A,Bundled,O,IA,Municipal,"5,220.0","52,410","5,425","4,980.0","54,853",596,821.0,"12,042",4,.,.,.,"11,021.0","119,305","6,025"
2012,9292,Inter County Energy Coop Corp,A,Bundled,O,KY,Cooperative,"36,934.7","327,931","24,006","4,971.7","46,649","1,434","3,267.0","45,906",10,.,.,.,"45,173.4","420,486","25,450"
2012,9324,Indiana Michigan Power Co,A,Bundled,O,IN,Investor Owned,"386,963.5","4,553,482","398,055","306,393.2","4,247,279","53,453","366,470.9","6,754,792","4,098",.,.,.,"1,059,827.6","15,555,553","455,606"
2012,9324,Indiana Michigan Power Co,A,Bundled,O,MI,Investor Owned,"117,523.1","1,217,370","109,019","76,278.4","829,225","17,762","61,517.4","801,640",975,.,.,.,"255,318.9","2,848,235","127,756"
2012,9331,Intercounty Electric Coop Assn,A,Bundled,O,MO,Cooperative,"43,326.0","418,769","29,247","5,413.0","62,829",734,"2,226.0","33,956",5,.,.,.,"50,965.0","515,554","29,986"
2012,9336,Intermountain Rural Elec Assn,A,Bundled,O,CO,Cooperative,"167,139.0","1,414,566","130,075","70,161.0","633,249","11,982","11,862.0","139,927",77,0.0,0,0,"249,162.0","2,187,742","142,134"
2012,9417,Interstate Power and Light Co,A,Bundled,O,IA,Investor Owned,"496,512.0","3,820,872","407,668","350,064.0","3,883,878","74,159","395,312.0","6,838,950","2,632",.,.,.,"1,241,888.0","14,543,700","484,459"
2012,9417,Interstate Power and Light Co,A,Bundled,O,MN,Investor Owned,"33,412.0","319,718","35,552","15,209.0","160,596","6,733","25,843.0","359,152",604,.,.,.,"74,464.0","839,466","42,889"
2012,9418,City of Iola - (KS),A,Bundled,O,KS,Municipal,"3,603.0","31,908","3,079","3,460.0","31,831",577,"3,221.0","42,315",2,.,.,.,"10,284.0","106,054","3,658"
2012,9425,Iowa Lakes Electric Coop,A,Bundled,O,IA,Cooperative,"18,691.0","156,593","9,039","11,276.0","108,815","3,262","19,384.0","284,770",52,.,.,.,"49,351.0","550,178","12,353"
2012,9431,Irwin Electric Membership Corp,A,Bundled,O,GA,Cooperative,"17,478.0","135,124","10,581","1,595.0","12,806",204,"4,337.0","37,739","1,095",.,.,.,"23,410.0","185,669","11,880"
2012,9442,Town of Ipswich - (MA),A,Bundled,O,MA,Municipal,"6,265.3","48,322","5,966","1,433.2","11,169",829,"6,315.6","50,357",185,.,.,.,"14,014.1","109,848","6,980"
2012,9475,Itasca-Mantrap Co-op Electrical Assn,A,Bundled,O,MN,Cooperative,"12,871.0","112,311","10,258","2,363.0","22,178",856,"4,736.0","59,468",277,.,.,.,"19,970.0","193,957","11,391"
2012,9575,Jackson Energy Coop Corp - (KY),A,Bundled,O,KY,Cooperative,"77,833.0","663,784","47,647","14,475.0","137,525","3,598","4,383.0","60,755",5,.,.,.,"96,691.0","862,064","51,250"
2012,9576,Jackson County Rural E M C - (IN),A,Bundled,O,IN,Cooperative,"40,733.0","362,450","23,165","5,194.0","50,229",960,"3,843.0","42,150",22,.,.,.,"49,770.0","454,829","24,147"
2012,9590,"Jackson Electric Coop, Inc - (TX)",A,Bundled,O,TX,Cooperative,"14,313.0","136,173","12,980","7,469.0","86,714","1,556",.,.,.,.,.,.,"21,782.0","222,887","14,536"
2012,9598,City of Jackson - (OH),A,Bundled,O,OH,Municipal,"4,165.0","34,469","3,395","5,590.0","51,217",771,"7,245.0","87,312",10,0.0,0,0,"17,000.0","172,998","4,176"
2012,9599,City of Jackson - (MN),A,Bundled,O,MN,Municipal,"1,368.6","13,490","1,629",623.3,"5,826",271,"2,652.9","30,815",45,.,.,.,"4,644.8","50,131","1,945"
2012,9601,Jackson Electric Member Corp - (GA),A,Bundled,O,GA,Cooperative,"270,235.9","2,747,209","186,860","142,516.2","1,456,312","20,237","40,140.8","621,772",122,.,.,.,"452,892.9","4,825,293","207,219"
2012,9603,City of Jackson - (MO),A,Bundled,O,MO,Municipal,"7,183.7","71,234","5,899","4,777.4","47,705",891,"2,206.8","24,728",8,0.0,0,0,"14,167.9","143,667","6,798"
2012,9605,Jackson Purchase Energy Corporation,A,Bundled,O,KY,Cooperative,"31,043.7","395,869","25,944","12,797.7","192,329","3,288","2,929.2","46,777",9,0.0,0,0,"46,770.6","634,975","29,241"
2012,9612,City of Jackson - (TN),A,Bundled,O,TN,Municipal,"40,666.0","399,716","28,605","53,334.0","528,360","5,994","53,606.0","797,770",41,0.0,0,0,"147,606.0","1,725,846","34,640"
2012,9613,City of Lebanon - (IN),A,Bundled,O,IN,Municipal,"6,883.0","75,338","7,439","3,754.0","42,120","1,188","7,613.0","101,624",107,.,.,.,"18,250.0","219,082","8,734"
2012,9616,Beaches Energy Services,A,Bundled,O,FL,Municipal,"53,069.0","423,779","28,677","35,750.0","275,748","4,583",.,.,.,.,.,.,"88,819.0","699,527","33,260"
2012,9617,JEA,A,Bundled,O,FL,Municipal,"604,855.0","4,879,578","372,430","510,755.3","3,974,744","50,560","165,702.3","2,805,673",217,341.1,"3,374",1,"1,281,653.7","11,663,369","423,208"
2012,9645,Jamestown Board of Public Util,A,Bundled,O,NY,Municipal,"11,891.4","158,952","16,649","13,489.6","174,670","2,661","6,981.3","109,640",132,0.0,0,0,"32,362.3","443,262","19,442"
2012,9645,Jamestown Board of Public Util,C,Delivery,O,NY,Municipal,0.0,0,0,0.0,0,0,367.9,"18,125",2,0.0,0,0,367.9,"18,125",2
2012,9664,City of Jasper - (TX),A,Bundled,O,TX,Municipal,"5,413.0","47,069","3,522","5,785.0","51,322",941,.,.,.,.,.,.,"11,198.0","98,391","4,463"
2012,9665,Jasper County Rural E M C,A,Bundled,O,IN,Cooperative,"12,433.1","102,535","7,520","7,580.6","72,896","1,327","2,781.6","41,185",2,.,.,.,"22,795.3","216,616","8,849"
2012,9666,Jay County Rural E M C,A,Bundled,O,IN,Cooperative,"7,905.9","89,019","4,721",767.1,"8,637",44,"8,137.0","91,625",525,0.0,0,0,"16,810.0","189,281","5,290"
2012,9667,City of Jasper - (IN),A,Bundled,O,IN,Municipal,"6,612.5","71,339","5,815","10,318.5","119,489","1,215","9,712.6","107,045",82,.,.,.,"26,643.6","297,873","7,112"
2012,9668,"Jasper-Newton Elec Coop, Inc",A,Bundled,O,TX,Cooperative,"30,804.0","269,246","19,731","4,998.0","45,826","2,220","8,957.0","122,850",131,.,.,.,"44,759.0","437,922","22,082"
2012,9682,"Jefferson Davis Elec Coop, Inc",A,Bundled,O,LA,Cooperative,"10,708.0","113,511","7,830","6,980.0","70,125","1,547","3,357.0","51,995",8,.,.,.,"21,045.0","235,631","9,385"
2012,9689,Jefferson Electric Member Corp,A,Bundled,O,GA,Cooperative,"51,735.0","416,899","31,004","7,282.0","59,235","1,660","5,881.0","74,888",287,.,.,.,"64,898.0","551,022","32,951"
2012,9690,Jefferson Utilities,A,Bundled,O,WI,Municipal,"3,194.3","31,327","3,457","3,748.9","38,810",520,"5,895.0","78,499",4,0.0,0,0,"12,838.2","148,636","3,981"
2012,9697,City of Jellico,A,Bundled,O,KY,Municipal,"2,546.0","25,607","1,958",631.0,"5,437",279,0.0,0,0,0.0,0,0,"3,177.0","31,044","2,237"
2012,9697,City of Jellico,A,Bundled,O,TN,Municipal,"2,463.0","24,688","1,925","2,062.0","19,565",469,0.0,0,0,0.0,0,0,"4,525.0","44,253","2,394"
2012,9699,"Jemez Mountains Elec Coop, Inc",A,Bundled,O,NM,Cooperative,"22,506.0","179,145","27,229","18,015.0","144,962","3,776","4,562.0","51,449",4,0.0,0,0,"45,083.0","375,556","31,009"
2012,9726,Jersey Central Power & Lt Co,A,Bundled,O,NJ,Investor Owned,"1,107,833.1","7,648,658","815,239","368,119.8","2,584,060","85,256","27,432.4","241,328","1,353",0.0,0,0,"1,503,385.3","10,474,046","901,848"
2012,9726,Jersey Central Power & Lt Co,C,Delivery,O,NJ,Investor Owned,"75,065.1","1,741,964","158,272","209,669.6","6,518,236","38,964","46,808.0","1,995,874","1,080","1,672.3","82,377",1,"333,215.0","10,338,451","198,317"
2012,9734,City of Jewett City - (CT),A,Bundled,O,CT,Municipal,"2,438.0","13,199","1,886","1,459.0","9,234",282,36.0,255,1,.,.,.,"3,933.0","22,688","2,169"
2012,9739,Joe Wheeler Elec Member Corp,A,Bundled,O,AL,Cooperative,"61,402.0","566,894","34,501","29,863.0","255,652","8,148","43,564.0","663,852",23,0.0,0,0,"134,829.0","1,486,398","42,672"
2012,9750,Jo-Carroll Energy Coop Inc,A,Bundled,O,IL,Cooperative,"21,505.0","138,360","15,498","13,102.0","56,695",274,"15,261.0","246,847",154,.,.,.,"49,868.0","441,902","15,926"
2012,9777,Johnson City - (TN),A,Bundled,O,TN,Municipal,"93,295.0","927,051","65,078","63,071.0","614,908","10,585","26,457.0","298,740",32,0.0,0,0,"182,823.0","1,840,699","75,695"
2012,9778,Johnson County Rural E M C,A,Bundled,O,IN,Cooperative,"37,577.0","305,808","21,830","8,224.6","86,115","2,238","4,197.9","53,334",18,.,.,.,"49,999.5","445,257","24,086"
2012,9837,Jones-Onslow Elec Member Corp,A,Bundled,O,NC,Cooperative,"92,121.0","831,236","64,151","22,046.0","231,688","5,065","1,937.0","23,706",3,.,.,.,"116,104.0","1,086,630","69,219"
2012,9879,City Water and Light Plant,A,Bundled,O,AR,Municipal,"27,099.2","440,810","28,496","20,280.6","328,106","5,062","22,534.8","476,610",34,.,.,.,"69,914.6","1,245,526","33,592"
2012,9922,Jump River Electric Coop Inc,A,Bundled,O,WI,Cooperative,"11,203.0","75,306","8,635","1,828.0","15,302",568,.,.,.,.,.,.,"13,031.0","90,608","9,203"
2012,9936,Juneau Utility Comm,A,Bundled,O,WI,Municipal,850.9,"7,593",945,"1,877.0","18,245",187,"1,500.6","17,517",2,0.0,0,0,"4,228.5","43,355","1,134"
2012,9949,Just Energy,B,Energy,O,MA,Retail Power Marketer,"20,067.4","251,349","33,175","7,809.2","88,448","1,930",.,.,.,.,.,.,"27,876.6","339,797","35,105"
2012,9949,Just Energy,B,Energy,O,PA,Retail Power Marketer,"2,240.6","27,526","3,268",5.4,63,4,.,.,.,.,.,.,"2,246.0","27,589","3,272"
2012,9949,Just Energy,D,Bundled,O,TX,Retail Power Marketer,"262,549.0","2,028,077","143,574","118,987.0","942,303","19,355",0.0,0,0,0.0,0,0,"381,536.0","2,970,380","162,929"
2012,9964,Kenergy Corp,A,Bundled,O,KY,Cooperative,"58,094.0","723,478","45,229","24,320.0","314,755","10,154","410,493.0","8,685,765",36,.,.,.,"492,907.0","9,723,998","55,419"
2012,9991,Kandiyohi Power Coop,A,Bundled,O,MN,Cooperative,"12,162.0","102,044","7,203","4,290.0","41,717",904,294.0,"3,640",2,.,.,.,"16,746.0","147,401","8,109"
2012,9996,City of Kansas City - (KS),A,Bundled,O,KS,Municipal,"63,638.0","563,557","56,161","97,608.0","1,065,939","6,989","41,765.0","556,272",93,0.0,0,0,"203,011.0","2,185,768","63,243"
2012,9999,Kankakee Valley Rural E M C,A,Bundled,O,IN,Cooperative,"26,342.9","216,274","18,005","6,103.2","48,598","2,207","1,790.0","19,612",10,.,.,.,"34,236.1","284,484","20,222"
2012,10000,Kansas City Power & Light Co,A,Bundled,O,KS,Investor Owned,"315,656.9","2,849,903","213,783","287,612.5","3,172,027","27,081","20,565.2","309,104",966,0.0,0,0,"623,834.6","6,331,034","241,830"
2012,10000,Kansas City Power & Light Co,A,Bundled,O,MO,Investor Owned,"283,250.2","2,590,377","238,776","382,937.1","4,481,309","31,172","97,017.5","1,509,030","1,042",0.0,0,0,"763,204.8","8,580,716","270,990"
2012,10005,Kansas Gas & Electric Co,A,Bundled,O,KS,Investor Owned,"341,721.9","3,199,530","279,585","269,814.6","3,159,810","35,522","224,709.0","3,569,073","3,571",.,.,.,"836,245.5","9,928,413","318,678"
2012,10009,Karnes Electric Coop Inc,A,Bundled,O,TX,Cooperative,"20,270.0","201,508","14,777","13,636.0","133,629","2,680","2,460.0","37,438",7,0.0,0,0,"36,366.0","372,575","17,464"
2012,10012,Kay Electric Coop,A,Bundled,O,OK,Cooperative,"5,975.0","50,180","4,236","11,392.0","110,519","1,483","13,004.0","273,456",21,.,.,.,"30,371.0","434,155","5,740"
2012,10019,Kaw Valley Electric Coop Inc,A,Bundled,O,KS,Cooperative,"14,930.0","112,908","8,535","1,697.0","11,999",708,"2,191.0","19,659",21,.,.,.,"18,818.0","144,566","9,264"
2012,10056,City of Kaukauna,A,Bundled,O,WI,Municipal,"13,467.7","121,210","12,889","12,237.7","126,538","1,669","35,109.5","490,481",10,0.0,0,0,"60,814.9","738,229","14,568"
2012,10057,City of Lamar - (MO),A,Bundled,O,MO,Municipal,"2,530.0","21,975","2,056","5,023.0","47,378",467,.,.,.,.,.,.,"7,553.0","69,353","2,523"
2012,10063,Kaysville City Corporation,A,Bundled,O,UT,Municipal,"8,224.0","91,383","7,929","3,487.0","43,408",716,89.0,"1,217",1,.,.,.,"11,800.0","136,008","8,646"
2012,10065,KBR Rural Public Power District,A,Bundled,O,NE,Political Subdivision,"4,313.7","34,314","3,314","1,961.0","16,719",633,"6,288.2","49,428",705,.,.,.,"12,562.9","100,461","4,652"
2012,10066,K C Electric Association,A,Bundled,O,CO,Cooperative,"5,088.0","40,299","3,244","7,882.0","74,747","2,335","10,282.0","113,685",721,0.0,0,0,"23,252.0","228,731","6,300"
2012,10071,Kauai Island Utility Cooperative,A,Bundled,O,HI,Cooperative,"70,785.0","157,278","28,169","51,170.0","114,031","4,522","66,344.0","161,850",131,.,.,.,"188,299.0","433,159","32,822"
2012,10144,Kennebunk Light & Power Dist,A,Bundled,O,ME,Municipal,"4,970.0","45,126","5,510","3,677.0","33,745",886,"2,518.0","24,522",6,.,.,.,"11,165.0","103,393","6,402"
2012,10152,City of Kennett - (MO),A,Bundled,O,MO,Municipal,"5,403.0","73,593","4,839","4,800.0","63,153",614,638.0,"8,576",312,.,.,.,"10,841.0","145,322","5,765"
2012,10153,KEM Electric Coop Inc,A,Bundled,O,ND,Cooperative,"3,956.8","36,412","2,617","2,184.5","22,230",748,"1,427.2","12,095",349,.,.,.,"7,568.5","70,737","3,714"
2012,10170,"Kiamichi Electric Coop, Inc",A,Bundled,O,OK,Cooperative,"24,992.4","232,621","18,612","7,773.3","74,434","2,799","1,916.5","32,294",5,.,.,.,"34,682.2","339,349","21,416"
2012,10171,Kentucky Utilities Co,A,Bundled,O,KY,Investor Owned,"488,363.0","5,930,152","417,744","450,582.0","5,568,599","89,244","364,611.0","6,710,229","2,547",0.0,0,0,"1,303,556.0","18,208,980","509,535"
2012,10171,Kentucky Utilities Co,A,Bundled,O,TN,Investor Owned,7.0,105,4,0.0,0,0,0.0,0,0,0.0,0,0,7.0,105,4
2012,10171,Kentucky Utilities Co,A,Bundled,O,VA,Investor Owned,"34,721.0","377,639","24,387","24,314.0","264,859","4,456","16,857.0","217,893",79,.,.,.,"75,892.0","860,391","28,922"
2012,10179,Kenyon Municipal Utilities,A,Bundled,O,MN,Municipal,795.0,"6,559",816,557.0,"5,227",140,385.0,"3,976",1,.,.,.,"1,737.0","15,762",957
2012,10210,Ketchikan Public Utilities,A,Bundled,O,AK,Municipal,"7,559.2","74,274","6,275","7,144.8","73,463","1,230","2,046.9","24,453",13,0.0,0,0,"16,750.9","172,190","7,518"
2012,10226,City of Key West - (FL),A,Bundled,O,FL,Municipal,"45,124.0","327,841","24,750","48,967.0","374,653","5,508",.,.,.,.,.,.,"94,091.0","702,494","30,258"
2012,10260,City of Kimball,A,Bundled,O,NE,Municipal,"1,128.0","10,536","1,233",883.0,"8,363",354,436.0,"4,725",11,.,.,.,"2,447.0","23,624","1,598"
2012,10321,City of Kingman - (KS),A,Bundled,O,KS,Municipal,"1,870.0","14,503","1,561","1,156.4","9,244",374,"1,793.0","21,264",16,.,.,.,"4,819.4","45,011","1,951"
2012,10324,City of Kings Mountain - (NC),A,Bundled,O,NC,Municipal,"4,865.0","46,078","3,558","3,805.0","39,072",573,"3,522.0","44,673",23,.,.,.,"12,192.0","129,823","4,154"
2012,10331,Kingsport Power Co,A,Bundled,O,TN,Investor Owned,"55,428.7","662,471","41,179","36,121.0","431,477","5,839","55,503.2","971,272",165,.,.,.,"147,052.9","2,065,220","47,183"
2012,10345,City of Kinston - (NC),A,Bundled,O,NC,Municipal,"18,801.0","126,695","9,857","18,003.0","143,492","1,941","14,587.0","147,905",11,.,.,.,"51,391.0","418,092","11,809"
2012,10370,City of Kirkwood - (MO),A,Bundled,O,MO,Municipal,"9,912.0","100,678","8,771","8,517.0","93,838","1,196",884.0,"8,350",1,.,.,.,"19,313.0","202,866","9,968"
