Utility Characteristics,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,SERVICE_TYPE,"Data Type
O = Observed
I = Imputed",State,Ownership,BA_CODE,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count
2013,4110,Commonwealth Edison Co,C,Delivery,O,IL,Investor Owned,PJM,"854,040.2","18,251,809","2,308,028","542,033.9","25,222,091","221,739","346,059.7","26,821,488","1,865","7,105.4","553,734",2,"1,749,239.2","70,849,122","2,531,634"
2013,4117,Community Electric Coop,A,Bundled,O,VA,Cooperative,PJM,"17,656.0","164,572","9,087","2,827.7","25,350","1,787",566.7,"5,208",30,.,.,.,"21,050.4","195,130","10,904"
2013,4146,Concho Valley Elec Coop Inc,A,Bundled,O,TX,Cooperative,ERCO,"12,594.5","94,444","9,291","10,882.4","104,986","2,573","5,352.2","71,892","1,313",.,.,.,"28,829.1","271,322","13,177"
2013,4147,Town of Concord - (MA),A,Bundled,O,MA,Municipal,ISNE,"11,462.5","73,875","6,789","6,910.5","42,308","1,284","6,925.5","51,588",27,.,.,.,"25,298.5","167,771","8,100"
2013,4150,City of Concord - (NC),A,Bundled,O,NC,Municipal,DUK,"32,206.6","302,501","23,914","35,961.6","404,208","4,250","9,285.4","126,291",51,0.0,0,0,"77,453.6","833,000","28,215"
2013,4153,"Concordia Electric Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,"13,553.7","146,874","11,697","6,021.6","53,450","1,784","1,227.4","5,429",125,.,.,.,"20,802.7","205,753","13,606"
2013,4160,Callaway Electric Cooperative,A,Bundled,O,MO,Cooperative,AECI,"20,187.0","183,081","12,133","3,274.0","38,085",750,.,.,.,.,.,.,"23,461.0","221,166","12,883"
2013,4166,"CECG Maine, LLC",B,Energy,O,ME,Retail Power Marketer,ISNE,"48,323.0","749,511","125,006","4,203.0","65,171","9,831","9,568.0","230,409",1,0.0,0,0,"62,094.0","1,045,091","134,838"
2013,4176,Connecticut Light & Power Co,A,Bundled,O,CT,Investor Owned,ISNE,"896,781.0","5,600,605","632,396","253,090.0","1,809,243","54,000","27,493.0","227,470","1,461",.,.,.,"1,177,364.0","7,637,318","687,857"
2013,4176,Connecticut Light & Power Co,C,Delivery,O,CT,Investor Owned,ISNE,"397,379.0","4,712,923","473,021","520,105.0","7,771,278","54,734","102,064.0","2,092,365","1,786","7,391.0","189,822",2,"1,026,939.0","14,766,388","529,543"
2013,4191,Consolidated Edison Sol Inc,B,Energy,O,CT,Retail Power Marketer,ISNE,"33,394.0","433,114","32,850","30,784.0","387,983","3,570",0.0,0,0,0.0,0,0,"64,178.0","821,097","36,420"
2013,4191,Consolidated Edison Sol Inc,B,Energy,O,DC,Retail Power Marketer,PJM,0.0,0,0,"5,751.0","74,908",119,0.0,0,0,0.0,0,0,"5,751.0","74,908",119
2013,4191,Consolidated Edison Sol Inc,B,Energy,O,DE,Retail Power Marketer,PJM,0.0,0,0,"5,368.0","66,747",301,0.0,0,0,0.0,0,0,"5,368.0","66,747",301
2013,4191,Consolidated Edison Sol Inc,B,Energy,O,IL,Retail Power Marketer,PJM,0.0,0,0,"5,654.0","108,771","1,071",0.0,0,0,0.0,0,0,"5,654.0","108,771","1,071"
2013,4191,Consolidated Edison Sol Inc,B,Energy,O,MA,Retail Power Marketer,ISNE,"83,427.0","1,069,550","143,628","95,397.0","1,157,668","5,488",0.0,0,0,0.0,0,0,"178,824.0","2,227,218","149,116"
2013,4191,Consolidated Edison Sol Inc,B,Energy,O,MD,Retail Power Marketer,PJM,"7,431.0","96,099","7,215","12,205.0","152,797",688,0.0,0,0,0.0,0,0,"19,636.0","248,896","7,903"
2013,4191,Consolidated Edison Sol Inc,B,Energy,O,ME,Retail Power Marketer,ISNE,0.0,0,0,"4,641.0","63,904",255,0.0,0,0,0.0,0,0,"4,641.0","63,904",255
2013,4191,Consolidated Edison Sol Inc,B,Energy,O,NH,Retail Power Marketer,ISNE,0.0,0,0,"20,509.0","271,898","1,346",0.0,0,0,0.0,0,0,"20,509.0","271,898","1,346"
2013,4191,Consolidated Edison Sol Inc,B,Energy,O,NJ,Retail Power Marketer,PJM,"1,676.0","26,240","1,769","181,923.0","2,236,099","5,764",0.0,0,0,0.0,0,0,"183,599.0","2,262,339","7,533"
2013,4191,Consolidated Edison Sol Inc,B,Energy,O,NY,Retail Power Marketer,NYIS,"24,881.0","251,062","36,093","274,654.0","3,110,125","8,378",0.0,0,0,0.0,0,0,"299,535.0","3,361,187","44,471"
2013,4191,Consolidated Edison Sol Inc,B,Energy,O,OH,Retail Power Marketer,PJM,0.0,0,0,34.0,553,20,0.0,0,0,0.0,0,0,34.0,553,20
2013,4191,Consolidated Edison Sol Inc,B,Energy,O,PA,Retail Power Marketer,PJM,"35,090.0","479,455","40,515","76,186.0","995,333","3,687",0.0,0,0,0.0,0,0,"111,276.0","1,474,788","44,202"
2013,4191,Consolidated Edison Sol Inc,B,Energy,O,RI,Retail Power Marketer,ISNE,0.0,0,0,"5,042.0","70,221",291,0.0,0,0,0.0,0,0,"5,042.0","70,221",291
2013,4191,Consolidated Edison Sol Inc,D,Bundled,O,TX,Retail Power Marketer,ERCO,0.0,0,0,"59,670.0","1,112,579","4,763",0.0,0,0,0.0,0,0,"59,670.0","1,112,579","4,763"
2013,4226,Consolidated Edison Co-NY Inc,A,Bundled,O,NY,Investor Owned,NYIS,"2,773,035.0","10,273,410","2,113,173","2,007,977.0","9,743,737","341,327","18,104.0","98,951",85,359.0,"2,154",2,"4,799,475.0","20,118,252","2,454,587"
2013,4226,Consolidated Edison Co-NY Inc,C,Delivery,O,NY,Investor Owned,NYIS,"620,158.0","3,883,598","746,375","2,486,327.0","29,831,961","152,969","49,498.0","579,193",679,"128,648.0","2,504,893",2,"3,284,631.0","36,799,645","900,025"
2013,4237,Consolidated Electric Coop,A,Bundled,O,MO,Cooperative,AECI,"12,134.3","120,373","7,242","1,994.8","22,838",525,"7,128.4","101,625",76,.,.,.,"21,257.5","244,836","7,843"
2013,4247,Consolidated Water Power Co,A,Bundled,O,WI,Investor Owned,MISO,62.0,742,88,204.0,"3,536",16,"55,505.0","1,048,070",1,0.0,0,0,"55,771.0","1,052,348",105
2013,4254,Consumers Energy Co,A,Bundled,O,MI,Investor Owned,MISO,"1,840,822.3","12,792,609","1,573,802","1,352,421.1","11,117,015","207,758","774,112.4","8,646,391","8,588",0.0,0,0,"3,967,355.8","32,556,015","1,790,148"
2013,4254,Consumers Energy Co,C,Delivery,O,MI,Investor Owned,MISO,0.0,0,0,"15,916.0","1,054,870",896,"23,697.0","2,941,647",173,0.0,0,0,"39,613.0","3,996,517","1,069"
2013,4262,Cooke County Elec Coop Assn,A,Bundled,O,TX,Cooperative,ERCO,"18,868.0","190,360","13,136","21,387.0","328,074","2,391",.,.,.,.,.,.,"40,255.0","518,434","15,527"
2013,4265,Continental Divide El Coop Inc,A,Bundled,O,NM,Cooperative,PNM,"17,838.0","148,184","20,573","13,863.0","157,605","3,144","14,370.0","185,826",3,.,.,.,"46,071.0","491,615","23,720"
2013,4280,Conway Corporation,A,Bundled,O,AR,Municipal,MISO,"24,298.0","329,810","26,426","16,439.0","224,467","2,942","23,534.0","414,754",118,0.0,0,0,"64,271.0","969,031","29,486"
2013,4294,City of Cookeville - (TN),A,Bundled,O,TN,Municipal,TVA,"16,908.0","172,395","13,797","30,933.0","326,950","3,503","3,371.0","44,860",6,0.0,0,0,"51,212.0","544,205","17,306"
2013,4295,Comanche County Elec Coop Assn,A,Bundled,O,TX,Cooperative,ERCO,"9,599.0","91,182","6,159","10,736.0","94,243","10,256","1,744.0","40,729",2,.,.,.,"22,079.0","226,154","16,417"
2013,4296,"Cookson Hills Elec Coop, Inc",A,Bundled,O,OK,Cooperative,GRDA,"24,413.0","248,057","16,385","3,019.0","30,827","1,311","2,157.0","32,992",29,0.0,0,0,"29,589.0","311,876","17,725"
2013,4317,"Coos-Curry Electric Coop, Inc",A,Bundled,O,OR,Cooperative,BPAT,"19,250.0","192,586","14,933","8,609.0","93,103","2,111","3,876.0","51,663",468,.,.,.,"31,735.0","337,352","17,512"
2013,4327,Coosa Valley Electric Coop Inc,A,Bundled,O,AL,Cooperative,AEC,"26,383.0","200,630","13,965","3,859.0","25,987","2,407","6,125.0","51,623",87,.,.,.,"36,367.0","278,240","16,459"
2013,4329,"Copper Valley Elec Assn, Inc",A,Bundled,O,AK,Cooperative,NA,"4,721.0","16,731","2,962","16,269.0","66,614",797,.,.,.,.,.,.,"20,990.0","83,345","3,759"
2013,4346,Cooperative L&P Assn Lake County,A,Bundled,O,MN,Cooperative,MISO,"6,987.0","58,188","5,401","2,594.0","19,182",560,"1,572.0","21,595",1,.,.,.,"11,153.0","98,965","5,962"
2013,4356,Colorado River Comm of Nevada,A,Bundled,O,NV,State,NEVP,.,.,.,"10,272.0","256,986",2,"25,121.0","839,913",5,.,.,.,"35,393.0","1,096,899",7
2013,4356,Colorado River Comm of Nevada,B,Energy,O,NV,State,NEVP,.,.,.,"4,798.0","76,355",5,.,.,.,.,.,.,"4,798.0","76,355",5
2013,4356,Colorado River Comm of Nevada,C,Delivery,O,NV,State,NEVP,.,.,.,0.0,"460,302",1,.,.,.,.,.,.,0.0,"460,302",1
2013,4362,Corn Belt Energy Corporation,A,Bundled,O,IL,Cooperative,MISO,"51,856.3","393,476","32,795","21,752.0","183,345","2,047","4,861.3","72,221",2,.,.,.,"78,469.6","649,042","34,844"
2013,4373,Cornhusker Public Power Dist,A,Bundled,O,NE,Political Subdivision,NPPD,"14,439.0","138,527","6,935","6,344.0","78,025",434,"15,497.0","173,488","2,268",.,.,.,"36,280.0","390,040","9,637"
2013,4390,City of Corona - (CA),A,Bundled,O,CA,Municipal,CISO,507.5,"3,177",485,"6,399.1","44,802",363,"3,323.9","27,524",8,0.0,0,0,"10,230.5","75,503",856
2013,4390,City of Corona - (CA),B,Energy,O,CA,Municipal,CISO,0.0,0,0,"2,208.8","25,879",980,"3,574.0","40,439",7,0.0,0,0,"5,782.8","66,318",987
2013,4401,"Cotton Electric Coop, Inc",A,Bundled,O,OK,Cooperative,WFEC,"30,396.0","291,642","18,060","15,336.0","174,491","3,914","18,255.0","336,789",12,.,.,.,"63,987.0","802,922","21,986"
2013,4410,"Shell Energy North America (US), L.P.",B,Energy,O,CA,Retail Power Marketer,CISO,0.0,0,0,"40,207.7","838,139",43,"93,815.1","2,080,664",35,0.0,0,0,"134,022.8","2,918,803",78
2013,4410,"Shell Energy North America (US), L.P.",B,Energy,O,NV,Retail Power Marketer,SPPC,0.0,0,0,0.0,0,0,"52,126.6","1,416,425",1,0.0,0,0,"52,126.6","1,416,425",1
2013,4410,"Shell Energy North America (US), L.P.",B,Energy,O,WA,Retail Power Marketer,PSEI,0.0,0,0,0.0,0,0,"21,098.6","638,796",2,0.0,0,0,"21,098.6","638,796",2
2013,4410,"Shell Energy North America (US), L.P.",D,Bundled,O,TX,Retail Power Marketer,ERCO,0.0,0,0,"1,974.2","48,261",1,14.9,458,1,0.0,0,0,"1,989.1","48,719",2
2013,4430,"Covington Electric Coop, Inc",A,Bundled,O,AL,Cooperative,AEC,"40,800.0","283,798","21,362","8,094.0","63,776","1,238","1,684.0","18,796",11,.,.,.,"50,578.0","366,370","22,611"
2013,4432,Coweta-Fayette El Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"110,102.0","1,011,311","69,782","28,591.0","258,029","5,821","9,591.0","160,489",51,.,.,.,"148,284.0","1,429,829","75,654"
2013,4433,City of Covington - (GA),A,Bundled,O,GA,Municipal,SOCO,"13,517.0","126,356","9,535","14,689.0","130,480","1,793","10,631.0","146,280",16,.,.,.,"38,837.0","403,116","11,344"
2013,4437,City of Covington - (TN),A,Bundled,O,TN,Municipal,TVA,"4,769.0","50,173","3,763","8,043.0","80,991",968,"5,707.0","80,206",6,0.0,0,0,"18,519.0","211,370","4,737"
2013,4442,PUD No 1 of Cowlitz County,A,Bundled,O,WA,Political Subdivision,BPAT,"53,749.0","747,241","43,041","30,880.0","383,362","5,596","159,217.0","4,064,879",128,.,.,.,"243,846.0","5,195,482","48,765"
2013,4459,Cozad Board of Public Works,A,Bundled,O,NE,Municipal,NPPD,"2,075.0","22,819","1,724","2,190.0","25,563",312,368.0,"4,573",1,.,.,.,"4,633.0","52,955","2,037"
2013,4471,Craig-Botetourt Electric Coop,A,Bundled,O,VA,Cooperative,PJM,"9,577.9","67,994","5,898","1,566.6","11,226",676,.,.,.,.,.,.,"11,144.5","79,220","6,574"
2013,4471,Craig-Botetourt Electric Coop,A,Bundled,O,WV,Cooperative,PJM,435.9,"2,539",441,49.8,300,42,.,.,.,.,.,.,485.7,"2,839",483
2013,4508,"Crawfordsville Elec, Lgt & Pwr",A,Bundled,O,IN,Municipal,MISO,"8,667.4","83,142","8,242","5,629.7","55,849","1,535","19,159.3","251,339",68,.,.,.,"33,456.4","390,330","9,845"
2013,4509,Craighead Electric Coop Corp,A,Bundled,O,AR,Cooperative,MISO,"37,153.0","362,389","22,642","11,709.0","115,174","5,236","4,396.0","39,972","1,113",.,.,.,"53,258.0","517,535","28,991"
2013,4524,"Crawford Electric Coop, Inc",A,Bundled,O,MO,Cooperative,AECI,"26,440.7","264,555","18,249","3,005.8","34,487","1,177",359.4,"5,870",4,.,.,.,"29,805.9","304,912","19,430"
2013,4527,City of Crete,A,Bundled,O,NE,Municipal,NPPD,"2,139.0","27,174","2,438","1,957.0","26,112",705,"3,841.0","67,021",3,.,.,.,"7,937.0","120,307","3,146"
2013,4538,Crisp County Power Comm,A,Bundled,O,GA,Political Subdivision,SOCO,"14,596.0","142,215","9,252","13,008.0","113,638","2,696","10,557.0","157,812",49,.,.,.,"38,161.0","413,665","11,997"
2013,4577,Crow Wing Cooperative Power & Light Comp,A,Bundled,O,MN,Cooperative,MISO,"46,107.0","430,645","40,030","14,610.8","149,502","2,290",665.2,"5,384",168,.,.,.,"61,383.0","585,531","42,488"
2013,4604,City of Crystal Falls,A,Bundled,O,MI,Municipal,MISO,"1,161.0","7,572","1,323","1,108.0","8,795",248,0.0,0,0,0.0,0,0,"2,269.0","16,367","1,571"
2013,4607,City of Cuba City,A,Bundled,O,WI,Municipal,MISO,911.1,"7,442",935,"1,145.0","10,038",149,0.0,0,0,0.0,0,0,"2,056.1","17,480","1,084"
2013,4610,City of Cuero - (TX),A,Bundled,O,TX,Municipal,ERCO,"4,526.6","43,018","3,030","3,422.0","33,985",527,"3,825.4","45,921",3,.,.,.,"11,774.0","122,924","3,560"
2013,4617,Cullman Power Board,A,Bundled,O,AL,Municipal,TVA,"8,560.0","89,104","6,558","16,473.0","166,354","1,836","1,610.0","19,209",3,0.0,0,0,"26,643.0","274,667","8,397"
2013,4618,"Cullman Electric Coop, Inc",A,Bundled,O,AL,Cooperative,TVA,"57,785.0","528,166","34,814","26,867.0","231,117","7,508","18,068.0","255,327",13,0.0,0,0,"102,720.0","1,014,610","42,335"
2013,4619,Town of Culpeper- (VA),A,Bundled,O,VA,Municipal,PJM,"5,687.0","46,403","4,275","3,605.0","30,144",810,"1,666.0","22,870",12,0.0,0,0,"10,958.0","99,417","5,097"
2013,4622,"Cumberland Valley Electric, Inc.",A,Bundled,O,KY,Cooperative,PJM,"31,760.0","313,980","22,006","2,993.0","26,868","1,473","10,176.0","123,522",99,.,.,.,"44,929.0","464,370","23,578"
2013,4622,"Cumberland Valley Electric, Inc.",A,Bundled,O,TN,Cooperative,PJM,90.0,869,81,.,.,.,.,.,.,.,.,.,90.0,869,81
2013,4624,Cumberland Elec Member Corp,A,Bundled,O,TN,Cooperative,TVA,"150,439.0","1,433,830","80,098","55,209.0","499,321","10,676","32,995.0","505,070",21,0.0,0,0,"238,643.0","2,438,221","90,795"
2013,4632,Cuming County Public Pwr Dist,A,Bundled,O,NE,Political Subdivision,NPPD,"4,858.0","52,349","2,793","2,981.0","31,738",743,"1,901.0","17,630",323,.,.,.,"9,740.0","101,717","3,859"
2013,4667,City of Cushing - (OK),A,Bundled,O,OK,Municipal,GRDA,"4,183.0","40,394","3,698","1,452.0","13,754",682,"4,605.0","48,254",150,.,.,.,"10,240.0","102,402","4,530"
2013,4671,Custer Public Power District,A,Bundled,O,NE,Political Subdivision,NPPD,"8,344.0","76,932","4,531","4,170.0","35,467","1,054","13,349.0","108,131","4,728",.,.,.,"25,863.0","220,530","10,313"
2013,4675,Cuivre River Electric Coop Inc,A,Bundled,O,MO,Cooperative,AECI,"82,982.0","979,747","56,780","3,576.0","35,909","3,300","17,856.0","273,036",206,0.0,0,0,"104,414.0","1,288,692","60,286"
2013,4683,City of Cuyahoga Falls - (OH),A,Bundled,O,OH,Municipal,PJM,"17,463.9","174,579","22,700","6,131.0","59,861","1,981","16,381.7","187,838",177,.,.,.,"39,976.6","422,278","24,858"
2013,4704,"DS&O Electric Cooperative, Inc.",A,Bundled,O,KS,Cooperative,WR,"13,629.0","92,782","7,249","4,275.0","30,575","1,102",810.0,"4,029",4,.,.,.,"18,714.0","127,386","8,355"
2013,4715,Dahlberg Light & Power Co,A,Bundled,O,WI,Investor Owned,MISO,"9,500.0","65,927","10,216","2,584.0","18,699","1,150","1,848.0","16,831",38,.,.,.,"13,932.0","101,457","11,404"
2013,4717,Dakota Valley Elec Coop Inc,A,Bundled,O,ND,Cooperative,MISO,"12,447.2","127,657","5,328","6,112.3","66,542",627,"26,744.5","410,646",370,0.0,0,0,"45,304.0","604,845","6,325"
2013,4720,Dakota Energy Coop Inc,A,Bundled,O,SD,Cooperative,WAUE,"7,414.8","62,307","3,253","3,090.7","34,736",253,"8,295.5","109,704",4,.,.,.,"18,801.0","206,747","3,510"
2013,4743,"Consumers Power, Inc",A,Bundled,O,OR,Cooperative,BPAT,"24,411.1","270,555","19,847","7,512.5","101,338","1,717","1,888.3","23,510",565,.,.,.,"33,811.9","395,403","22,129"
2013,4744,Dalton Utilities,A,Bundled,O,GA,Municipal,SOCO,"14,294.0","152,545","12,311","53,377.0","614,559","4,146","35,924.0","601,767",56,.,.,.,"103,595.0","1,368,871","16,513"
2013,4794,City of Danville - (VA),A,Bundled,O,VA,Municipal,PJM,"51,504.0","469,905","37,130","33,049.0","313,896","11,192","16,021.0","185,443",42,.,.,.,"100,574.0","969,244","48,364"
2013,4796,"Darke Rural Electric Coop, Inc",A,Bundled,O,OH,Cooperative,PJM,"10,777.0","89,855","4,907","2,703.0","24,049",168,.,.,.,.,.,.,"13,480.0","113,904","5,075"
2013,4836,City of David City,A,Bundled,O,NE,Municipal,NPPD,"1,675.0","15,994","1,203",613.0,"5,931",217,"1,684.0","17,427",36,.,.,.,"3,972.0","39,352","1,456"
2013,4848,Daviess Martin County R E M C,A,Bundled,O,IN,Cooperative,MISO,"13,905.1","114,545","7,422","1,715.1","15,380",518,"18,838.3","274,685",60,.,.,.,"34,458.5","404,610","8,000"
2013,4911,Dawson Power District,A,Bundled,O,NE,Political Subdivision,NPPD,"24,911.0","249,443","15,587","7,149.0","77,319","1,518","29,872.0","268,061","5,710",0.0,.,.,"61,932.0","594,823","22,815"
2013,4920,City of Dayton - (TN),A,Bundled,O,TN,Municipal,TVA,"11,809.0","113,098","8,465","10,028.0","91,775","1,906","6,145.0","83,268",7,0.0,0,0,"27,982.0","288,141","10,378"
2013,4922,Dayton Power & Light Co,A,Bundled,O,OH,Investor Owned,PJM,"435,470.0","3,251,292","297,459","116,196.0","1,166,167","25,808","11,205.0","103,509",534,349.0,"3,914",1,"563,220.0","4,524,882","323,802"
2013,4922,Dayton Power & Light Co,C,Delivery,O,OH,Investor Owned,PJM,"95,377.0","2,009,315","157,550","99,263.0","3,892,574","31,214","50,272.0","3,450,793","1,203",0.0,0,0,"244,912.0","9,352,682","189,967"
2013,4939,"Deaf Smith Electric Coop, Inc",A,Bundled,O,TX,Cooperative,SPS,"4,818.2","52,075","4,918","8,293.1","103,690","1,383","54,173.6","610,195","7,602",.,.,.,"67,284.9","765,960","13,903"
2013,4958,Decatur Utilities,A,Bundled,O,AL,Municipal,TVA,"30,311.0","342,637","22,493","32,001.0","344,109","4,000","28,658.0","525,661",11,0.0,0,0,"90,970.0","1,212,407","26,504"
2013,4960,Decatur County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,"13,886.6","108,554","7,408","3,463.2","33,774",390,"13,903.4","204,582",6,.,.,.,"31,253.2","346,910","7,804"
2013,4975,Deep East Texas Elec Coop Inc,A,Bundled,O,TX,Cooperative,MISO,"62,199.8","548,313","37,732","14,954.3","129,204","3,879","6,921.2","94,374",17,.,.,.,"84,075.3","771,891","41,628"
2013,5015,Delano Municipal Utilities,A,Bundled,O,MN,Municipal,MISO,"1,919.6","18,529","2,020",558.2,"5,590",333,"2,608.2","30,541",80,.,.,.,"5,086.0","54,660","2,433"
2013,5027,Delmarva Power,A,Bundled,O,DE,Investor Owned,PJM,"367,664.7","2,744,059","251,816","106,485.5","880,296","24,245","2,495.9","22,837",111,.,.,.,"476,646.1","3,647,192","276,172"
2013,5027,Delmarva Power,A,Bundled,O,MD,Investor Owned,PJM,"241,686.2","1,727,767","144,959","57,737.2","457,554","14,567","1,098.7","12,256",110,.,.,.,"300,522.1","2,197,577","159,636"
2013,5027,Delmarva Power,C,Delivery,O,DE,Investor Owned,PJM,"9,656.9","221,063","17,920","47,099.0","2,553,026","9,773","10,625.0","1,763,571",119,.,.,.,"67,380.9","4,537,660","27,812"
2013,5027,Delmarva Power,C,Delivery,O,MD,Investor Owned,PJM,"21,254.7","428,831","29,151","39,282.3","1,265,302","11,596","5,739.9","393,473",129,.,.,.,"66,276.9","2,087,606","40,876"
2013,5056,City of Denison - (IA),A,Bundled,O,IA,Municipal,WAUE,"2,464.5","35,024","2,656","1,493.7","24,275",494,"5,255.0","95,975",65,.,.,.,"9,213.2","155,274","3,215"
2013,5063,City of Denton - (TX),A,Bundled,O,TX,Municipal,ERCO,"52,337.4","541,109","43,572","27,534.9","301,596","5,549","38,539.4","535,984",127,.,.,.,"118,411.7","1,378,689","49,248"
2013,5070,Delaware Electric Cooperative,A,Bundled,O,DE,Cooperative,PJM,"114,944.0","1,033,946","77,030","23,565.0","228,673","9,066",0.0,0,0,0.0,0,0,"138,509.0","1,262,619","86,096"
2013,5078,"Denton County Elec Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"280,901.0","2,849,302","158,535","42,884.4","415,608","11,649","84,731.3","1,167,682","1,803",.,.,.,"408,516.7","4,432,592","171,987"
2013,5086,Delta Montrose Electric Assn,A,Bundled,O,CO,Cooperative,WACM,"33,723.2","272,496","28,759","8,820.4","77,873","3,417","20,941.2","257,888",200,.,.,.,"63,484.8","608,257","32,376"
2013,5107,City of Detroit - (MI),A,Bundled,O,MI,Municipal,MISO,47.6,454,117,"35,911.5","405,410",111,.,.,.,533.3,"6,083",1,"36,492.4","411,947",229
2013,5109,DTE Electric Company,A,Bundled,O,MI,Investor Owned,MISO,"2,350,797.8","15,273,084","1,936,236","1,892,969.4","16,715,877","197,521","798,650.0","10,283,351",812,0.0,0,0,"5,042,417.2","42,272,312","2,134,569"
2013,5109,DTE Electric Company,C,Delivery,O,MI,Investor Owned,MISO,39.0,562,53,"69,661.0","3,114,472","5,308","26,209.1","2,068,039",119,0.0,0,0,"95,909.1","5,183,073","5,480"
2013,5111,City of Detroit Lakes - (MN),A,Bundled,O,MN,Municipal,MISO,"6,561.3","70,535","5,662","3,149.4","35,851","1,182","6,142.5","84,360",105,.,.,.,"15,853.2","190,746","6,949"
2013,5148,City of Dickson,A,Bundled,O,TN,Municipal,TVA,"42,717.0","435,875","28,091","24,894.0","239,375","5,393","11,341.0","152,934",16,0.0,0,0,"78,952.0","828,184","33,500"
2013,5175,Dixie Electric Power Assn,A,Bundled,O,MS,Cooperative,MISO,"60,990.0","528,347","34,695","22,058.0","206,215","3,497","7,962.0","83,295",21,.,.,.,"91,010.0","817,857","38,213"
2013,5202,Dixie Electric Membership Corp,A,Bundled,O,LA,Cooperative,MISO,"138,875.3","1,653,580","96,354","12,870.8","149,487","6,191","21,024.3","309,179",510,.,.,.,"172,770.4","2,112,246","103,055"
2013,5204,Dixie Electric Coop,A,Bundled,O,AL,Cooperative,AEC,"35,018.0","276,335","18,928","17,485.0","143,961","3,280","3,020.0","32,805",7,.,.,.,"55,523.0","453,101","22,215"
2013,5309,City of Dothan - (AL),A,Bundled,O,AL,Municipal,SOCO,"35,710.0","375,080","25,263","40,171.0","444,595","5,054","11,275.0","170,738",9,.,.,.,"87,156.0","990,413","30,326"
2013,5325,City of Douglas,A,Bundled,O,GA,Municipal,SOCO,"5,967.0","60,066","3,979","22,128.0","223,178","1,764",.,.,.,.,.,.,"28,095.0","283,244","5,743"
2013,5326,PUD No 1 of Douglas County,A,Bundled,O,WA,Political Subdivision,DOPD,"11,203.0","386,192","13,977","5,529.0","270,107","1,098","3,029.0","115,572",298,.,.,.,"19,761.0","771,871","15,373"
2013,5327,Douglas Electric Coop - (OR),A,Bundled,O,OR,Cooperative,BPAT,"11,465.0","122,304","9,048","1,834.0","19,348",758,557.0,"6,561",9,.,.,.,"13,856.0","148,213","9,815"
2013,5328,"Douglas Electric Coop, Inc",A,Bundled,O,SD,Cooperative,WAUE,"2,038.0","18,331",727,616.0,"5,794",89,.,.,.,.,.,.,"2,654.0","24,125",816
2013,5335,City of Dover - (DE),A,Bundled,O,DE,Municipal,PJM,"26,528.0","201,140","20,060","28,736.0","226,520","3,378","26,957.0","280,634",40,.,.,.,"82,221.0","708,294","23,478"
2013,5336,City of Dover - (OH),A,Bundled,O,OH,Municipal,PJM,"6,715.0","56,788","5,777","3,751.0","30,044",871,"14,074.0","140,649",102,.,.,.,"24,540.0","227,481","6,750"
2013,5394,Dubois Rural Electric Coop Inc,A,Bundled,O,IN,Cooperative,MISO,"19,077.0","160,341","12,357","2,207.0","18,995",875,"9,380.0","103,054",79,.,.,.,"30,664.0","282,390","13,311"
2013,5399,Duck River Elec Member Corp,A,Bundled,O,TN,Cooperative,TVA,"105,487.0","1,012,718","60,781","50,176.0","460,287","10,664","16,594.0","264,199",6,0.0,0,0,"172,257.0","1,737,204","71,451"
2013,5416,"Duke Energy Carolinas, LLC",A,Bundled,O,NC,Investor Owned,DUK,"2,092,376.6","20,601,105","1,608,151","1,787,368.3","22,341,733","264,539","750,494.6","12,351,570","4,930",587.9,"7,405",1,"4,630,827.4","55,301,813","1,877,621"
2013,5416,"Duke Energy Carolinas, LLC",A,Bundled,O,SC,Investor Owned,DUK,"612,773.9","6,313,640","460,178","447,386.6","5,619,965","88,972","432,511.7","8,632,453","1,671",0.0,0,0,"1,492,672.2","20,566,058","550,821"
2013,5417,Dunn County Electric Coop,A,Bundled,O,WI,Cooperative,MISO,"16,785.0","133,569","9,048","2,324.0","22,879",518,"2,619.0","34,608",2,.,.,.,"21,728.0","191,056","9,568"
2013,5429,City of Duncan - (OK),A,Bundled,O,OK,Municipal,CSWS,"9,153.4","91,941","7,435","6,089.5","60,905","1,456","3,209.8","37,899",54,.,.,.,"18,452.7","190,745","8,945"
2013,5470,ConocoPhillips Company,B,Energy,O,IL,Retail Power Marketer,MISO,0.0,0,0,0.0,0,0,"49,823.2","1,400,356",2,0.0,0,0,"49,823.2","1,400,356",2
2013,5470,ConocoPhillips Company,B,Energy,O,MT,Retail Power Marketer,NWMT,0.0,0,0,0.0,0,0,"18,051.3","432,382",3,0.0,0,0,"18,051.3","432,382",3
